,OBJECT,RA,DEC,Program_ID,Instrument,Category,Type,Mode,Dataset ID,Release_Date,TPL ID,TPL START,Exptime,filter_lambda_min,filter_lambda_max,Filter,MJD-OBS,Airmass,DIMM Seeing at Start
0,"LAMP,FLAT",16:22:28.21,-39:11:48.1,60.A-9800(D),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2016-02-21T19:34:22.486,Feb 21 2016,UVES_dic1_cal_flatfree,2016-02-21T19:15:11,32.998,,,"FREE,SHP700",57439.815538,1.0,-1.0
1,"LAMP,FLAT",16:22:28.21,-39:11:48.1,60.A-9800(D),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2016-02-21T19:36:04.084,Feb 21 2016,UVES_dic1_cal_flatfree,2016-02-21T19:15:11,32.998,,,"FREE,SHP700",57439.816714,1.0,-1.0
2,"LAMP,FLAT",16:22:28.21,-39:11:48.1,60.A-9800(D),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2016-02-21T19:37:46.224,Feb 21 2016,UVES_dic1_cal_flatfree,2016-02-21T19:15:11,32.998,,,"FREE,SHP700",57439.817896,1.0,-1.0
3,"LAMP,FLAT",16:22:28.21,-39:11:48.1,60.A-9800(D),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2016-02-21T19:39:27.993,Feb 21 2016,UVES_dic1_cal_flatfree,2016-02-21T19:15:11,32.998,,,"FREE,SHP700",57439.819074,1.0,-1.0
4,"LAMP,FLAT",16:22:28.21,-39:11:48.1,60.A-9800(D),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2016-02-21T19:41:10.002,Feb 21 2016,UVES_dic1_cal_flatfree,2016-02-21T19:15:11,32.998,,,"FREE,SHP700",57439.820255,1.0,-1.0
5,"LAMP,FLAT",16:22:28.21,-39:11:48.1,60.A-9800(D),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2016-02-21T19:42:52.001,Feb 21 2016,UVES_dic1_cal_flatfree,2016-02-21T19:15:11,32.998,,,"FREE,SHP700",57439.821435,1.0,-1.0
6,"LAMP,FLAT",16:22:28.21,-39:11:48.1,60.A-9800(D),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2016-02-21T19:44:33.030,Feb 21 2016,UVES_dic1_cal_flatfree,2016-02-21T19:15:11,32.998,,,"FREE,SHP700",57439.822605,1.0,-1.0
7,"LAMP,FLAT",16:22:28.21,-39:11:48.1,60.A-9800(D),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2016-02-21T19:46:14.016,Feb 21 2016,UVES_dic1_cal_flatfree,2016-02-21T19:15:11,32.998,,,"FREE,SHP700",57439.823773,1.0,-1.0
8,"LAMP,FLAT",16:22:28.21,-39:11:48.1,60.A-9800(D),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2016-02-21T19:47:56.218,Feb 21 2016,UVES_dic1_cal_flatfree,2016-02-21T19:15:11,32.998,,,"FREE,SHP700",57439.824956,1.0,-1.0
9,"LAMP,FLAT",16:22:28.21,-39:11:48.1,60.A-9800(D),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2016-02-21T19:49:37.967,Feb 21 2016,UVES_dic1_cal_flatfree,2016-02-21T19:15:11,32.998,,,"FREE,SHP700",57439.826134,1.0,-1.0
