,OBJECT,RA,DEC,Program_ID,Instrument,Category,Type,Mode,Dataset ID,Release_Date,TPL ID,TPL START,Exptime,filter_lambda_min,filter_lambda_max,Filter,MJD-OBS,Airmass,DIMM Seeing at Start
0,"LAMP,FLAT",12:40:57.75,+17:37:21.1,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2018-01-29T11:07:29.149,Jan 29 2018,UVES_dic2_cal_flatfree,2018-01-29T11:06:34,426.992,,,"FREE,HER_5",58147.463532,1.0,0.5
1,"LAMP,FLAT",12:40:57.75,+17:37:21.1,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2018-01-29T11:15:19.490,Jan 29 2018,UVES_dic2_cal_flatfree,2018-01-29T11:06:34,426.992,,,"FREE,HER_5",58147.468976,1.0,0.5
2,"LAMP,FLAT",12:40:57.75,+17:37:21.1,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2018-01-29T11:23:09.942,Jan 29 2018,UVES_dic2_cal_flatfree,2018-01-29T11:06:34,426.992,,,"FREE,HER_5",58147.474421,1.0,0.5
3,"LAMP,FLAT",12:40:57.75,+17:37:21.1,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2018-01-29T11:31:00.212,Jan 29 2018,UVES_dic2_cal_flatfree,2018-01-29T11:06:34,426.992,,,"FREE,HER_5",58147.479864,1.0,0.5
4,"LAMP,FLAT",12:40:57.75,+17:37:21.1,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2018-01-29T11:38:50.114,Jan 29 2018,UVES_dic2_cal_flatfree,2018-01-29T11:06:34,426.992,,,"FREE,HER_5",58147.485302,1.0,0.5
5,"LAMP,FLAT",16:22:20.97,-39:11:30.7,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2018-02-22T11:18:20.095,Feb 22 2018,UVES_dic2_cal_flatfree,2018-02-22T11:17:25,426.992,,,"FREE,HER_5",58171.471066,1.0,1.4
6,"LAMP,FLAT",16:22:20.97,-39:11:30.7,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2018-02-22T11:26:09.934,Feb 22 2018,UVES_dic2_cal_flatfree,2018-02-22T11:17:25,426.992,,,"FREE,HER_5",58171.476504,1.0,1.4
7,"LAMP,FLAT",16:22:20.97,-39:11:30.7,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2018-02-22T11:34:00.285,Feb 22 2018,UVES_dic2_cal_flatfree,2018-02-22T11:17:25,426.992,,,"FREE,HER_5",58171.481948,1.0,1.4
8,"LAMP,FLAT",16:22:20.96,-39:11:30.7,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2018-02-22T11:41:50.595,Feb 22 2018,UVES_dic2_cal_flatfree,2018-02-22T11:17:25,426.992,,,"FREE,HER_5",58171.487391,1.0,1.4
9,"LAMP,FLAT",16:22:20.96,-39:11:30.7,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2018-02-22T11:49:40.966,Feb 22 2018,UVES_dic2_cal_flatfree,2018-02-22T11:17:25,426.992,,,"FREE,HER_5",58171.492835,1.0,1.4
10,"LAMP,FLAT",16:22:21.24,-39:11:31.3,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2018-02-14T12:56:02.116,Feb 14 2018,UVES_dic2_cal_flatfree,2018-02-14T12:55:07,426.992,,,"FREE,HER_5",58163.538913,1.0,0.55
