,OBJECT,RA,DEC,Program_ID,Instrument,Category,Type,Mode,Dataset ID,Release_Date,TPL ID,TPL START,Exptime,filter_lambda_min,filter_lambda_max,Filter,MJD-OBS,Airmass,DIMM Seeing at Start
0,"LAMP,FLAT",16:22:28.22,-39:11:48.2,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2016-02-21T12:11:30.193,Feb 21 2016,UVES_dic2_cal_flatfree,2016-02-21T12:10:37,136.402,,,"FREE,HER_5",57439.507988,1.0,-1.0
1,"LAMP,FLAT",16:22:28.22,-39:11:48.2,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2016-02-21T12:14:53.509,Feb 21 2016,UVES_dic2_cal_flatfree,2016-02-21T12:10:37,136.402,,,"FREE,HER_5",57439.510342,1.0,-1.0
2,"LAMP,FLAT",16:22:28.22,-39:11:48.2,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2016-02-21T12:18:16.806,Feb 21 2016,UVES_dic2_cal_flatfree,2016-02-21T12:10:37,136.401,,,"FREE,HER_5",57439.512695,1.0,-1.0
3,"LAMP,FLAT",16:22:28.22,-39:11:48.2,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2016-02-21T12:21:40.171,Feb 21 2016,UVES_dic2_cal_flatfree,2016-02-21T12:10:37,136.401,,,"FREE,HER_5",57439.515048,1.0,-1.0
4,"LAMP,FLAT",16:22:28.22,-39:11:48.2,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2016-02-21T12:25:03.198,Feb 21 2016,UVES_dic2_cal_flatfree,2016-02-21T12:10:37,136.402,,,"FREE,HER_5",57439.517398,1.0,-1.0
5,"LAMP,FLAT",12:12:57.88,+07:39:47.2,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2015-12-26T15:43:21.839,Dec 26 2015,UVES_dic2_cal_flatfree,2015-12-26T15:42:29,124.002,,,"FREE,HER_5",57382.655114,1.0,-1.0
6,"LAMP,FLAT",12:12:57.88,+07:39:47.2,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2015-12-26T15:46:32.887,Dec 26 2015,UVES_dic2_cal_flatfree,2015-12-26T15:42:29,124.002,,,"FREE,HER_5",57382.657325,1.0,-1.0
7,"LAMP,FLAT",12:12:57.88,+07:39:47.2,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2015-12-26T15:49:43.914,Dec 26 2015,UVES_dic2_cal_flatfree,2015-12-26T15:42:29,124.001,,,"FREE,HER_5",57382.659536,1.0,-1.0
8,"LAMP,FLAT",12:12:57.88,+07:39:47.2,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2015-12-26T15:52:54.631,Dec 26 2015,UVES_dic2_cal_flatfree,2015-12-26T15:42:29,124.001,,,"FREE,HER_5",57382.661743,1.0,-1.0
9,"LAMP,FLAT",12:12:57.88,+07:39:47.2,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2015-12-26T15:56:05.479,Dec 26 2015,UVES_dic2_cal_flatfree,2015-12-26T15:42:29,124.001,,,"FREE,HER_5",57382.663952,1.0,-1.0
