,OBJECT,RA,DEC,Program_ID,Instrument,Category,Type,Mode,Dataset ID,Release_Date,TPL ID,TPL START,Exptime,filter_lambda_min,filter_lambda_max,Filter,MJD-OBS,Airmass,DIMM Seeing at Start
0,"LAMP,FLAT",01:03:19.71,-25:29:42.0,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2017-04-28T14:34:04.676,Apr 28 2017,UVES_dic2_cal_flatfree,2017-04-28T14:32:58,121.458,,,"FREE,OG590",57871.606999,1.0,1.21
1, ,01:00:16.42,-21:18:25.1,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2017-04-28T14:37:14.633,Apr 28 2017,UVES_dic2_cal_flatfree,2017-04-28T14:32:58,121.461,,,"FREE,OG590",57871.609197,1.0,1.21
2, ,00:49:52.71,-17:51:02.7,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2017-04-28T14:40:24.679,Apr 28 2017,UVES_dic2_cal_flatfree,2017-04-28T14:32:58,121.458,,,"FREE,OG590",57871.611397,1.0,1.21
3, ,00:33:57.59,-16:01:02.3,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2017-04-28T14:43:34.616,Apr 28 2017,UVES_dic2_cal_flatfree,2017-04-28T14:32:58,121.461,,,"FREE,OG590",57871.613595,1.0,1.21
4, ,00:16:15.87,-16:24:38.1,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2017-04-28T14:46:45.693,Apr 28 2017,UVES_dic2_cal_flatfree,2017-04-28T14:32:58,121.461,,,"FREE,OG590",57871.615807,1.0,1.21
5,"LAMP,FLAT",16:35:09.11,-42:49:39.1,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2017-04-18T13:32:45.108,Apr 18 2017,UVES_dic2_cal_flatfree,2017-04-18T13:31:56,80.98,,,"FREE,OG590",57861.564411,1.0,1.65
6, ,16:35:09.11,-42:49:39.1,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2017-04-18T13:35:14.821,Apr 18 2017,UVES_dic2_cal_flatfree,2017-04-18T13:31:56,80.98,,,"FREE,OG590",57861.566144,1.0,1.65
7, ,16:35:09.11,-42:49:39.1,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2017-04-18T13:37:44.804,Apr 18 2017,UVES_dic2_cal_flatfree,2017-04-18T13:31:56,80.98,,,"FREE,OG590",57861.56788,1.0,1.65
8, ,16:35:09.11,-42:49:39.1,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2017-04-18T13:40:13.807,Apr 18 2017,UVES_dic2_cal_flatfree,2017-04-18T13:31:56,80.98,,,"FREE,OG590",57861.569604,1.0,1.65
9, ,16:35:09.11,-42:49:39.1,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2017-04-18T13:42:43.680,Apr 18 2017,UVES_dic2_cal_flatfree,2017-04-18T13:31:56,80.98,,,"FREE,OG590",57861.571339,1.0,1.65
