,OBJECT,RA,DEC,Program_ID,Instrument,Category,Type,Mode,Dataset ID,Release_Date,TPL ID,TPL START,Exptime,filter_lambda_min,filter_lambda_max,Filter,MJD-OBS,Airmass,DIMM Seeing at Start
1778,"LAMP,FLAT",14:00:48.25,+01:37:23.8,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2016-03-18T10:52:24.012,Mar 18 2016,UVES_dic1_cal_flatfree,2016-03-18T10:50:05,35.201,,,"FREE,HER_5",57465.453056,1.0,-1.0
1779,"LAMP,FLAT",14:00:48.25,+01:37:23.8,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2016-03-18T10:54:06.060,Mar 18 2016,UVES_dic1_cal_flatfree,2016-03-18T10:50:05,35.201,,,"FREE,HER_5",57465.454237,1.0,-1.0
1780,"LAMP,FLAT",14:00:48.25,+01:37:23.8,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2016-03-18T10:55:48.429,Mar 18 2016,UVES_dic1_cal_flatfree,2016-03-18T10:50:05,35.201,,,"FREE,HER_5",57465.455422,1.0,-1.0
1781,"LAMP,FLAT",14:00:48.25,+01:37:23.8,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2016-03-18T10:57:30.877,Mar 18 2016,UVES_dic1_cal_flatfree,2016-03-18T10:50:05,35.201,,,"FREE,HER_5",57465.456607,1.0,-1.0
1782,"LAMP,FLAT",14:00:48.25,+01:37:23.8,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2016-03-18T10:59:13.135,Mar 18 2016,UVES_dic1_cal_flatfree,2016-03-18T10:50:05,35.202,,,"FREE,HER_5",57465.457791,1.0,-1.0
1798,"LAMP,FLAT",13:28:43.14,-78:46:26.8,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2016-03-29T10:45:24.035,Mar 29 2016,UVES_dic1_cal_flatfree,2016-03-29T10:44:25,35.201,,,"FREE,HER_5",57476.448195,1.0,-1.0
1799,"LAMP,FLAT",13:28:43.14,-78:46:26.8,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2016-03-29T10:47:06.303,Mar 29 2016,UVES_dic1_cal_flatfree,2016-03-29T10:44:25,35.202,,,"FREE,HER_5",57476.449379,1.0,-1.0
1800,"LAMP,FLAT",13:28:43.14,-78:46:26.8,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2016-03-29T10:48:48.441,Mar 29 2016,UVES_dic1_cal_flatfree,2016-03-29T10:44:25,35.201,,,"FREE,HER_5",57476.450561,1.0,-1.0
1801,"LAMP,FLAT",13:28:43.14,-78:46:26.8,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2016-03-29T10:50:30.729,Mar 29 2016,UVES_dic1_cal_flatfree,2016-03-29T10:44:25,35.201,,,"FREE,HER_5",57476.451745,1.0,-1.0
1802,"LAMP,FLAT",13:28:43.14,-78:46:26.8,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2016-03-29T10:52:13.027,Mar 29 2016,UVES_dic1_cal_flatfree,2016-03-29T10:44:25,35.201,,,"FREE,HER_5",57476.452929,1.0,-1.0
1818,"LAMP,FLAT",16:07:10.00,-18:12:05.7,194.C-0833(E),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2016-04-06T15:28:31.519,Apr  6 2016,UVES_dic1_cal_flatfree,2016-04-06T15:27:15,35.201,,,"FREE,HER_5",57484.644809,1.0,0.63
1819,"LAMP,FLAT",16:07:10.00,-18:12:05.7,194.C-0833(E),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2016-04-06T15:30:13.467,Apr  6 2016,UVES_dic1_cal_flatfree,2016-04-06T15:27:15,35.202,,,"FREE,HER_5",57484.645989,1.0,0.63
1820,"LAMP,FLAT",16:07:10.00,-18:12:05.7,194.C-0833(E),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2016-04-06T15:31:55.895,Apr  6 2016,UVES_dic1_cal_flatfree,2016-04-06T15:27:15,35.202,,,"FREE,HER_5",57484.647175,1.0,0.63
1821,"LAMP,FLAT",16:07:10.00,-18:12:05.7,194.C-0833(E),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2016-04-06T15:33:38.253,Apr  6 2016,UVES_dic1_cal_flatfree,2016-04-06T15:27:15,35.201,,,"FREE,HER_5",57484.648359,1.0,0.63
1822,"LAMP,FLAT",16:07:10.00,-18:12:05.7,194.C-0833(E),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2016-04-06T15:35:20.321,Apr  6 2016,UVES_dic1_cal_flatfree,2016-04-06T15:27:15,35.202,,,"FREE,HER_5",57484.649541,1.0,0.63
1823,"LAMP,FLAT",16:07:10.00,-18:12:05.7,194.C-0833(E),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2016-04-06T15:37:02.489,Apr  6 2016,UVES_dic1_cal_flatfree,2016-04-06T15:27:15,35.201,,,"FREE,HER_5",57484.650723,1.0,0.63
1824,"LAMP,FLAT",16:07:10.00,-18:12:05.7,194.C-0833(E),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2016-04-06T15:38:44.797,Apr  6 2016,UVES_dic1_cal_flatfree,2016-04-06T15:27:15,35.202,,,"FREE,HER_5",57484.651907,1.0,0.63
1825,"LAMP,FLAT",16:07:10.00,-18:12:05.7,194.C-0833(E),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2016-04-06T15:40:27.145,Apr  6 2016,UVES_dic1_cal_flatfree,2016-04-06T15:27:15,35.202,,,"FREE,HER_5",57484.653092,1.0,0.63
1826,"LAMP,FLAT",16:07:10.00,-18:12:05.7,194.C-0833(E),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2016-04-06T15:42:09.193,Apr  6 2016,UVES_dic1_cal_flatfree,2016-04-06T15:27:15,35.202,,,"FREE,HER_5",57484.654273,1.0,0.63
