!mjd_obs        !mean_dy        !mean_dx       
!---------------!---------------!---------------
 57612.4927089   -1.717          -2.064        
 57612.4970266   -2.349          0.245         
 57615.4853916   -1.6            -1.974        
 57615.4970045   -3.621          -0.026        
 57616.4599074   -3.733          -0.014        
 57619.468572    -2.198          -1.929        
 57619.479284    -4.482          0.122         
 57622.5101533   -1.183          -2.429        
 57622.521748    -3.641          -0.148        
 57623.4499833   -4.361          -0.075        
 57623.4512062   -2.506          0.141         
 57624.4749605   -2.381          0.185         
 57625.4659011   -1.868          -2.056        
 57629.4713241   -2.392          -1.971        
 57629.4829019   -4.138          0.663         
 57629.5375375   -2.446          -1.756        
 57629.548244    -4.227          0.737         
 57634.4623283   -2.27           -1.877        
 57635.4664738   -4.035          0.279         
 57635.467696    -2.372          0.39          
 57636.481014    -2.004          -2.049        
 57636.4926153   -3.989          0.345         
 57639.4726274   -1.869          -2.237        
 57640.4841138   -4.136          -0.006        
 57642.4671597   -2.361          0.212         
 57643.4128426   -1.188          -0.959        
 57643.4890429   -1.995          -2.12         
 57643.5006528   -4.416          -0.12         
 57643.5550571   -1.871          -2.077        
 57643.5657505   -4.248          -0.134        
 57650.4743574   -2.173          -2.134        
 57650.4859599   -4.36           -0.144        
 57651.4764269   -4.232          -0.106        
 57654.4527048   -4.595          -0.048        
 57657.4824355   -2.451          -2.093        
 57657.4940346   -4.62           -0.252        
 57658.475609    -2.663          0.206         
 57662.3190647   -4.828          -0.196        
 57663.4519234   -2.625          -2.137        
 57663.4614176   -2.704          0.173         
 57663.4622948   -4.843          -0.078        
 57664.4583657   -2.544          -2.339        
 57664.4699705   -4.979          -0.128        
 57671.4401293   -2.764          -2.23         
 57671.4517152   -4.923          -0.082        
 57674.4494145   -2.729          -2.181        
 57674.4583247   -4.927          0.054         
 57674.4595464   -2.754          0.356         
 57678.4598434   -2.648          -1.943        
 57678.471422    -4.664          0.141         
 57680.4181545   -4.462          0.16          
 57684.4240173   -4.825          0.057         
 57685.4449823   -2.255          -2.308        
 57685.4565869   -4.714          -0.003        
 57687.4367487   -4.613          -0.131        
 57687.4379765   -2.63           0.126         
 57690.438483    -2.77           0.095         
 57690.4393545   -4.911          -0.3          
 57692.442593    -1.769          -2.261        
 57692.4541725   -3.851          -0.151        
 57694.4331086   -2.453          0.142         
 57699.4151592   -1.432          -2.461        
 57699.4269085   -4.055          -0.403        
 57702.4347996   -2.265          0.064         
 57706.5489467   -1.791          -2.025        
 57706.560674    -4.063          0.024         
 57711.4168561   -4.135          0.02          
 57713.3592627   -1.761          -1.983        
 57713.3708233   -4.046          0.076         
 57723.4282953   -1.908          -2.315        
 57723.439879    -4.437          -0.3          
 57723.4977178   -4.188          -0.285        
 57723.498937    -2.379          0.051         
 57726.4074155   -2.429          0.047         
 57726.4082885   -4.165          -0.242        
 57727.416951    -2.35           0.101         
 57728.4327242   -4.169          -0.22         
 57728.4339398   -2.411          -0.006        
 57729.0502775   -3.913          -0.291        
 57729.0516808   -2.305          0.063         
 57742.4065906   -1.613          -2.502        
 57744.4255421   -3.856          -0.397        
 57745.4357226   -2.481          -0.08         
 57747.4338662   -1.827          -2.432        
 57747.4454415   -3.634          -0.312        
 57748.4143137   -3.907          -0.28         
 57750.4475673   -2.344          -0.031        
 57753.4315789   -3.653          -0.37         
 57754.4370298   -1.445          -2.614        
 57754.4486371   -3.474          -0.291        
 57755.4448877   -1.785          -2.71         
 57756.432786    -2.332          -0.114        
 57756.4336568   -3.968          -0.446        
 57760.4428677   -1.98           -2.532        
 57760.4535391   -4.255          -0.323        
 57761.420934    -1.643          -2.386        
 57761.4325096   -3.867          -0.391        
 57764.4414111   -3.946          -0.301        
 57769.5865104   -3.706          -0.185        
 57785.962536    -1.399          -2.333        
 57785.9741151   -3.677          -0.118        
 57786.2018813   -1.543          -2.276        
 57786.213823    -3.753          -0.38         
 57786.4644745   -1.647          -2.464        
 57786.4760825   -3.948          -0.353        
 57786.5303748   -1.463          -2.469        
 57787.4393958   -3.652          -0.373        
 57793.4575895   0.378           -2.286        
 57793.4692023   -2.117          -0.198        
 57793.5242143   -2.106          -0.15         
 57797.458895    -2.04           -0.214        
 57798.3779106   -1.497          0.141         
 57800.4944316   0.049           -2.228        
 57800.5060105   -2.177          0.104         
 57800.5615354   -2.295          0.023         
 57802.0407351   0.255           -2.095        
 57802.0472098   -0.031          -1.045        
 57802.0725493   -2.08           0.057         
 57802.080288    -1.299          0.257         
 57805.4572407   -2.375          -0.14         
 57807.4447289   -0.033          -2.298        
 57807.4563143   -2.216          -0.24         
 57807.5395692   0.299           -2.289        
 57808.4383691   -1.971          -0.21         
 57815.4665895   -0.122          -2.24         
 57815.4781761   -2.227          -0.149        
 57815.5346838   -2.214          -0.086        
 57821.4640783   -2.675          -0.264        
 57822.4704776   -0.276          -2.169        
 57822.4820555   -2.53           -0.146        
 57826.4128354   -1.611          0.004         
 57829.4179253   -0.149          -2.214        
 57829.4295226   -2.424          -0.157        
 57831.4710674   -2.337          -0.12         
 57836.4778996   -0.213          -2.048        
 57836.4895294   -2.48           -0.169        
 57837.4824207   -2.279          -0.141        
 57842.5083676   -1.535          0.112         
 57843.524464    -0.119          -2.076        
 57843.5363977   -2.527          -0.039        
 57844.4664516   -2.376          -0.199        
 57845.5286755   0.872           -2.23         
 57845.5297249   0.247           -1.043        
 57846.4720897   -1.026          -0.004        
 57848.5137096   0.751           -2.248        
 57848.5147708   0.598           -2.239        
 57849.4927286   -1.369          -0.135        
 57850.4904553   0.933           -2.338        
 57850.5020625   -1.75           -0.232        
 57852.4819033   0.505           -2.113        
 57853.4816897   -1.562          -0.008        
 57856.5003935   0.859           -2.281        
 57857.5021293   0.81            -2.384        
 57857.5139756   -1.4            -0.112        
 57860.4740575   0.762           -2.386        
 57861.4759148   -1.288          0.117         
 57863.4042467   0.843           -2.09         
 57864.6706265   1.107           -2.195        
 57865.4676712   -1.214          0.004         
 57866.4629495   1.078           -2.186        
 57869.4651028   0.725           -2.273        
 57871.4775657   0.598           -2.25         
 57871.4891738   -1.533          -0.118        
 57872.6528609   0.848           -2.347        
 57875.470614    0.602           -2.182        
 57877.4633941   -1.375          -0.186        
 57878.4957738   0.668           -2.262        
 57878.5073482   -1.566          -0.223        
 57880.4161417   0.933           -2.178        
 57885.6652556   0.664           -2.08         
 57885.6768335   -1.302          0.103         
 57889.4761058   0.841           -2.291        
 57892.5150363   1.249           -2.039        
 57892.5266107   -1.041          0.249         
 57892.5860135   -0.837          0.331         
 57899.4155833   0.671           -2.118        
 57899.4271713   -1.43           -0.011        
 57904.4713674   -1.237          0.315         
 57906.5110039   0.991           -2.142        
 57906.5225883   -1.497          -0.171        
 57909.5067111   -1.53           0.042         
 57913.5110001   0.897           -1.979        
 57913.5225793   -0.902          0.337         
 57913.581893    0.997           -1.895        
 57917.4612401   1.099           -2.23         
 57920.4922392   0.932           -2.168        
 57920.5038279   -1.535          0.032         
 57920.562572    0.746           -2.048        
 57920.5657497   -1.221          -0.012        
 57923.4961845   -1.434          0.057         
 57927.4999215   0.524           -2.062        
 57927.5115263   -1.882          0.082         
 57929.4269375   -1.473          0.075         
 57932.486748    -1.092          0.354         
 57934.4891452   0.883           -2.042        
 57934.5010319   -1.544          0.239         
 57935.490067    0.561           -2.283        
 57940.4799702   0.518           -2.081        
 57941.4901646   0.527           -2.193        
 57941.5017601   -1.64           -0.129        
 57945.4875967   -1.628          -0.168        
 57948.5428833   0.504           -2.227        
 57948.5544596   -2.036          -0.133        
 57950.4908109   -1.276          0.291         
 57951.7989105   1.102           -1.774        
 57955.4937541   0.466           -2.242        
 57955.5053669   -1.824          -0.1          
 57957.4799996   0.694           -2.017        
 57959.4918683   -1.495          -0.181        
 57960.4776216   -1.128          -0.014        
 57962.4821378   0.876           -2.298        
 57962.4937249   -1.563          -0.209        
 57963.4911946   -1.452          -0.288        
 57964.6666784   -0.978          0.064         
 57966.47044     -1.296          0.166         
 57969.4966468   0.922           -2.112        
 57969.5082382   -1.019          -0.026        
 57969.5680162   -0.973          0.109         
 57970.5057879   1.0             -2.054        
 57974.4935816   0.783           -2.306        
 57974.5042772   -1.399          -0.127        
 57980.470981    1.364           -2.068        
 57980.4819603   -0.761          0.272         
 57983.4879624   0.528           -2.164        
 57983.4999161   -1.7            0.05          
 57983.5593021   -1.63           0.073         
 57986.4757788   -1.687          -0.199        
 57988.4738947   0.456           -2.248        
 57989.4693375   -2.092          -0.051        
 57990.6242193   0.475           -2.044        
 57990.6525113   -1.293          0.182         
 57991.4606292   0.384           -1.972        
 57997.4676729   0.362           -2.538        
 57997.4792686   -1.841          -0.212        
 58001.4702426   -1.649          -0.23         
 58003.4694956   0.171           -2.044        
 58004.4850635   0.258           -2.085        
 58004.4966663   -1.795          0.065         
 58004.5557485   -1.668          0.008         
 58007.4539387   0.703           -1.898        
 58011.4672339   1.175           -2.151        
 58011.4788473   -0.98           0.21          
 58011.571522    0.995           -1.886        
 58013.4783456   -1.446          -0.217        
 58014.4047082   1.066           -2.219        
 58018.4438322   0.419           -2.15         
 58018.4554494   -1.765          -0.164        
 58018.514303    0.683           -2.016        
 58025.4419024   0.838           -2.372        
 58025.4535071   -1.39           -0.18         
 58027.4641059   0.378           -1.972        
 58031.4581189   -1.015          -0.23         
 58032.4548706   -0.481          -1.97         
 58032.4664578   -2.601          0.169         
 58032.5272462   -2.579          0.238         
 58035.439158    -2.652          0.101         
 58036.4353703   -2.771          0.185         
 58039.4573644   -0.272          -1.952        
 58039.4689733   -2.587          0.142         
 58046.6105249   0.336           -2.122        
 58046.6221443   -1.669          0.06          
 58048.4334809   0.174           -2.101        
 58048.4420582   -1.514          0.03          
 58049.4469848   -2.223          -0.026        
 58053.7257494   -0.034          -2.038        
 58053.7373295   -2.287          -0.005        
 58056.379398    -0.104          -2.028        
 58057.4164245   -2.294          0.217         
 58060.4179429   -0.14           -2.025        
 58060.4295339   -1.866          0.238         
 58062.4341447   -1.528          0.148         
 58063.430186    -2.4            -0.014        
 58067.4360488   -0.147          -1.988        
 58067.4476356   -2.55           -0.134        
 58067.5768288   -2.794          -0.014        
 58070.433555    -2.738          -0.038        
 58071.4282085   -1.601          0.095         
 58074.4243953   -0.223          -2.055        
 58074.4359801   -2.861          -0.006        
 58075.4309907   -1.643          0.154         
 58075.4320483   -2.674          -0.036        
 58078.4030309   -1.456          0.383         
 58078.4040885   -2.26           0.261         
 58079.4505985   0.234           -2.052        
 58081.4340363   -0.06           -2.028        
 58081.445628    -2.293          0.092         
 58081.6983615   -2.113          0.143         
 58082.4380922   -1.501          0.125         
 58082.4389683   -2.309          -0.058        
 58083.4371611   -1.568          0.199         
 58088.4266685   -0.363          -2.043        
 58088.4382777   -2.657          0.011         
 58089.4111863   -0.264          -1.653        
 58089.4227925   -2.014          0.117         
 58090.4198957   -0.118          -1.961        
 58090.431667    -2.064          0.241         
 58095.5306723   -2.223          -0.019        
 58097.4304014   -0.002          -2.136        
 58097.4423292   -2.586          -0.145        
 58100.4358798   -2.649          0.084         
 58100.4370977   -1.682          0.213         
 58104.4159092   -0.084          -2.191        
 58104.4274631   -2.469          0.004         
 58105.5736917   -0.243          -1.999        
 58106.4332976   -1.575          0.177         
 58107.4118108   -2.12           0.05          
 58110.459518    -1.649          0.172         
 58111.5778618   -0.151          -1.886        
 58111.5881069   -0.088          -1.957        
 58111.6770356   -2.399          0.104         
 58117.4231051   -0.351          -2.02         
 58117.4409785   -2.847          0.069         
 58118.4180219   -0.358          -2.02         
 58118.4296038   -2.757          0.003         
 58120.4337809   -2.415          0.221         
 58124.4118924   -1.487          0.021         
 58125.4292083   -0.21           -2.167        
 58125.4407792   -2.565          -0.03         
 58125.4998506   -2.451          0.095         
 58131.4202936   -2.458          0.133         
 58132.4320464   -0.102          -2.029        
 58132.4436338   -2.527          0.11          
 58134.5358637   -0.108          -2.03         
 58134.5555271   -2.278          0.071         
 58139.4298121   -0.172          -2.049        
 58139.441404    -2.484          -0.022        
 58142.4047547   -0.051          -2.289        
 58146.5117874   -0.489          -2.245        
 58146.5233839   -2.516          -0.044        
 58150.3430064   -0.513          -2.223        
 58152.438177    -2.88           -0.001        
 58153.4346987   -0.3            -2.097        
 58153.4462843   -2.686          -0.086        
 58154.4343286   -1.839          0.106         
 58160.4413707   0.021           -2.165        
 58160.4529634   -2.216          -0.031        
 58160.5140174   -2.202          -0.051        
 58161.4537795   -0.373          -2.166        
 58163.4593673   -2.83           -0.199        
 58164.4522864   -0.32           -2.169        
 58167.4931394   -0.758          -2.127        
 58167.5047428   -2.998          -0.191        
 58168.4491756   -0.534          -2.024        
 58169.4541252   -2.821          0.013         
 58174.4727372   -0.41           -2.219        
 58174.4843514   -2.658          0.026         
 58174.5432433   -0.468          -2.008        
 58175.0334304   -2.471          -0.137        
 58176.0195696   -2.849          -0.06         
 58177.4628183   -0.543          -2.048        
 58178.4871255   -2.251          0.19          
 58181.4785938   -0.219          -2.077        
 58181.4901739   -2.467          0.065         
 58181.5504435   -0.452          -2.01         
 58183.4613422   -1.653          0.146         
 58184.4595072   -2.448          0.004         
 58187.4830665   0.093           -2.216        
 58188.4629325   -0.083          -2.264        
 58188.4745091   -2.197          -0.266        
 58191.4643076   0.386           -2.247        
 58194.4676869   0.441           -2.218        
 58195.4606282   0.539           -2.192        
 58195.4723711   -2.03           -0.25         
 58195.5328445   -1.663          -0.059        
 58199.4261239   0.064           -2.274        
 58201.4193467   -0.411          -2.099        
 58202.4602687   -0.28           -2.176        
 58202.4718678   -2.274          -0.03         
 58203.2212204   -0.204          -2.149        
 58203.2279211   -0.242          -0.995        
 58203.2530816   -2.304          0.006         
 58203.2608885   -1.316          0.175         
 58203.4297659   -0.152          -2.011        
 58205.4279149   -0.354          -2.139        
 58207.4456753   0.28            -2.164        
 58207.5549672   -2.295          -0.124        
 58209.4495656   -0.519          -2.195        
 58209.5604687   0.066           -2.156        
 58209.5720295   -2.344          -0.034        
 58210.4571376   -0.252          -2.171        
 58210.4648159   -1.526          0.215         
 58211.4844496   -2.236          0.084         
 58213.4586112   -0.073          -2.198        
 58214.4365108   -2.067          0.144         
 58215.4762611   -1.307          0.23          
 58216.4967978   -0.128          -2.167        
 58216.5084087   -2.261          0.059         
 58217.4838321   0.041           -2.141        
 58217.4954297   -1.916          -0.051        
 58217.554147    0.145           -2.173        
 58217.5639216   -1.939          -0.102        
 58220.4798153   -0.011          -2.089        
 58221.4621754   -2.357          -0.22         
 58223.4622145   0.14            -2.172        
 58224.4707576   0.113           -2.272        
 58224.4823544   -2.698          -0.34         
 58225.4712077   -2.899          -0.277        
 58228.4592129   -0.234          -2.238        
 58229.4361426   -2.67           -0.164        
 58230.472768    -1.616          0.08          
 58231.4778193   -0.24           -2.308        
 58231.4894172   -2.455          -0.095        
 58232.5026726   -0.235          -2.147        
 58236.5043617   -0.047          -2.253        
 58236.5138599   -2.373          -0.213        
 58238.4942227   0.047           -2.274        
 58238.5058096   -2.017          -0.204        
 58239.4986696   -2.284          -0.291        
 58242.4951515   -0.308          -2.162        
 58242.5048239   -2.555          -0.25         
 58242.9039539   -2.395          -0.072        
 58247.5146112   0.33            0.848         
 58247.5259694   -0.562          1.231         
 58247.9760473   -0.166          -1.988        
 58247.9876327   -2.203          0.304         
 58249.4700045   0.166           -1.903        
 58249.4794889   -1.779          0.292         
 58252.4919681   -2.332          -0.004        
 58252.49319     -1.536          0.082         
 58254.4742365   0.118           -2.192        
 58254.4858374   -2.003          -0.018        
 58256.4953012   -1.505          0.124         
 58261.4993857   -0.132          -2.242        
 58261.5109718   -2.367          0.049         
 58262.4921062   0.101           -2.086        
 58264.4736208   -2.411          -0.011        
 58265.4998799   -2.048          0.026         
 58268.4973849   0.11            -2.103        
 58268.5092441   -1.904          0.209         
 58271.4688589   -1.996          0.217         
 58272.5137979   0.261           -2.124        
 58272.5148547   0.083           -1.997        
 58275.4902913   0.32            -2.043        
 58275.5018738   -2.172          -0.086        
 58277.4891704   -2.258          0.062         
 58278.4843404   -2.355          0.007         
 58280.4229838   -0.38           -1.646        
 58281.4832863   -1.104          0.466         
 58282.4938319   0.259           -1.802        
 58282.5055657   -1.39           0.468         
 58284.4860145   -1.564          0.284         
 58286.4868893   0.08            -1.954        
 58288.5052309   0.527           -2.17         
 58288.5160808   -2.032          -0.062        
 58289.4909166   -0.04           -2.213        
 58289.5024734   -1.997          -0.117        
 58290.4893603   -2.029          -0.272        
 58292.4973491   -0.247          -2.059        
 58296.4859228   0.049           -1.998        
 58296.4976784   -1.889          0.14          
 58298.4736309   -2.179          0.291         
 58299.4269036   0.368           -1.98         
 58299.4279579   0.253           -2.034        
 58301.4886253   -2.19           0.264         
 58301.4898547   -1.47           0.189         
 58303.5073415   0.259           -1.773        
 58303.5189203   -1.982          0.253         
 58304.4742575   0.114           -1.84         
 58304.4838896   -1.906          0.328         
 58305.5158658   -1.267          0.29          
 58308.4853034   -1.571          -0.054        
 58310.4851138   0.117           -2.089        
 58310.4967047   -2.022          -0.122        
 58312.5735121   -2.233          -0.181        
 58314.4793493   0.008           -2.094        
 58316.4724503   -2.201          0.121         
 58317.5079422   0.053           -2.066        
 58317.5195374   -2.19           0.119         
 58321.39107     -0.228          -1.065        
 58322.4606104   -0.321          -1.091        
 58322.5453333   -1.344          0.269         
 58323.4976452   -2.179          0.218         
 58324.4786074   0.428           -1.918        
 58324.4901915   -1.882          0.231         
 58327.4874705   -2.053          0.417         
 58330.4731613   0.345           -2.056        
 58330.4838345   -1.933          0.113         
 58331.4248358   0.206           -2.263        
 58331.4364214   -1.918          0.062         
 58338.4751581   0.348           -2.101        
 58338.4867499   -1.941          0.007         
 58338.5551406   -2.066          0.04          
 58339.471625    0.205           -2.301        
 58339.4726894   -0.151          -1.008        
 58339.4886881   -1.317          0.063         
 58342.4870704   -0.077          -2.159        
 58342.5066323   -2.555          -0.194        
 58342.5078675   -1.631          -0.025        
 58343.468184    -0.4            -1.058        
 58345.4759085   0.325           -2.218        
 58345.4875026   -2.033          -0.152        
 58346.4347375   -0.389          -1.015        
 58351.481666    -0.134          -2.003        
 58352.4861649   0.222           -2.104        
 58352.4977515   -2.029          0.086         
 58352.5572482   -1.95           0.065         
 58354.4782317   0.111           -2.068        
 58355.4757205   -2.107          -0.078        
 58356.4623856   -1.49           0.014         
 58359.4987742   -0.053          -2.338        
 58359.5103639   -2.234          -0.081        
 58362.2337146   0.404           -2.415        
 58362.6423239   0.295           -2.175        
 58362.6999287   -1.535          0.113         
 58363.4635183   0.593           -2.151        
 58364.4672908   -1.158          -0.281        
 58366.4637468   0.263           -2.713        
 58366.475501    -2.145          -0.376        
 58368.4715803   0.247           -2.703        
 58371.461673    0.206           -2.638        
 58372.4648102   0.49            -2.805        
 58373.4885167   0.424           -2.829        
 58373.5001258   -2.234          -0.499        
 58378.4599246   -1.002          0.006         
 58379.4573832   0.63            -2.349        
 58379.4677343   -1.114          -0.062        
 58380.4609706   0.723           -2.395        
 58380.472564    -1.512          -0.267        
 58387.4713305   0.163           -2.757        
 58387.4829362   -2.016          -0.313        
 58393.4342124   -0.112          -1.395        
 58393.4504874   -2.231          -0.472        
 58394.4754414   0.392           -2.801        
 58394.4870342   -1.905          -0.593        
 58394.5464754   -1.362          -0.084        
 58397.3890773   0.366           -2.729        
 58397.400091    -2.164          -0.542        
 58399.4411906   -1.487          -0.183        
 58400.425612    -1.796          -0.473        
 58401.4411008   0.169           -2.593        
 58401.4529662   -1.908          -0.236        
 58402.456253    -1.323          -0.121        
 58403.4439655   -2.086          -0.068        
 58407.4340995   -1.571          -0.31         
 58408.4290605   0.296           -2.562        
 58408.4406464   -1.855          -0.152        
 58410.43377     -1.739          -0.549        
 58410.4349962   -1.27           -0.229        
 58412.4455761   0.343           -2.87         
 58414.4335759   -1.954          -0.524        
 58415.4690555   0.441           -2.73         
 58415.4806485   -1.605          -0.354        
 58415.5392517   0.422           -2.593        
 58417.5700364   0.349           -2.739        
 58418.6736512   0.578           -2.848        
 58419.5413846   0.175           -2.871        
 58421.4432859   -1.449          -0.216        
 58421.444161    -2.202          -0.46         
 58421.6274156   0.455           -2.706        
 58422.4291425   0.535           -2.92         
 58422.4407196   -2.219          -0.712        
 58424.4313778   0.238           -2.879        
 58424.4488979   -1.431          -0.378        
 58426.4176044   -1.98           -0.6          
 58429.4461994   0.341           -2.69         
 58429.4577855   -1.893          -0.471        
 58431.4029308   -1.425          -0.34         
 58436.4109656   0.56            -2.812        
 58436.4225827   -1.895          -0.502        
 58436.6373454   0.536           -2.755        
 58438.4243728   -2.0            -0.61         
 58439.419858    -1.477          -0.198        
 58441.4102545   -2.081          -0.701        
 58443.4524433   0.075           -2.865        
 58443.4640451   -2.219          -0.721        
 58444.4260115   -2.038          -0.568        
 58446.407253    -1.36           -0.284        
 58447.4219447   -1.928          -0.65         
 58449.4042392   -1.305          -0.178        
 58450.4134217   0.234           -2.722        
 58450.4250086   -2.081          -0.397        
 58451.4145871   -2.176          -0.491        
 58455.4170286   -2.012          -0.327        
 58456.4024714   -0.135          -2.539        
 58456.4110615   -1.434          -0.101        
 58457.4190001   0.181           -2.394        
 58457.430771    -1.784          -0.344        
 58457.4898573   1.032           -2.521        
 58457.5001882   -1.877          -0.179        
 58457.5014094   -1.349          -0.173        
 58460.4062019   1.08            -2.77         
 58460.4165241   -2.05           -0.556        
 58461.4074055   0.882           -2.838        
 58461.417723    -1.421          -0.291        
 58463.396332    -1.421          -0.874        
 58464.4208092   0.935           -3.156        
 58464.4325619   -1.512          -0.872        
 58470.4109795   -1.215          -0.509        
 58471.4318088   0.575           -3.03         
 58471.4433964   -1.539          -0.889        
 58471.5021189   0.962           -3.092        
 58473.4361404   -1.086          -0.389        
 58475.4099714   -1.141          -0.734        
 58476.4074369   -1.087          -0.408        
 58478.4135656   0.792           -3.208        
 58478.425137    -1.451          -0.855        
 58479.4038881   0.867           -3.043        
 58479.4130502   -1.613          -0.711        
 58482.4231706   -1.739          -0.914        
 58484.4147411   0.857           -3.191        
 58485.4040825   0.977           -3.123        
 58485.4157097   -1.708          -0.827        
 58486.4092735   -1.477          -0.976        
 58488.4076238   0.775           -3.212        
 58489.4231862   -1.604          -0.88         
 58492.4388857   0.453           -3.028        
 58492.4504811   -1.516          -0.692        
 58499.438122    0.994           -2.861        
 58499.449707    -1.35           -0.736        
 58500.4403667   -1.641          -0.919        
 58506.4396534   0.93            -3.22         
 58506.4513852   -1.423          -0.92         
 58507.5508095   -1.547          -0.779        
 58511.4446263   -1.665          -1.029        
 58513.3925414   0.828           -3.076        
 58513.4041623   -1.546          -0.808        
 58517.4448798   0.851           -3.147        
 58517.4555842   -1.547          -0.81         
 58520.4412504   0.672           -3.087        
 58520.4528395   -1.691          -1.032        
 58520.5116781   0.718           -3.268        
 58520.5162022   -1.885          -1.012        
 58524.436345    -1.689          -0.876        
 58526.4327312   0.902           -3.04         
 58527.4821507   1.238           -3.157        
 58527.4937344   -1.135          -0.989        
 58532.4792581   -1.332          -0.819        
 58534.4573163   0.618           -3.062        
 58534.4689148   -1.293          -0.697        
 58535.4407233   -1.519          -0.774        
 58538.4502812   -1.697          -0.921        
 58541.4565631   0.761           -3.159        
 58541.4684504   -1.58           -0.783        
 58548.4672251   0.967           -3.088        
 58548.4792284   -1.446          -0.802        
 58550.4523991   -1.491          -0.959        
 58555.4630093   0.86            -3.154        
 58555.4746413   -1.197          -0.822        
 58561.4513903   -1.528          -0.755        
 58562.4323536   -1.174          -0.392        
 58562.433232    -1.565          -0.831        
 58562.5406604   0.864           -3.133        
 58562.5522593   -1.457          -0.757        
 58565.4710058   -1.368          -0.789        
 58568.4535057   -1.582          -0.876        
 58569.4625903   0.634           -3.007        
 58569.4741989   -1.474          -0.831        
 58574.45104     -1.7            -0.834        
 58575.4771275   0.513           -3.08         
 58575.4781786   -0.034          -1.576        
 58575.5081729   -1.235          -0.319        
 58576.3633994   -1.533          -0.59         
 58576.4269761   0.681           -3.028        
 58576.4385497   -1.522          -0.715        
 58579.4682762   -0.96           -0.245        
 58583.4641789   1.014           -3.11         
 58583.4761134   -1.534          -0.785        
 58586.4564186   0.754           -3.236        
 58587.4832462   -1.346          -0.903        
 58588.4593912   -1.048          -0.425        
 58590.4948003   0.788           -3.199        
 58590.5063725   -1.749          -1.035        
 58593.4917558   -1.71           -1.08         
 58597.4267637   0.36            -2.852        
 58597.4383673   -1.492          -0.517        
 58598.4041499   0.514           -2.936        
 58604.4801851   0.242           -2.983        
 58604.4917783   -1.939          -0.683        
 58608.460796    0.392           -3.129        
 58609.4691459   -1.596          -0.911        
 58609.470375    -1.176          -0.427        
 58611.422965    0.498           -3.374        
 58611.4347025   -1.998          -1.082        
 58612.4839932   -0.315          -3.131        
 58613.4550895   -0.378          -1.503        
 58613.4621947   -2.47           -0.576        
 58614.4596861   -1.377          -0.181        
 58615.4484563   0.514           -2.719        
 58618.5037605   0.722           -3.006        
 58618.5153347   -1.563          -0.74         
 58621.461319    -2.05           -0.742        
 58621.4625478   -1.399          -0.268        
 58623.480652    0.161           -2.848        
 58624.4794717   -1.795          -0.436        
 58624.4806962   -1.276          -0.157        
 58625.5173237   0.397           -2.673        
 58625.5289484   -1.632          -0.435        
 58626.4644257   -0.042          -1.432        
 58627.5027639   -1.174          -0.253        
 58631.4548811   -1.849          -0.387        
 58632.4970882   0.765           -2.704        
 58632.5086864   -1.754          -0.47         
 58633.4737679   -0.091          -1.533        
 58639.4825985   0.214           -3.336        
 58639.4942053   -2.063          -0.99         
 58644.4731136   -2.232          -0.875        
 58646.4974452   0.248           -3.073        
 58646.5094089   -2.122          -0.846        
 58646.5715689   1.307           -1.622        
 58646.5780625   -2.193          -0.66         
 58648.569206    -1.219          -0.238        
 58653.4851618   0.505           -3.194        
 58653.4967471   -1.472          -0.814        
 58660.541493    -0.052          -2.783        
 58660.5530845   -2.086          -0.429        
 58663.4742402   -1.275          -0.2          
 58664.4478332   0.697           -2.825        
 58666.4431737   0.399           -2.824        
 58667.4944829   0.822           -2.686        
 58667.5062285   -1.609          -0.55         
 58668.441531    -0.059          -1.494        
 58668.5148626   -1.422          -0.749        
 58670.467041    -1.418          -0.426        
 58671.4756599   -1.647          -0.856        
 58674.4816743   0.315           -3.254        
 58674.4932612   -2.141          -0.89         
 58674.5517147   -0.219          -1.695        
 58674.5587927   -2.116          -0.91         
 58676.4746658   -1.323          -0.328        
 58678.4787258   0.455           -3.059        
 58678.4873171   -1.609          -0.732        
 58679.4905031   -1.254          -0.337        
 58681.4915578   0.898           -3.055        
 58681.5031969   -1.489          -0.614        
 58681.7302583   1.029           -2.882        
 58681.7418337   -1.35           -0.62         
 58682.4472563   0.352           -3.036        
 58683.4793465   -1.398          -0.543        
 58688.6932737   0.654           -2.457        
 58688.7048536   -1.295          -0.348        
 58691.6228563   -0.918          -0.331        
 58692.4915433   -1.211          -0.348        
 58695.4777386   0.622           -3.324        
 58695.4893388   -1.398          -1.065        
 58698.4845017   -1.564          -0.768        
 58698.4857323   -1.155          -0.437        
 58701.4770976   -2.291          -0.942        
 58702.5102847   0.334           -3.116        
 58702.5218822   -1.959          -0.791        
 58705.4817988   -1.371          -0.656        
 58705.483024    -1.052          -0.324        
 58708.4843183   -1.171          -0.448        
 58709.4704091   0.495           -3.293        
 58709.4823023   -1.786          -1.068        
 58712.7304615   -1.282          -0.395        
 58713.4103983   -2.102          -1.028        
 58716.4910353   0.369           -3.257        
 58716.5026404   -1.646          -1.095        
 58721.4658193   -1.331          -0.482        
 58723.5457249   0.28            -3.25         
 58723.5573137   -2.086          -1.002        
 58724.455245    -2.353          -1.018        
 58730.4821251   0.47            -2.701        
 58730.4940209   -1.426          -0.58         
 58730.5534204   -1.096          -0.312        
 58736.4589483   -1.075          -0.147        
 58737.4503749   0.662           -2.649        
