!mjd_obs        !mean_dy        !mean_dx       
!---------------!---------------!---------------
 57702.4536127   -0.906          1.363         
 57706.580833    1.042           1.424         
 57706.5893588   -0.547          2.119         
 57711.4490292   1.153           1.293         
 57713.3913343   1.016           1.349         
 57713.3998576   -0.275          2.079         
 57723.4600487   1.068           1.236         
 57723.468551    -0.712          1.647         
 57723.6585936   0.874           1.372         
 57723.6675339   -0.671          1.468         
 57726.4839293   1.173           1.302         
 57726.492897    -0.596          1.314         
 57727.4254908   0.013           1.193         
 57728.4576583   -0.108          1.262         
 57728.4657037   -0.689          2.081         
 57729.3766295   0.264           1.332         
 57729.3846393   -0.641          1.872         
 57742.434085    -0.25           2.2           
 57744.481526    1.467           1.316         
 57745.4456488   0.179           1.278         
 57745.4536458   0.01            2.036         
 57747.4657521   1.738           1.405         
 57747.474273    0.094           2.178         
 57748.5028823   0.017           2.261         
 57750.4575956   0.271           1.421         
 57753.4965393   1.301           1.464         
 57754.4688166   1.077           1.466         
 57754.4776114   -0.529          1.962         
 57756.4923072   -0.014          1.36          
 57756.4932779   1.139           1.497         
 57760.5297205   1.384           1.675         
 57761.4526989   1.18            1.546         
 57761.4612298   -0.519          1.9           
 57764.4598173   1.589           1.411         
 57769.6049021   1.666           1.448         
 57785.9942538   1.048           1.68          
 57786.0027467   -0.126          2.202         
 57786.2340071   1.443           1.481         
 57786.2425036   -0.057          1.873         
 57786.4962548   1.599           1.412         
 57786.504762    0.402           2.073         
 57786.539231    0.086           1.904         
 57787.515334    1.663           1.524         
 57793.4893741   1.253           1.281         
 57793.497878    -0.128          1.871         
 57793.5414788   -0.154          1.932         
 57797.5578443   1.85            1.262         
 57797.5667773   0.287           2.114         
 57798.4028628   -0.341          1.372         
 57800.5265968   1.434           1.695         
 57800.5351366   -0.03           2.266         
 57800.6251748   1.434           1.529         
 57802.1615093   1.414           1.634         
 57802.1696031   0.104           1.411         
 57802.1783614   -0.018          2.364         
 57802.186456    -0.456          1.374         
 57805.472915    1.374           1.613         
 57806.5262739   -0.002          2.389         
 57807.505145    1.553           1.9           
 57807.5139722   -0.007          2.478         
 57808.458739    1.918           1.672         
 57815.4983017   1.575           1.69          
 57815.5067988   0.13            2.369         
 57815.580603    0.014           1.836         
 57821.5067663   0.224           2.289         
 57822.5023758   1.569           1.638         
 57822.5108869   0.093           2.405         
 57826.4213437   -0.385          1.492         
 57829.4496914   1.499           1.917         
 57829.4582069   -0.032          2.444         
 57831.5456171   0.22            2.267         
 57836.5097278   1.73            1.686         
 57836.5184805   0.342           2.188         
 57837.5044279   0.301           2.33          
 57842.5170126   -0.392          1.555         
 57843.5567687   1.625           1.792         
 57843.5654718   0.156           2.496         
 57844.5303796   0.232           2.406         
 57845.6253638   1.664           1.935         
 57845.6344324   -0.379          1.585         
 57848.6116626   0.979           1.743         
 57848.6204451   3.032           2.545         
 57848.6213434   -0.044          2.492         
 57850.5222555   1.854           1.765         
 57850.5307888   0.313           2.09          
 57852.5666555   1.784           1.809         
 57853.5282568   0.34            2.303         
 57856.5414468   0.138           2.433         
 57857.5341832   1.244           1.797         
 57857.5426964   -0.208          2.416         
 57860.4928993   1.531           1.66          
 57860.5029285   0.236           2.141         
 57861.5453326   -0.161          1.479         
 57863.4287307   1.747           1.695         
 57865.4956944   0.151           2.438         
 57866.5387275   1.385           1.749         
 57869.4794903   1.66            1.764         
 57871.5095047   1.713           1.7           
 57871.5180089   0.172           2.409         
 57872.7176402   1.306           1.755         
 57875.4918246   1.534           1.776         
 57875.5018401   0.213           2.209         
 57877.4949665   -0.144          2.284         
 57878.5277904   1.287           1.665         
 57878.5362865   -0.014          2.196         
 57880.4821931   1.723           1.905         
 57882.5141591   0.1             2.282         
 57882.7783508   0.131           2.47          
 57885.6969979   1.54            1.907         
 57885.7055011   0.049           2.408         
 57889.5621695   0.156           2.51          
 57892.5467622   1.578           2.03          
 57892.5552695   -0.07           2.609         
 57892.5957009   -0.459          1.613         
 57899.4473477   1.337           1.776         
 57899.455869    -0.176          2.441         
 57904.4886012   -0.104          2.481         
 57906.5431892   1.053           1.785         
 57906.5517032   -0.284          2.362         
 57909.5236813   3.232           2.436         
 57913.5431327   1.515           2.041         
 57913.5519683   -0.278          2.46          
 57913.6068295   -0.207          2.739         
 57917.5073369   -0.079          2.474         
 57919.5424466   1.355           1.584         
 57920.5239714   1.553           1.636         
 57920.5324878   0.063           2.583         
 57920.5939873   0.197           2.467         
 57923.5134408   -0.089          2.316         
 57927.5317343   1.653           1.972         
 57927.5404501   -0.1            2.429         
 57929.4458303   -0.219          2.318         
 57932.516989    -0.326          1.601         
 57934.5212821   1.371           1.396         
 57934.5298152   -0.245          2.399         
 57935.5026891   1.223           1.76          
 57940.4952479   -0.057          2.498         
 57941.5219641   1.171           1.752         
 57941.5306602   -0.241          2.207         
 57945.5147395   -0.217          2.263         
 57948.5746974   1.31            1.776         
 57948.5832319   -0.337          2.332         
 57950.5095109   -0.219          1.526         
 57951.8314452   -0.414          2.565         
 57953.5246152   1.466           1.886         
 57954.5302954   1.162           1.778         
 57955.5257131   1.7             1.654         
 57955.5342639   0.347           2.44          
 57957.4979123   1.994           1.486         
 57960.4863794   -0.541          1.474         
 57962.5142087   1.372           1.538         
 57962.5227198   -0.104          2.24          
 57963.5187447   1.252           1.599         
 57963.5726852   -0.124          2.151         
 57964.6994254   -0.6            1.588         
 57966.4790019   -0.296          1.329         
 57969.528907    1.463           1.411         
 57969.537423    -0.234          2.283         
 57969.5865164   1.461           1.602         
 57970.5230987   -0.088          2.247         
 57974.5873868   1.785           1.622         
 57974.6570349   1.564           1.731         
 57974.6670789   0.128           2.223         
 57980.5878523   1.396           1.802         
 57980.5978564   -0.386          2.463         
 57983.5202561   1.538           1.626         
 57983.5287355   -0.199          2.214         
 57983.6270983   -0.493          2.198         
 57986.5585003   1.185           1.495         
 57989.5800806   1.545           1.479         
 57990.6726943   1.155           1.536         
 57990.6811782   -0.121          2.263         
 57992.4912432   1.495           1.735         
 57997.4994351   1.014           1.431         
 57997.5079214   -0.408          1.934         
 58001.552466    1.091           1.549         
 58004.516825    1.535           1.346         
 58004.5253251   0.0             2.088         
 58004.6369732   0.178           2.066         
 58007.5333657   -0.11           2.303         
 58011.4995808   0.808           1.603         
 58011.5403019   -0.795          2.264         
 58011.6574051   -0.863          2.434         
 58013.5328652   1.077           1.662         
 58014.4291641   -0.283          2.25          
 58018.4756485   1.417           1.634         
 58018.4841369   -0.327          2.088         
 58018.5337933   1.45            1.501         
 58018.5437814   -0.094          2.114         
 58025.4736644   1.18            1.48          
 58025.4821554   -0.537          2.086         
 58027.4794889   1.51            1.231         
 58028.5151658   0.29            2.064         
 58031.5322943   1.973           1.691         
 58032.4867943   1.746           1.498         
 58032.4952921   0.104           2.072         
 58032.623582    0.896           1.56          
 58035.5152131   0.163           2.255         
 58036.492334    -0.005          2.302         
 58039.4891281   1.5             1.432         
 58039.4976182   -0.042          2.134         
 58046.6426238   0.84            1.523         
 58046.6511232   -0.618          2.26          
 58048.476752    0.064           1.307         
 58048.4777124   1.17            1.305         
 58048.493016    -0.55           1.317         
 58051.4934473   -0.398          1.952         
 58056.4155114   1.706           1.338         
 58056.5452701   0.106           2.296         
 58060.449717    1.312           1.428         
 58060.4582212   -0.242          2.233         
 58062.4427043   0.12            1.277         
 58063.5064933   -0.143          2.051         
 58067.4678132   1.369           1.296         
 58067.4763139   -0.097          2.078         
 58067.6584415   -0.225          2.045         
 58070.5070697   -0.11           2.041         
 58071.4395479   -0.444          1.324         
 58072.4159513   0.212           1.334         
 58074.4562957   1.314           1.323         
 58074.4647984   -0.017          1.924         
 58075.4951065   0.248           1.143         
 58075.4960734   1.65            1.284         
 58075.5112174   -0.352          1.401         
 58075.51218     0.235           1.966         
 58078.4565667   2.052           1.512         
 58078.4652927   -0.332          1.417         
 58079.5143398   -0.048          2.006         
 58081.4658153   1.98            1.418         
 58081.6627633   -0.501          2.076         
 58081.7720759   3.21            1.497         
 58082.7694439   1.228           1.568         
 58082.7781578   -0.637          1.423         
 58083.4457197   0.298           1.306         
 58088.4584613   1.756           1.338         
 58088.4669532   0.091           1.985         
 58089.4432667   1.479           1.242         
 58089.4522472   -0.061          2.035         
 58090.4518343   1.603           1.476         
 58090.4603352   0.017           1.923         
 58095.5494575   -0.12           1.944         
 58097.4625186   1.328           1.309         
 58097.4710469   -0.153          1.839         
 58100.4610363   0.163           1.322         
 58100.4692253   0.045           1.971         
 58104.4476227   1.477           1.54          
 58104.4561393   -0.07           2.145         
 58105.586512    1.234           1.459         
 58106.4776487   -0.57           1.405         
 58110.4998165   -0.42           1.415         
 58111.6080604   -0.106          2.073         
 58111.690193    1.463           1.623         
 58111.6986883   -0.135          2.155         
 58117.4881998   0.083           2.145         
 58118.449773    1.852           1.145         
 58118.4584265   0.301           1.84          
 58120.4831097   0.281           2.055         
 58124.4370354   -0.428          1.364         
 58125.4609703   1.518           1.232         
 58125.4694707   0.118           1.852         
 58125.558176    0.321           2.056         
 58131.4842578   3.191           2.22          
 58132.4637839   1.726           1.494         
 58132.4722885   0.22            1.888         
 58134.6469992   1.821           1.646         
 58134.6572614   0.171           2.249         
 58139.4616054   1.818           1.308         
 58139.4701011   0.489           1.774         
 58142.4411107   1.476           1.574         
 58146.5952978   0.932           1.333         
 58146.6037866   -0.312          1.849         
 58150.3518648   -0.083          1.829         
 58152.4674969   1.461           1.265         
 58153.466456    1.598           1.09          
 58153.4749594   0.081           1.712         
 58154.4429371   0.383           1.247         
 58160.4731637   1.319           1.295         
 58160.4816957   0.065           1.841         
 58160.6266442   1.05            1.294         
 58160.6355387   -0.296          1.818         
 58163.6033332   1.158           1.171         
 58163.607535    -0.107          1.816         
 58167.5249047   1.729           1.016         
 58167.5335917   0.473           1.766         
 58168.5131185   2.116           1.376         
 58169.4849197   0.78            1.898         
 58171.5003793   1.951           1.104         
 58174.5045647   2.143           1.241         
 58174.5132561   0.59            1.975         
 58174.5939919   0.425           2.115         
 58177.5780384   2.211           1.346         
 58177.5867437   0.697           1.994         
 58181.5106507   1.788           1.292         
 58181.5191852   0.289           1.907         
 58181.6276171   0.436           1.827         
 58183.4700485   0.588           1.291         
 58184.5093922   3.0             1.428         
 58187.5414812   0.229           1.929         
 58188.4946831   1.488           1.385         
 58188.5032187   0.007           1.891         
 58191.5382474   0.501           2.14          
 58194.5048797   2.047           1.488         
 58195.4925587   2.095           1.212         
 58195.5010814   0.603           1.853         
 58195.6012548   0.569           1.995         
 58199.4563778   1.899           1.16          
 58201.4491404   2.446           1.402         
 58202.4920368   2.23            1.572         
 58202.5005304   0.798           1.815         
 58203.3421586   2.648           1.076         
 58203.3502665   0.729           1.24          
 58203.3587052   0.966           1.666         
 58203.3667966   0.046           1.219         
 58203.4593999   2.817           1.166         
 58205.4578178   2.499           1.45          
 58207.4756056   2.192           1.565         
 58209.4794034   2.661           1.632         
 58209.5922148   2.475           1.645         
 58209.6007143   1.025           2.121         
 58210.4976587   0.829           1.26          
 58210.5113946   4.206           2.296         
 58211.565271    0.959           2.479         
 58211.5664896   0.086           1.399         
 58213.4864983   2.497           1.699         
 58214.4958239   2.16            1.664         
 58215.5492948   0.555           1.297         
 58216.5286215   2.208           1.461         
 58216.5371542   0.574           2.183         
 58217.5156256   1.427           1.464         
 58217.524172    0.123           2.132         
 58217.6387471   1.917           1.486         
 58220.5185916   1.956           1.447         
 58223.4950208   1.581           1.445         
 58224.5025146   1.72            1.428         
 58224.5110586   0.245           1.919         
 58227.6909006   0.113           2.208         
 58228.4710005   2.088           1.469         
 58229.4546866   1.696           1.407         
 58230.5022097   0.415           1.273         
 58231.509815    1.839           1.409         
 58231.5186096   0.468           1.944         
 58232.5148261   1.992           1.488         
 58236.5774409   1.915           1.353         
 58238.5259921   1.702           1.382         
 58238.5344995   0.152           2.075         
 58239.517068    1.786           1.286         
 58242.537203    2.592           0.948         
 58242.5463105   -0.18           1.687         
 58242.9344612   0.633           2.323         
 58247.5461635   2.665           1.344         
 58247.5548503   1.182           2.004         
 58249.5328392   2.655           1.438         
 58252.538874    2.442           1.402         
 58252.5400985   0.713           1.194         
 58254.5061908   2.183           1.251         
 58254.5149408   0.654           1.774         
 58256.5292214   0.783           1.204         
 58261.5404208   2.527           1.445         
 58261.5489405   1.065           2.287         
 58262.5400853   2.518           1.53          
 58264.4904055   4.107           2.141         
 58265.5593084   2.243           1.392         
 58268.5437724   2.674           1.574         
 58268.5522992   1.021           2.159         
 58271.4952757   2.766           1.459         
 58272.5409094   4.129           2.023         
 58275.5220478   2.674           1.375         
 58275.5305695   1.057           1.95          
 58277.5048418   0.97            2.094         
 58278.5000204   1.081           2.154         
 58279.5137003   2.93            1.326         
 58281.4917655   0.759           1.339         
 58282.526149    2.349           1.653         
 58282.5349632   0.359           1.963         
 58284.5385821   2.4             1.578         
 58284.5475679   0.638           2.263         
 58288.6037394   2.046           1.647         
 58289.5226405   2.355           1.44          
 58289.5311801   0.751           2.271         
 58290.5541369   2.171           1.788         
 58296.5181025   2.327           1.404         
 58296.5267612   0.626           1.957         
 58298.5349025   2.546           1.502         
 58299.4543601   3.834           2.339         
 58301.5581207   2.267           1.167         
 58301.5593348   0.573           1.339         
 58301.5749498   0.655           2.256         
 58303.5390939   2.934           1.459         
 58303.547642    0.781           2.237         
 58304.5332479   2.461           1.431         
 58305.5473592   0.615           1.322         
 58305.5566256   0.719           2.021         
 58308.5018854   0.579           1.289         
 58310.5168792   2.365           1.547         
 58310.5257341   0.676           2.073         
 58312.6102884   1.718           1.343         
 58316.5338659   2.498           1.451         
 58317.5398946   2.372           1.389         
 58317.5485721   0.828           2.126         
 58321.39749     0.027           1.42          
 58322.476464    0.01            1.318         
 58323.5540326   2.461           1.556         
 58324.5103708   2.529           1.81          
 58324.5188738   0.838           2.165         
 58327.5275513   2.304           1.436         
 58330.5252274   2.446           1.383         
 58331.4566148   2.264           1.474         
 58331.4651295   0.585           2.028         
 58338.5069306   2.165           1.235         
 58338.5154631   0.639           1.937         
 58338.606563    2.087           1.485         
 58338.6157234   0.588           2.14          
 58339.5320637   0.047           1.417         
 58342.5543459   2.247           1.545         
 58342.5633014   0.778           2.046         
 58342.5645161   -0.013          1.411         
 58345.508042    2.095           1.169         
 58345.5165501   0.668           1.918         
 58346.4506078   -0.056          1.293         
 58351.5241509   0.949           1.961         
 58352.5179615   2.147           1.246         
 58352.5266399   0.688           2.049         
 58352.5758026   2.162           1.405         
 58354.5316955   3.886           1.944         
 58355.4958914   2.362           1.222         
 58356.5210229   -0.114          1.374         
 58359.5305565   2.416           1.426         
 58359.5390603   0.861           1.928         
 58360.8474556   1.653           1.515         
 58360.8574693   0.523           2.23          
 58362.5007244   2.934           1.431         
 58362.510771    1.123           1.998         
 58362.7170557   3.638           2.335         
 58363.5299492   2.21            1.74          
 58364.4862056   0.04            2.34          
 58366.496061    1.93            1.325         
 58366.5045555   0.613           2.117         
 58368.5078476   2.006           1.727         
 58371.4687057   3.95            2.088         
 58372.5414034   2.212           1.535         
 58373.5430496   2.183           1.326         
 58373.5605933   0.626           2.072         
 58378.4840168   -0.177          1.388         
 58379.509689    -0.047          1.385         
 58379.5106603   0.771           2.006         
 58380.4931405   1.969           1.324         
 58380.5016862   0.542           2.251         
 58387.5031344   2.09            1.578         
 58387.5117471   0.536           2.239         
 58393.4972527   0.448           1.189         
 58393.5053096   0.618           1.779         
 58394.5073175   1.987           1.345         
 58394.5161548   0.514           2.128         
 58397.4340263   1.735           1.528         
 58397.4440328   0.414           2.111         
 58399.4624088   0.512           1.225         
 58399.4761288   -0.045          1.299         
 58400.4859242   0.924           2.027         
 58401.4740305   2.5             1.256         
 58401.4828092   0.932           2.007         
 58402.4810905   0.68            1.248         
 58403.5092197   0.864           2.096         
 58405.7587283   2.944           2.011         
 58407.4593021   0.651           1.974         
 58408.4607962   2.409           1.274         
 58408.4693074   0.884           1.99          
 58410.4833102   0.314           1.281         
 58410.491414    0.335           1.856         
 58412.4938039   1.965           1.322         
 58414.4688847   0.761           2.032         
 58415.5008338   2.337           1.285         
 58415.5093232   0.751           2.114         
 58415.5861908   2.038           1.41          
 58421.4693752   0.543           1.161         
 58421.4703413   2.224           1.208         
 58422.4608488   1.979           1.167         
 58422.4693493   0.522           1.914         
 58424.4722498   0.437           1.18          
 58424.473214    1.985           1.342         
 58426.4891627   0.739           2.088         
 58429.4779467   2.097           1.489         
 58429.4865384   0.654           2.026         
 58431.4114284   0.415           1.266         
 58436.4428847   1.825           0.984         
 58436.4513916   0.751           1.577         
 58438.4629128   0.564           1.884         
 58439.4476396   0.633           1.17          
 58441.4573213   2.092           1.266         
 58441.4662614   0.611           2.095         
 58443.4842176   1.966           1.196         
 58443.4927077   0.49            1.733         
 58444.4990664   2.101           1.321         
 58444.5080261   0.621           1.894         
 58446.4229655   -0.192          1.355         
 58447.4727381   1.962           1.405         
 58448.4435824   0.762           1.869         
 58449.4142459   -0.073          1.217         
 58450.4451702   2.276           1.38          
 58450.4536689   0.78            1.951         
 58451.4572612   0.753           1.197         
 58451.4652963   1.002           1.96          
 58455.4390358   1.258           1.778         
 58456.4425714   2.559           1.371         
 58456.4512852   0.132           1.194         
 58457.4511369   2.503           1.459         
 58457.4598073   0.971           1.878         
 58457.5386074   0.886           2.062         
 58457.5398223   0.03            1.313         
 58459.4337735   0.804           1.267         
 58460.4338562   0.656           1.979         
 58461.4496978   0.318           1.186         
 58461.4577078   0.535           2.038         
 58463.6248767   3.391           2.241         
 58464.4531014   1.496           1.376         
 58464.4615812   0.225           2.05          
 58470.4508029   -0.361          1.243         
 58471.4636966   1.824           1.293         
 58471.4722029   0.202           1.795         
 58471.5388962   0.275           1.984         
 58473.4599029   -0.361          1.201         
 58475.442554    0.35            1.935         
 58476.4337403   -0.339          1.163         
 58477.4548351   0.326           1.269         
 58478.4452858   1.696           1.192         
 58478.453827    0.317           1.909         
 58479.4517232   0.384           1.828         
 58482.4650413   0.082           1.962         
 58484.4528468   1.632           1.342         
 58485.4361655   1.592           1.293         
 58485.4446555   0.111           1.877         
 58486.4559725   0.094           1.694         
 58488.4155355   1.731           1.336         
 58489.4951704   0.284           1.809         
 58492.4706267   2.103           1.282         
 58492.4791118   0.539           1.778         
 58499.4698332   1.971           1.147         
 58499.4786071   0.426           1.893         
 58500.4623738   0.613           1.849         
 58506.4715451   1.548           1.179         
 58506.4800483   0.222           1.694         
 58507.5885176   0.278           1.869         
 58511.4680453   0.292           1.786         
 58513.4243399   1.512           1.375         
 58513.4328244   0.259           1.893         
 58517.5897943   1.748           1.181         
 58517.6062338   0.319           1.875         
 58520.4730151   1.681           1.162         
 58520.4815525   0.454           1.67          
 58520.5534695   1.877           1.172         
 58520.5575129   0.576           1.719         
 58524.4581779   0.566           1.567         
 58526.4852168   1.825           1.195         
 58527.5139265   1.711           1.189         
 58527.5224488   0.351           1.783         
 58532.5495936   0.51            1.721         
 58534.4892392   2.238           1.004         
 58534.4979876   0.791           1.907         
 58535.519348    0.477           1.946         
 58536.4693922   1.989           1.044         
 58538.4897805   0.587           1.647         
 58541.4889825   2.13            1.182         
 58541.4975305   0.685           1.689         
 58548.4994299   1.763           1.264         
 58548.5079778   0.254           1.771         
 58550.4696499   0.346           1.617         
 58555.4948497   1.995           1.206         
 58555.503376    0.614           1.841         
 58561.5076587   0.629           1.904         
 58562.4702579   0.407           1.161         
 58562.4712253   2.05            1.187         
 58562.5724374   1.787           1.152         
 58562.580962    0.396           1.8           
 58565.4779927   1.926           1.138         
 58568.4605183   2.046           1.274         
 58569.4943808   2.011           1.247         
 58569.5028906   0.559           1.75          
 58574.4710529   1.972           1.222         
 58575.571888    0.46            1.195         
 58575.5864008   0.71            1.865         
 58575.5876201   -0.085          1.309         
 58576.3790555   0.526           1.972         
 58576.4588846   1.777           1.298         
 58576.4674197   0.422           1.915         
 58577.5284692   2.144           1.209         
 58579.4765789   0.592           1.247         
 58583.496502    1.741           1.281         
 58583.5050206   0.369           1.797         
 58586.4643408   0.552           1.782         
 58588.5223633   0.337           1.134         
 58590.6792054   1.541           1.441         
 58590.6877069   0.055           1.804         
 58593.5535103   0.349           1.78          
 58597.4585508   1.936           1.353         
 58597.4670664   0.4             1.857         
 58598.4551287   2.185           1.196         
 58604.5119973   2.069           1.046         
 58604.5205088   0.604           1.6           
 58608.50156     0.569           1.96          
 58609.5395459   0.257           1.129         
 58611.455216    1.441           1.304         
 58611.4638804   -0.172          1.702         
 58612.5300347   0.539           1.695         
 58613.494776    0.591           1.069         
 58613.4957412   2.248           1.177         
 58613.511365    -0.064          1.256         
 58618.5355031   1.843           1.268         
 58618.5441702   0.376           1.692         
 58621.5087521   0.391           1.147         
 58621.5167694   0.452           1.893         
 58623.4951604   2.403           1.323         
 58624.5399855   0.512           1.146         
 58624.5479632   0.544           1.967         
 58625.5491295   2.264           1.431         
 58625.5576237   0.701           2.002         
 58626.5112663   -0.144          1.231         
 58627.5266656   -0.009          1.0           
 58631.5181442   0.525           1.92          
 58632.5288686   1.593           1.149         
 58632.5373691   -0.019          1.677         
 58633.5002361   0.53            1.197         
 58639.5143858   1.625           1.251         
 58639.5229096   0.14            1.803         
 58644.5022956   3.586           1.687         
 58646.5295997   2.307           0.995         
 58646.5380968   0.471           1.471         
 58646.59804     0.629           1.634         
 58646.6065244   9.106           0.599         
 58648.5954025   0.539           1.154         
 58653.5173466   1.257           1.242         
 58653.5258552   -0.157          1.796         
 58660.5732236   2.118           1.166         
 58660.5817193   0.568           1.625         
 58663.5040607   0.593           1.082         
 58664.4833885   0.358           1.724         
 58666.4784696   0.618           1.694         
 58667.5266377   1.644           1.305         
 58667.5351362   0.282           1.828         
 58668.4576262   -0.317          1.143         
 58670.5004111   0.586           1.135         
 58671.5064277   2.079           1.127         
 58673.4819539   0.266           1.686         
 58674.5134241   1.82            1.06          
 58674.5219416   0.411           1.582         
 58674.5703829   -0.206          1.293         
 58676.4977073   0.451           1.059         
 58678.5474477   2.332           1.075         
 58679.5004063   0.556           1.106         
 58681.5235906   1.745           1.133         
 58681.5321018   0.194           1.628         
 58681.761941    1.533           1.08          
 58681.7707508   -0.102          1.786         
 58682.4721139   2.217           1.025         
 58683.4876414   0.316           1.062         
 58688.7253477   1.66            1.178         
 58688.7338772   0.082           1.97          
 58691.6395238   3.19            1.942         
 58692.5328409   3.484           1.74          
 58695.5095279   1.557           1.069         
 58695.5180532   0.191           1.929         
 58698.5591147   0.312           1.236         
 58698.567131    0.291           1.929         
 58700.7942129   -0.004          1.59          
 58701.4825066   0.478           1.795         
 58702.5420787   1.949           0.899         
 58702.5505856   0.458           1.614         
 58705.5221638   2.042           1.164         
 58705.5233824   0.457           1.102         
 58707.5227429   0.344           1.798         
 58708.5082068   0.331           0.98          
 58709.5025221   1.686           0.905         
 58709.5110566   0.173           1.623         
 58712.7387454   0.433           1.235         
 58713.4479061   0.461           1.841         
 58716.5231474   1.733           0.928         
 58716.5316952   0.125           1.539         
 58721.5156323   0.329           1.301         
 58721.7344007   0.354           1.231         
 58723.5774963   1.523           1.179         
 58723.5860276   0.174           1.81          
 58724.4878719   0.649           1.54          
 58730.5142082   2.556           1.276         
 58730.5228108   1.129           1.929         
 58730.5635526   0.738           1.068         
 58732.4757507   0.992           1.745         
 58736.4688737   0.792           1.208         
 58737.4821808   2.429           1.173         
 58737.4907049   0.855           1.844         
 58744.4870211   2.425           0.888         
 58744.4955301   1.0             1.709         
 58748.461322    0.086           1.976         
 58750.4819728   0.26            1.183         
 58751.4915787   1.958           0.903         
 58751.5000802   0.505           1.598         
 58753.4523592   0.331           1.041         
 58759.8045378   0.693           1.269         
 58761.499802    2.539           1.175         
 58761.5086565   1.047           2.039         
 58765.49523     0.759           2.01          
 58768.6713646   2.321           1.386         
 58768.7495583   0.745           1.953         
 58775.4543962   2.593           0.909         
 58775.4629109   0.927           1.751         
 58782.5543404   1.911           1.082         
 58782.5631341   0.384           1.637         
 58786.4722677   0.703           1.774         
 58789.4621416   1.747           1.268         
 58789.6301331   0.214           1.79          
 58792.438175    0.999           1.949         
 58796.638098    1.801           1.31          
 58796.6466141   0.391           1.859         
 58800.4307806   0.684           1.973         
 58803.4444072   2.262           1.488         
 58803.4529456   0.714           2.114         
 58803.5698915   2.323           1.36          
 58803.5784215   0.716           1.87          
 58806.4342872   2.286           1.513         
 58807.4253599   2.345           1.361         
 58810.4611391   2.213           1.421         
 58810.4696663   0.627           1.989         
 58817.4333663   2.2             1.133         
 58817.4418939   0.762           1.751         
 58820.4224764   0.947           1.825         
 58824.4363051   2.591           1.276         
 58824.4448546   1.225           1.879         
 58831.4522657   2.393           1.277         
 58831.460958    1.127           1.97          
 58832.4268743   1.402           1.978         
 58837.4243904   0.748           1.142         
 58838.4627354   2.613           1.376         
 58838.4715453   1.046           2.103         
 58838.5956629   1.054           2.012         
 58841.4648091   0.944           1.898         
 58845.3983764   2.523           1.582         
 58845.4069165   1.042           2.124         
