!mjd_obs        !mean_dy        !mean_dx       
!---------------!---------------!---------------
 57699.4556511   -2.067          0.034         
 57702.4536127   -1.702          0.61          
 57706.580833    -0.296          0.149         
 57706.5893588   -2.042          0.048         
 57711.4490292   -0.189          0.06          
 57713.3913343   -0.165          0.036         
 57713.3998576   -1.648          0.07          
 57723.4600487   -0.308          -0.064        
 57723.468551    -2.407          -0.299        
 57723.6585936   -0.603          -0.011        
 57723.6675339   -1.494          0.547         
 57726.4839293   -0.391          -0.043        
 57726.492897    -1.392          0.546         
 57727.4254908   -0.674          0.532         
 57728.4576583   -0.809          0.558         
 57728.4657037   -2.265          -0.118        
 57729.3766295   -0.408          0.581         
 57729.3846393   -2.266          -0.086        
 57742.434085    -1.969          0.208         
 57744.481526    -0.031          -0.132        
 57745.4456488   -0.548          0.587         
 57745.4536458   -1.765          -0.087        
 57747.4657521   0.369           0.237         
 57747.474273    -1.423          0.122         
 57748.5028823   -1.689          0.291         
 57750.4575956   -0.393          0.613         
 57753.4965393   -0.199          0.115         
 57754.4688166   -0.584          0.171         
 57754.4776114   -2.097          0.235         
 57756.4923072   -0.748          0.546         
 57756.4932779   -0.489          0.219         
 57760.5297205   -0.128          0.024         
 57761.4526989   -0.356          -0.012        
 57761.4612298   -2.136          0.036         
 57764.4598173   0.045           0.119         
 57769.6049021   0.179           0.175         
 57785.9942538   -0.511          0.076         
 57786.0027467   -1.812          0.279         
 57786.2340071   -0.05           0.135         
 57786.2425036   -1.756          0.174         
 57786.4962548   0.183           0.072         
 57786.504762    -1.292          0.006         
 57786.539231    -1.689          0.177         
 57787.515334    0.089           0.264         
 57793.4893741   -0.291          0.007         
 57793.497878    -1.82           0.038         
 57793.5414788   -1.85           0.02          
 57797.5578443   0.326           0.131         
 57797.5667773   -1.394          0.022         
 57798.4028628   -1.085          0.682         
 57800.5265968   0.063           0.319         
 57800.5351366   -1.622          0.284         
 57800.6251748   0.007           0.148         
 57802.1615093   0.074           0.379         
 57802.1696031   -0.467          0.695         
 57802.1783614   -1.507          0.582         
 57802.186456    -1.113          0.676         
 57805.472915    -0.167          0.253         
 57806.5262739   -1.649          0.406         
 57807.505145    0.201           0.504         
 57807.5139722   -1.651          0.453         
 57808.458739    0.261           0.339         
 57815.4983017   0.057           0.301         
 57815.5067988   -1.553          0.239         
 57815.580603    -1.74           -0.089        
 57821.5067663   -1.545          0.299         
 57822.5023758   0.033           0.416         
 57822.5108869   -1.53           0.384         
 57826.4213437   -1.303          0.606         
 57829.4496914   -0.066          0.346         
 57829.4582069   -1.686          0.285         
 57831.5456171   -1.474          0.182         
 57836.5097278   0.243           0.214         
 57836.5184805   -1.318          0.216         
 57837.5044279   -1.333          0.333         
 57842.5170126   -1.101          0.674         
 57843.5567687   0.066           0.207         
 57843.5654718   -1.53           0.249         
 57844.5303796   -1.511          0.377         
 57845.6253638   0.356           0.465         
 57845.6344324   -0.93           0.806         
 57848.6116626   -0.231          0.429         
 57848.6204451   -3.358          0.376         
 57848.6213434   -1.32           0.334         
 57850.5222555   0.714           0.308         
 57850.5307888   -0.954          0.232         
 57852.5666555   0.269           0.387         
 57853.5282568   -1.226          0.293         
 57856.5414468   -1.197          0.405         
 57857.5341832   -0.273          0.412         
 57857.5426964   -1.812          0.093         
 57860.4928993   -0.04           0.108         
 57860.5029285   -1.5            0.123         
 57861.5453326   -0.832          0.709         
 57863.4287307   0.383           0.216         
 57865.4956944   -1.486          0.266         
 57866.5387275   -0.064          0.273         
 57869.4794903   0.216           0.309         
 57871.5095047   0.257           0.23          
 57871.5180089   -1.433          0.148         
 57872.7176402   -0.261          0.311         
 57875.4918246   0.343           0.213         
 57875.5018401   -1.16           0.292         
 57877.4949665   -1.544          0.23          
 57878.5277904   0.161           0.173         
 57878.5362865   -1.409          0.19          
 57880.4821931   0.435           0.133         
 57882.5141591   -1.158          0.155         
 57882.7783508   -1.212          0.067         
 57885.6969979   0.547           0.433         
 57885.7055011   -1.149          0.3           
 57889.5621695   -1.183          0.346         
 57892.5467622   0.7             0.224         
 57892.5552695   -1.161          0.472         
 57892.5957009   -0.926          0.763         
 57899.4473477   0.292           0.323         
 57899.455869    -1.316          0.323         
 57904.4886012   -1.372          0.241         
 57906.5431892   -0.067          0.387         
 57906.5517032   -1.615          0.14          
 57909.5236813   -3.095          0.287         
 57913.5431327   0.206           0.396         
 57913.5519683   -1.678          0.536         
 57913.6068295   -1.723          0.607         
 57917.5073369   -1.591          0.431         
 57919.5424466   -0.08           0.35          
 57920.5239714   0.212           0.391         
 57920.5324878   -1.603          0.268         
 57920.5939873   -1.484          0.403         
 57923.5134408   -1.684          0.204         
 57927.5317343   0.158           0.439         
 57927.5404501   -1.609          0.42          
 57929.4458303   -1.917          0.35          
 57932.516989    -1.001          0.78          
 57934.5212821   -0.054          0.339         
 57934.5298152   -1.901          0.324         
 57935.5026891   -0.289          0.286         
 57940.4952479   -1.762          0.244         
 57941.5219641   -0.301          0.315         
 57941.5306602   -1.833          0.248         
 57945.5147395   -2.039          0.147         
 57948.5746974   -0.176          0.243         
 57948.5832319   -1.908          0.183         
 57950.5095109   -0.864          0.65          
 57951.8314452   -1.933          0.246         
 57953.5246152   0.346           0.321         
 57954.5302954   0.117           0.317         
 57955.5257131   0.65            0.181         
 57955.5342639   -0.978          0.102         
 57957.4979123   0.896           0.073         
 57960.4863794   -1.295          0.568         
 57962.5142087   0.056           -0.009        
 57962.5227198   -1.517          0.144         
 57963.5187447   -0.059          0.057         
 57963.5726852   -1.629          0.202         
 57964.6994254   -1.321          0.651         
 57966.4790019   -0.895          0.554         
 57969.528907    0.34            0.155         
 57969.537423    -1.477          0.13          
 57969.5865164   0.269           0.095         
 57970.5230987   -1.427          0.124         
 57974.5873868   0.498           0.231         
 57974.6570349   0.429           0.139         
 57974.6670789   -1.168          0.238         
 57980.5878523   -0.007          0.219         
 57980.5978564   -1.803          0.386         
 57983.5202561   0.137           -0.034        
 57983.5287355   -1.662          0.075         
 57983.6270983   -2.056          0.351         
 57986.5585003   -0.282          0.191         
 57989.5800806   0.025           0.177         
 57990.6726943   -0.2            0.228         
 57990.6811782   -1.658          0.235         
 57992.4912432   0.068           0.224         
 57997.4994351   -0.57           0.041         
 57997.5079214   -2.204          0.112         
 58001.552466    -0.417          0.122         
 58004.516825    0.293           -0.005        
 58004.5253251   -1.479          0.246         
 58004.6369732   -1.4            0.308         
 58007.5333657   -1.624          0.154         
 58011.4995808   -0.502          0.272         
 58011.5403019   -2.18           0.058         
 58011.6574051   -2.407          0.279         
 58013.5328652   -0.328          0.336         
 58014.4291641   -1.773          0.36          
 58018.4756485   -0.03           0.003         
 58018.4841369   -1.898          0.148         
 58018.5337933   -0.049          0.181         
 58018.5437814   -1.777          0.131         
 58025.4736644   -0.352          0.108         
 58025.4821554   -2.159          0.169         
 58027.4794889   0.036           0.04          
 58028.5151658   -0.81           0.16          
 58031.5322943   0.799           0.12          
 58032.4867943   0.302           0.136         
 58032.4952921   -1.457          0.096         
 58032.623582    -0.616          0.155         
 58035.5152131   -1.543          0.01          
 58036.492334    -1.593          0.2           
 58039.4891281   0.089           0.041         
 58039.4976182   -1.663          0.25          
 58046.6426238   -0.773          0.014         
 58046.6511232   -2.365          0.086         
 58048.476752    -0.767          0.499         
 58048.4777124   -0.473          -0.217        
 58048.493016    -1.395          0.631         
 58051.4934473   -2.14           0.022         
 58056.4155114   0.438           0.035         
 58056.5452701   -1.514          0.175         
 58060.449717    -0.046          0.28          
 58060.4582212   -1.841          0.087         
 58062.4427043   -0.562          0.598         
 58063.5064933   -1.889          -0.024        
 58067.4678132   -0.16           0.048         
 58067.4763139   -1.782          0.027         
 58067.6584415   -1.99           0.215         
 58070.5070697   -1.823          0.184         
 58071.4395479   -1.292          0.537         
 58072.4159513   -0.544          0.581         
 58074.4562957   -0.215          0.026         
 58074.4647984   -1.631          0.038         
 58075.4951065   -0.363          0.555         
 58075.4960734   0.151           0.071         
 58075.5112174   -1.104          0.657         
 58075.51218     -1.49           0.053         
 58078.4565667   0.857           0.015         
 58078.4652927   -0.919          0.504         
 58079.5143398   -1.602          -0.187        
 58081.4658153   0.556           0.113         
 58081.6627633   -2.151          0.12          
 58081.7720759   2.456           0.928         
 58082.7694439   -0.312          0.106         
 58082.7781578   -1.469          0.694         
 58083.4457197   -0.482          0.556         
 58088.4584613   0.281           0.084         
 58088.4669532   -1.48           -0.095        
 58089.4432667   -0.024          -0.095        
 58089.4522472   -1.653          -0.218        
 58090.4518343   0.315           -0.117        
 58090.4603352   -1.522          -0.006        
 58095.5494575   -1.553          0.1           
 58097.4625186   0.057           0.124         
 58097.4710469   -1.467          0.121         
 58100.4610363   -0.353          0.587         
 58100.4692253   -1.26           0.042         
 58104.4476227   0.23            -0.041        
 58104.4561393   -1.473          0.183         
 58105.586512    -0.084          0.027         
 58106.4776487   -1.249          0.565         
 58110.4998165   -0.988          0.601         
 58111.6080604   -1.493          0.203         
 58111.690193    0.213           0.147         
 58111.6986883   -1.393          -0.012        
 58117.4881998   -1.391          0.071         
 58118.449773    0.659           0.003         
 58118.4584265   -1.069          -0.234        
 58120.4831097   -0.985          0.022         
 58124.4370354   -1.087          0.539         
 58125.4609703   0.305           -0.017        
 58125.4694707   -1.212          -0.046        
 58125.558176    -1.147          0.018         
 58131.4842578   -3.303          0.115         
 58132.4637839   0.623           0.068         
 58132.4722885   -1.045          -0.072        
 58134.6469992   0.722           0.011         
 58134.6572614   -1.098          0.141         
 58139.4616054   0.367           -0.025        
 58139.4701011   -1.207          -0.149        
 58142.4411107   -0.1            0.111         
 58146.5952978   -0.598          -0.093        
 58146.6037866   -1.964          -0.05         
 58150.3518648   -1.909          -0.21         
 58152.4674969   -0.105          -0.041        
 58153.466456    0.121           -0.208        
 58153.4749594   -1.501          -0.082        
 58154.4429371   -0.336          0.633         
 58160.4731637   -0.144          -0.037        
 58160.4816957   -1.628          -0.038        
 58160.6266442   -0.503          -0.065        
 58160.6355387   -1.962          -0.08         
 58163.6033332   -0.443          -0.092        
 58163.607535    -1.848          -0.215        
 58167.5249047   0.497           -0.267        
 58167.5335917   -0.867          -0.259        
 58168.5131185   0.886           -0.171        
 58169.4849197   -0.481          -0.262        
 58171.5003793   0.806           -0.216        
 58174.5045647   0.97            -0.129        
 58174.5132561   -0.707          -0.057        
 58174.5939919   -0.939          0.026         
 58177.5780384   1.162           0.005         
 58177.5867437   -0.591          0.061         
 58181.5106507   0.312           -0.035        
 58181.5191852   -1.322          -0.014        
 58181.6276171   -1.206          -0.18         
 58183.4700485   -0.136          0.59          
 58184.5093922   1.505           0.199         
 58187.5414812   -1.431          0.003         
 58188.4946831   -0.1            0.088         
 58188.5032187   -1.748          -0.033        
 58191.5382474   -1.36           -0.054        
 58194.5048797   0.454           0.057         
 58195.4925587   0.596           0.098         
 58195.5010814   -1.09           0.064         
 58195.6012548   -1.169          0.084         
 58199.4563778   0.274           -0.025        
 58201.4491404   0.955           -0.007        
 58202.4920368   0.809           0.112         
 58202.5005304   -0.849          -0.06         
 58203.3421586   1.136           0.008         
 58203.3502665   0.125           0.522         
 58203.3587052   -0.676          -0.176        
 58203.3667966   -0.672          0.499         
 58203.4593999   1.272           0.113         
 58205.4578178   1.274           0.104         
 58207.4756056   0.884           0.172         
 58209.4794034   1.416           -0.036        
 58209.5922148   1.322           0.257         
 58209.6007143   -0.275          0.222         
 58210.4976587   0.269           0.624         
 58210.5113946   -2.203          0.17          
 58211.565271    -0.288          0.212         
 58211.5664896   -0.523          0.674         
 58213.4864983   1.258           0.044         
 58214.4958239   0.708           0.145         
 58215.5492948   -0.1            0.605         
 58216.5286215   0.711           0.129         
 58216.5371542   -1.043          0.045         
 58217.5156256   0.112           0.268         
 58217.524172    -1.488          0.058         
 58217.6387471   0.373           0.22          
 58220.5185916   0.468           0.009         
 58223.4950208   -0.166          0.087         
 58224.5025146   0.058           0.034         
 58224.5110586   -1.501          -0.033        
 58227.6909006   -1.758          0.307         
 58228.4710005   0.442           0.075         
 58229.4546866   0.016           -0.062        
 58230.5022097   -0.327          0.486         
 58231.509815    0.308           0.301         
 58231.5186096   -1.363          0.02          
 58232.5148261   0.354           0.23          
 58236.5774409   0.261           0.033         
 58238.5259921   0.155           0.045         
 58238.5344995   -1.578          0.104         
 58239.517068    0.168           -0.092        
 58242.537203    1.106           -0.243        
 58242.5463105   -1.888          -0.208        
 58242.9344612   -1.179          0.177         
 58247.5461635   1.416           -0.13         
 58247.5548503   -0.324          0.122         
 58249.5328392   1.323           0.218         
 58252.538874    1.007           0.112         
 58252.5400985   0.026           0.706         
 58254.5061908   0.645           -0.131        
 58254.5149408   -1.045          0.006         
 58256.5292214   0.054           0.608         
 58261.5404208   1.186           0.142         
 58261.5489405   -0.548          0.189         
 58262.5400853   0.998           0.059         
 58264.4904055   -2.628          0.071         
 58265.5593084   0.823           0.05          
 58268.5437724   1.332           0.113         
 58268.5522992   -0.519          0.278         
 58271.4952757   1.476           0.013         
 58272.5409094   -2.138          0.13          
 58275.5220478   1.533           0.166         
 58275.5305695   -0.259          -0.089        
 58277.5048418   -0.234          0.047         
 58278.5000204   -0.255          0.062         
 58279.5137003   1.827           -0.139        
 58281.4917655   0.376           0.725         
 58282.526149    1.507           0.217         
 58282.5349632   -0.598          0.153         
 58284.5385821   1.418           0.154         
 58284.5475679   -0.476          0.258         
 58288.6037394   0.919           0.361         
 58289.5226405   1.171           0.336         
 58289.5311801   -0.512          0.152         
 58290.5541369   0.975           0.203         
 58296.5181025   0.91            -0.123        
 58296.5267612   -0.764          0.159         
 58298.5349025   1.359           -0.02         
 58299.4543601   -2.4            0.075         
 58301.5581207   0.924           0.251         
 58301.5593348   -0.016          0.633         
 58301.5749498   -0.873          0.285         
 58303.5390939   1.78            0.195         
 58303.547642    -0.59           0.038         
 58304.5332479   1.098           -0.019        
 58305.5473592   0.027           0.695         
 58305.5566256   -0.768          0.083         
 58308.5018854   -0.126          0.578         
 58310.5168792   0.932           0.361         
 58310.5257341   -0.868          0.127         
 58312.6102884   0.218           0.069         
 58316.5338659   1.1             0.03          
 58317.5398946   1.072           0.073         
 58317.5485721   -0.653          0.017         
 58321.39749     -0.599          0.57          
 58322.476464    -0.676          0.584         
 58323.5540326   1.168           0.188         
 58324.5103708   1.343           0.14          
 58324.5188738   -0.548          0.206         
 58327.5275513   1.097           0.059         
 58330.5252274   1.15            0.092         
 58331.4566148   0.974           0.209         
 58331.4651295   -0.867          0.01          
 58338.5069306   0.821           0.1           
 58338.5154631   -0.941          0.228         
 58338.606563    0.753           0.268         
 58338.6157234   -1.063          0.194         
 58339.5320637   -0.657          0.761         
 58342.5543459   0.725           0.159         
 58342.5633014   -0.932          0.154         
 58342.5645161   -0.79           0.687         
 58345.508042    0.737           0.029         
 58345.5165501   -0.936          0.251         
 58346.4506078   -0.787          0.594         
 58351.5241509   -0.536          0.22          
 58352.5179615   0.803           -0.121        
 58352.5266399   -0.802          0.255         
 58352.5758026   0.788           0.003         
 58354.5316955   -2.714          -0.04         
 58355.4958914   0.873           -0.016        
 58356.5210229   -0.704          0.728         
 58359.5305565   1.247           0.13          
 58359.5390603   -0.398          0.057         
 58360.8474556   0.518           0.266         
 58360.8574693   -0.693          0.196         
 58362.5007244   1.909           -0.041        
 58362.510771    0.14            0.049         
 58362.7170557   -2.555          0.264         
 58363.5299492   1.262           0.147         
 58364.4862056   -1.234          0.132         
 58366.496061    0.748           0.03          
 58366.5045555   -0.759          0.157         
 58368.5078476   0.812           0.294         
 58371.4687057   -2.548          0.104         
 58372.5414034   1.008           0.185         
 58373.5430496   1.064           0.119         
 58373.5605933   -0.602          0.115         
 58378.4840168   -0.673          0.608         
 58379.509689    -0.613          0.647         
 58379.5106603   -0.475          0.002         
 58380.4931405   1.051           0.169         
 58380.5016862   -0.583          0.175         
 58387.5031344   0.853           0.271         
 58387.5117471   -0.705          0.11          
 58393.4972527   -0.076          0.592         
 58393.5053096   -0.693          -0.137        
 58394.5073175   0.831           0.199         
 58394.5161548   -0.826          0.102         
 58397.4340263   0.206           -0.065        
 58397.4440328   -1.315          0.206         
 58399.4624088   -0.157          0.64          
 58399.4761288   -0.804          0.605         
 58400.4859242   -0.651          0.062         
 58401.4740305   1.124           -0.071        
 58401.4828092   -0.629          0.133         
 58402.4810905   0.016           0.505         
 58403.5092197   -0.68           0.083         
 58405.7587283   -3.664          0.178         
 58407.4593021   -0.969          -0.112        
 58408.4607962   1.073           0.046         
 58408.4693074   -0.736          0.203         
 58410.4833102   -0.303          0.67          
 58410.491414    -1.384          0.159         
 58412.4938039   0.496           0.058         
 58414.4688847   -0.836          -0.117        
 58415.5008338   1.014           0.116         
 58415.5093232   -0.837          0.062         
 58415.5861908   0.502           0.219         
 58421.4693752   -0.191          0.675         
 58421.4703413   0.782           0.115         
 58422.4608488   0.423           -0.035        
 58422.4693493   -1.201          -0.174        
 58424.4722498   -0.325          0.453         
 58424.473214    0.468           -0.112        
 58426.4891627   -0.958          0.082         
 58429.4779467   0.612           0.07          
 58429.4865384   -1.058          0.147         
 58431.4114284   -0.321          0.62          
 58436.4428847   0.452           -0.251        
 58436.4513916   -0.827          0.204         
 58438.4629128   -1.115          0.036         
 58439.4476396   0.013           0.563         
 58441.4573213   0.496           -0.129        
 58441.4662614   -1.15           -0.074        
 58443.4842176   0.518           -0.006        
 58443.4927077   -1.298          0.037         
 58444.4990664   0.625           -0.071        
 58444.5080261   -1.11           0.059         
 58446.4229655   -0.971          0.617         
 58447.4727381   0.422           0.114         
 58448.4435824   -0.88           -0.065        
 58449.4142459   -0.814          0.471         
 58450.4451702   0.873           0.078         
 58450.4536689   -0.883          -0.009        
 58451.4572612   0.073           0.644         
 58451.4652963   -0.637          0.034         
 58455.4390358   -0.356          -0.044        
 58456.4425714   1.506           -0.067        
 58456.4512852   -0.399          0.507         
 58457.4511369   1.499           0.025         
 58457.4598073   -0.103          0.036         
 58457.5386074   -0.337          0.03          
 58457.5398223   -0.466          0.537         
 58459.4337735   0.356           0.658         
 58460.4338562   -0.735          0.062         
 58461.4496978   -0.163          0.556         
 58461.4577078   -0.785          0.246         
 58463.6248767   -3.131          0.178         
 58464.4531014   0.242           0.055         
 58464.4615812   -1.214          0.256         
 58470.4508029   -1.133          0.574         
 58471.4636966   0.313           0.045         
 58471.4722029   -1.468          -0.043        
 58471.5388962   -1.472          0.054         
 58473.4599029   -1.082          0.586         
 58475.442554    -1.345          0.082         
 58476.4337403   -1.031          0.574         
 58477.4548351   -0.277          0.579         
 58478.4452858   0.531           -0.073        
 58478.453827    -1.066          -0.088        
 58479.4517232   -0.899          -0.022        
 58482.4650413   -1.318          -0.007        
 58484.4528468   0.375           0.03          
 58485.4361655   0.284           -0.063        
 58485.4446555   -1.206          0.041         
 58486.4559725   -1.278          0.139         
 58488.4155355   0.435           -0.151        
 58489.4951704   -1.07           -0.024        
 58492.4706267   0.952           0.048         
 58492.4791118   -0.701          -0.059        
 58499.4698332   0.821           0.126         
 58499.4786071   -0.809          0.014         
 58500.4623738   -0.757          0.068         
 58506.4715451   0.241           -0.007        
 58506.4800483   -1.11           0.057         
 58507.5885176   -1.195          -0.17         
 58511.4680453   -1.49           -0.004        
 58513.4243399   0.068           0.006         
 58513.4328244   -1.462          0.082         
 58517.5897943   0.223           0.102         
 58517.6062338   -1.451          0.003         
 58520.4730151   0.119           -0.047        
 58520.4815525   -1.322          -0.042        
 58520.5534695   0.233           -0.053        
 58520.5575129   -1.213          -0.08         
 58524.4581779   -1.12           -0.092        
 58526.4852168   0.308           -0.063        
 58527.5139265   0.208           0.086         
 58527.5224488   -1.404          0.118         
 58532.5495936   -1.244          -0.125        
 58534.4892392   0.907           -0.035        
 58534.4979876   -0.891          -0.179        
 58535.519348    -1.235          0.099         
 58536.4693922   0.48            -0.019        
 58538.4897805   -1.186          -0.133        
 58541.4889825   0.781           0.028         
 58541.4975305   -0.921          -0.074        
 58548.4994299   0.155           -0.017        
 58548.5079778   -1.458          0.001         
 58550.4696499   -1.425          -0.143        
 58555.4948497   0.505           0.002         
 58555.503376    -1.094          -0.047        
 58561.5076587   -1.034          -0.105        
 58562.4702579   -0.296          0.568         
 58562.4712253   0.407           -0.02         
 58562.5724374   0.222           -0.09         
 58562.580962    -1.213          -0.041        
 58565.4779927   0.647           -0.313        
 58568.4605183   0.825           -0.171        
 58569.4943808   0.866           -0.112        
 58569.5028906   -0.683          -0.061        
 58574.4710529   0.758           -0.068        
 58575.571888    -0.087          0.686         
 58575.5864008   -0.693          0.083         
 58575.5876201   -0.699          0.62          
 58576.3790555   -1.202          0.105         
 58576.4588846   0.313           0.015         
 58576.4674197   -1.149          0.111         
 58577.5284692   0.7             -0.088        
 58579.4765789   -0.032          0.563         
 58583.496502    0.315           0.014         
 58583.5050206   -1.209          -0.026        
 58586.4643408   -1.079          -0.106        
 58588.5223633   -0.318          0.643         
 58590.6792054   -0.085          -0.106        
 58590.6877069   -1.726          0.133         
 58593.5535103   -1.427          0.022         
 58597.4585508   0.613           0.037         
 58597.4670664   -1.175          -0.056        
 58598.4551287   0.707           0.015         
 58604.5119973   0.699           -0.106        
 58604.5205088   -1.024          -0.051        
 58608.50156     -1.178          -0.062        
 58609.5395459   -0.503          0.615         
 58611.455216    -0.166          -0.084        
 58611.4638804   -1.881          0.062         
 58612.5300347   -1.198          -0.065        
 58613.494776    -0.077          0.561         
 58613.4957412   0.893           -0.253        
 58613.511365    -0.79           0.568         
 58618.5355031   0.355           0.17          
 58618.5441702   -1.191          -0.056        
 58621.5087521   -0.307          0.677         
 58621.5167694   -1.159          0.017         
 58623.4951604   0.957           -0.108        
 58624.5399855   -0.097          0.604         
 58624.5479632   -0.958          0.067         
 58625.5491295   1.048           -0.058        
 58625.5576237   -0.733          0.164         
 58626.5112663   -0.778          0.518         
 58627.5266656   -0.633          0.493         
 58631.5181442   -0.919          0.042         
 58632.5288686   0.289           -0.215        
 58632.5373691   -1.546          -0.017        
 58633.5002361   -0.094          0.676         
 58639.5143858   0.076           -0.031        
 58639.5229096   -1.66           -0.111        
 58644.5022956   -3.147          0.02          
 58646.5295997   0.827           0.045         
 58646.5380968   -1.026          0.042         
 58646.59804     -0.981          0.024         
 58646.6065244   0.907           -0.215        
 58648.5954025   -0.074          0.578         
 58653.5173466   -0.182          0.23          
 58653.5258552   -1.755          0.032         
 58660.5732236   0.767           -0.199        
 58660.5817193   -0.99           0.04          
 58663.5040607   0.032           0.597         
 58664.4833885   -1.097          0.129         
 58666.4784696   -0.898          0.048         
 58667.5266377   0.265           -0.165        
 58667.5351362   -1.094          -0.063        
 58668.4576262   -1.095          0.477         
 58670.5004111   -0.117          0.513         
 58671.5064277   0.613           0.016         
 58673.4819539   -1.426          -0.279        
 58674.5134241   0.271           0.004         
 58674.5219416   -1.278          -0.143        
 58674.5703829   -1.003          0.534         
 58676.4977073   -0.125          0.502         
 58678.5474477   0.922           0.026         
 58679.5004063   -0.029          0.526         
 58681.5235906   0.359           -0.094        
 58681.5321018   -1.402          -0.095        
 58681.761941    0.187           0.141         
 58681.7707508   -1.699          0.087         
 58682.4721139   0.783           -0.058        
 58683.4876414   -0.278          0.454         
 58688.7253477   0.545           0.208         
 58688.7338772   -1.271          0.108         
 58691.6395238   0.66            0.819         
 58692.5328409   1.022           0.693         
 58695.5095279   0.021           0.192         
 58695.5180532   -1.557          0.17          
 58698.5591147   -0.345          0.656         
 58698.567131    -1.325          0.231         
 58700.7942129   -1.722          0.26          
 58701.4825066   -1.291          -0.202        
 58702.5420787   0.473           0.018         
 58702.5505856   -1.168          -0.02         
 58705.5221638   0.726           -0.116        
 58705.5233824   -0.107          0.548         
 58707.5227429   -1.235          -0.076        
 58708.5082068   -0.351          0.384         
 58709.5025221   0.162           -0.121        
 58709.5110566   -1.579          -0.13         
 58712.7387454   -0.419          0.572         
 58713.4479061   -1.291          -0.049        
 58716.5231474   0.137           -0.035        
 58716.5316952   -1.695          -0.078        
 58721.5156323   -0.413          0.575         
 58721.7344007   -0.389          0.731         
 58723.5774963   -0.083          -0.053        
 58723.5860276   -1.718          0.003         
 58724.4878719   -1.182          0.046         
 58730.5142082   1.308           -0.027        
 58730.5228108   -0.468          0.109         
 58730.5635526   0.091           0.669         
 58732.4757507   -0.577          0.039         
 58736.4688737   0.279           0.638         
 58737.4821808   1.343           0.213         
 58737.4907049   -0.545          0.213         
 58744.4870211   1.113           0.079         
 58744.4955301   -0.649          0.031         
 58748.461322    -1.675          0.178         
 58750.4819728   -0.535          0.582         
 58751.4915787   0.356           -0.119        
 58751.5000802   -1.323          0.015         
 58753.4523592   -0.393          0.678         
 58759.8045378   0.083           0.749         
 58761.499802    1.289           0.206         
 58761.5086565   -0.463          0.262         
 58765.49523     -0.915          0.312         
 58768.6713646   0.749           0.419         
 58768.7495583   -0.913          0.446         
 58775.4543962   1.142           -0.013        
 58775.4629109   -0.634          0.089         
 58782.5543404   0.415           0.133         
 58782.5631341   -1.329          0.121         
 58786.4722677   -1.097          -0.009        
 58789.4621416   0.493           0.024         
 58789.6301331   -1.204          0.218         
 58792.438175    -0.401          0.056         
 58796.638098    0.574           0.223         
 58796.6466141   -1.125          0.057         
 58800.4307806   -0.702          0.054         
 58803.4444072   1.023           -0.033        
 58803.4529456   -0.583          -0.14         
 58803.5698915   1.152           0.12          
 58803.5784215   -0.53           -0.106        
 58806.4342872   1.09            -0.1          
 58807.4253599   1.042           -0.135        
 58810.4611391   0.905           0.205         
 58810.4696663   -0.585          -0.037        
 58817.4333663   1.013           -0.061        
 58817.4418939   -0.551          0.102         
 58820.4224764   -0.488          -0.07         
 58824.4363051   1.475           0.019         
 58824.4448546   -0.174          -0.241        
 58831.4522657   1.107           0.174         
 58831.460958    -0.388          0.245         
 58832.4268743   -0.24           0.047         
 58837.4243904   0.139           0.579         
 58838.4627354   1.146           0.102         
 58838.4715453   -0.54           0.025         
 58838.5956629   -0.647          0.069         
 58841.4648091   -0.697          0.001         
 58845.3983764   0.939           -0.033        
 58845.4069165   -0.643          0.115         
