,spec_path,star_name,DATE-OBS,method
0,HD79186_2014-11-16T07:56:36_437nm_blue_O25.fits,HD79186,2014-11-16T07:56:36,optimal
1,HD79186_2014-11-16T07:56:36_860nm_redu_O6.fits,HD79186,2014-11-16T07:56:36,optimal
2,HD79186_2014-11-16T07:56:36_860nm_redl_O11.fits,HD79186,2014-11-16T07:56:36,optimal
3,HD79186_2014-11-16T07:56:36_860nm_redu_O5.fits,HD79186,2014-11-16T07:56:36,optimal
4,HD79186_2014-11-16T07:56:36_860nm_redu_O1.fits,HD79186,2014-11-16T07:56:36,optimal
5,HD79186_2014-11-16T07:56:36_860nm_redu_O13.fits,HD79186,2014-11-16T07:56:36,optimal
6,HD79186_2014-11-16T07:56:36_860nm_redl_O13.fits,HD79186,2014-11-16T07:56:36,optimal
7,HD79186_2014-11-16T07:56:36_437nm_blue_O26.fits,HD79186,2014-11-16T07:56:36,optimal
8,HD79186_2014-11-16T07:56:36_860nm_redl_O10.fits,HD79186,2014-11-16T07:56:36,optimal
9,HD79186_2014-11-16T07:56:36_437nm_blue_O2.fits,HD79186,2014-11-16T07:56:36,optimal
10,HD79186_2014-11-16T07:56:36_437nm_blue_O14.fits,HD79186,2014-11-16T07:56:36,optimal
11,HD79186_2014-11-16T07:56:36_437nm_blue_O6.fits,HD79186,2014-11-16T07:56:36,optimal
12,HD79186_2014-11-16T07:56:36_437nm_blue_O24.fits,HD79186,2014-11-16T07:56:36,optimal
13,HD79186_2014-11-16T07:56:36_437nm_blue_O3.fits,HD79186,2014-11-16T07:56:36,optimal
14,HD79186_2014-11-16T07:56:36_437nm_blue_O20.fits,HD79186,2014-11-16T07:56:36,optimal
15,HD79186_2014-11-16T07:56:36_437nm_blue_O23.fits,HD79186,2014-11-16T07:56:36,optimal
16,HD79186_2014-11-16T07:56:36_437nm_blue_O4.fits,HD79186,2014-11-16T07:56:36,optimal
17,HD79186_2014-11-16T07:56:36_860nm_redl_O8.fits,HD79186,2014-11-16T07:56:36,optimal
18,HD79186_2014-11-16T07:56:36_860nm_redl_O9.fits,HD79186,2014-11-16T07:56:36,optimal
19,HD79186_2014-11-16T07:56:36_860nm_redl_O15.fits,HD79186,2014-11-16T07:56:36,optimal
20,HD79186_2014-11-16T07:56:36_860nm_redl_O19.fits,HD79186,2014-11-16T07:56:36,optimal
21,HD79186_2014-11-16T07:56:36_860nm_redl_O2.fits,HD79186,2014-11-16T07:56:36,optimal
22,HD79186_2014-11-16T07:56:36_860nm_redl_O12.fits,HD79186,2014-11-16T07:56:36,optimal
23,HD79186_2014-11-16T07:56:36_437nm_blue_O30.fits,HD79186,2014-11-16T07:56:36,optimal
24,HD79186_2014-11-16T07:56:36_437nm_blue_O19.fits,HD79186,2014-11-16T07:56:36,optimal
25,HD79186_2014-11-16T07:56:36_437nm_blue_O15.fits,HD79186,2014-11-16T07:56:36,optimal
26,HD79186_2014-11-16T07:56:36_860nm_redl_O3.fits,HD79186,2014-11-16T07:56:36,optimal
27,HD79186_2014-11-16T07:56:36_437nm_blue_O22.fits,HD79186,2014-11-16T07:56:36,optimal
28,HD79186_2014-11-16T07:56:36_860nm_redu_O9.fits,HD79186,2014-11-16T07:56:36,optimal
29,HD79186_2014-11-16T07:56:36_437nm_blue_O5.fits,HD79186,2014-11-16T07:56:36,optimal
30,HD79186_2014-11-16T07:56:36_437nm_blue_O11.fits,HD79186,2014-11-16T07:56:36,optimal
31,HD79186_2014-11-16T07:56:36_437nm_blue_O7.fits,HD79186,2014-11-16T07:56:36,optimal
32,HD79186_2014-11-16T07:56:36_860nm_redl_O5.fits,HD79186,2014-11-16T07:56:36,optimal
33,HD79186_2014-11-16T07:56:36_860nm_redu_O10.fits,HD79186,2014-11-16T07:56:36,optimal
34,HD79186_2014-11-16T07:56:36_860nm_redu_O8.fits,HD79186,2014-11-16T07:56:36,optimal
35,HD79186_2014-11-16T07:56:36_860nm_redu_O2.fits,HD79186,2014-11-16T07:56:36,optimal
36,HD79186_2014-11-16T07:56:36_437nm_blue_O16.fits,HD79186,2014-11-16T07:56:36,optimal
37,HD79186_2014-11-16T07:56:36_437nm_blue_O8.fits,HD79186,2014-11-16T07:56:36,optimal
38,HD79186_2014-11-16T07:56:36_437nm_blue_O27.fits,HD79186,2014-11-16T07:56:36,optimal
39,HD79186_2014-11-16T07:56:36_437nm_blue_O29.fits,HD79186,2014-11-16T07:56:36,optimal
40,HD79186_2014-11-16T07:56:36_860nm_redl_O17.fits,HD79186,2014-11-16T07:56:36,optimal
41,HD79186_2014-11-16T07:56:36_860nm_redu_O3.fits,HD79186,2014-11-16T07:56:36,optimal
42,HD79186_2014-11-16T07:56:36_860nm_redl_O16.fits,HD79186,2014-11-16T07:56:36,optimal
43,HD79186_2014-11-16T07:56:36_860nm_redu_O11.fits,HD79186,2014-11-16T07:56:36,optimal
44,HD79186_2014-11-16T07:56:36_860nm_redl_O14.fits,HD79186,2014-11-16T07:56:36,optimal
45,HD79186_2014-11-16T07:56:36_860nm_redl_O1.fits,HD79186,2014-11-16T07:56:36,optimal
46,HD79186_2014-11-16T07:56:36_437nm_blue_O13.fits,HD79186,2014-11-16T07:56:36,optimal
47,HD79186_2014-11-16T07:56:36_437nm_blue_O17.fits,HD79186,2014-11-16T07:56:36,optimal
48,HD79186_2014-11-16T07:56:36_860nm_redl_O6.fits,HD79186,2014-11-16T07:56:36,optimal
49,HD79186_2014-11-16T07:56:36_860nm_redu_O7.fits,HD79186,2014-11-16T07:56:36,optimal
50,HD79186_2014-11-16T07:56:36_437nm_blue_O31.fits,HD79186,2014-11-16T07:56:36,optimal
51,HD79186_2014-11-16T07:56:36_437nm_blue_O28.fits,HD79186,2014-11-16T07:56:36,optimal
52,HD79186_2014-11-16T07:56:36_437nm_blue_O1.fits,HD79186,2014-11-16T07:56:36,optimal
53,HD79186_2014-11-16T07:56:36_860nm_redu_O12.fits,HD79186,2014-11-16T07:56:36,optimal
54,HD79186_2014-11-16T07:56:36_437nm_blue_O12.fits,HD79186,2014-11-16T07:56:36,optimal
55,HD79186_2014-11-16T07:56:36_860nm_redl_O4.fits,HD79186,2014-11-16T07:56:36,optimal
56,HD79186_2014-11-16T07:56:36_437nm_blue_O18.fits,HD79186,2014-11-16T07:56:36,optimal
57,HD79186_2014-11-16T07:56:36_860nm_redu_O4.fits,HD79186,2014-11-16T07:56:36,optimal
58,HD79186_2014-11-16T07:56:36_860nm_redl_O18.fits,HD79186,2014-11-16T07:56:36,optimal
59,HD79186_2014-11-16T07:56:36_860nm_redl_O7.fits,HD79186,2014-11-16T07:56:36,optimal
60,HD79186_2014-11-16T07:56:36_860nm_redl_O20.fits,HD79186,2014-11-16T07:56:36,optimal
61,HD79186_2014-11-16T07:56:36_437nm_blue_O9.fits,HD79186,2014-11-16T07:56:36,optimal
62,HD79186_2014-11-16T07:56:36_437nm_blue_O10.fits,HD79186,2014-11-16T07:56:36,optimal
63,HD79186_2014-11-16T07:56:36_437nm_blue_O21.fits,HD79186,2014-11-16T07:56:36,optimal
64,HD113904_2014-12-21T08:20:04_860nm_redu_O5.fits,HD113904,2014-12-21T08:20:04,optimal
65,HD113904_2014-12-21T08:20:04_437nm_blue_O30.fits,HD113904,2014-12-21T08:20:04,optimal
66,HD113904_2014-12-21T08:20:04_437nm_blue_O24.fits,HD113904,2014-12-21T08:20:04,optimal
67,HD113904_2014-12-21T08:20:04_860nm_redl_O15.fits,HD113904,2014-12-21T08:20:04,optimal
68,HD113904_2014-12-21T08:20:04_860nm_redl_O6.fits,HD113904,2014-12-21T08:20:04,optimal
69,HD113904_2014-12-21T08:20:04_437nm_blue_O1.fits,HD113904,2014-12-21T08:20:04,optimal
70,HD113904_2014-12-21T08:20:04_860nm_redl_O9.fits,HD113904,2014-12-21T08:20:04,optimal
71,HD113904_2014-12-21T08:20:04_860nm_redu_O9.fits,HD113904,2014-12-21T08:20:04,optimal
72,HD113904_2014-12-21T08:20:04_860nm_redu_O4.fits,HD113904,2014-12-21T08:20:04,optimal
73,HD113904_2014-12-21T08:20:04_860nm_redu_O1.fits,HD113904,2014-12-21T08:20:04,optimal
74,HD113904_2014-12-21T08:20:04_437nm_blue_O15.fits,HD113904,2014-12-21T08:20:04,optimal
75,HD113904_2014-12-21T08:20:04_437nm_blue_O9.fits,HD113904,2014-12-21T08:20:04,optimal
76,HD113904_2014-12-21T08:20:04_437nm_blue_O4.fits,HD113904,2014-12-21T08:20:04,optimal
77,HD113904_2014-12-21T08:20:04_437nm_blue_O28.fits,HD113904,2014-12-21T08:20:04,optimal
78,HD113904_2014-12-21T08:20:04_437nm_blue_O8.fits,HD113904,2014-12-21T08:20:04,optimal
79,HD113904_2014-12-21T08:20:04_437nm_blue_O16.fits,HD113904,2014-12-21T08:20:04,optimal
80,HD113904_2014-12-21T08:20:04_860nm_redu_O8.fits,HD113904,2014-12-21T08:20:04,optimal
81,HD113904_2014-12-21T08:20:04_860nm_redl_O5.fits,HD113904,2014-12-21T08:20:04,optimal
82,HD113904_2014-12-21T08:20:04_437nm_blue_O19.fits,HD113904,2014-12-21T08:20:04,optimal
83,HD113904_2014-12-21T08:20:04_860nm_redl_O18.fits,HD113904,2014-12-21T08:20:04,optimal
84,HD113904_2014-12-21T08:20:04_437nm_blue_O14.fits,HD113904,2014-12-21T08:20:04,optimal
85,HD113904_2014-12-21T08:20:04_437nm_blue_O17.fits,HD113904,2014-12-21T08:20:04,optimal
86,HD113904_2014-12-21T08:20:04_860nm_redl_O20.fits,HD113904,2014-12-21T08:20:04,optimal
87,HD113904_2014-12-21T08:20:04_860nm_redu_O13.fits,HD113904,2014-12-21T08:20:04,optimal
88,HD113904_2014-12-21T08:20:04_860nm_redl_O4.fits,HD113904,2014-12-21T08:20:04,optimal
89,HD113904_2014-12-21T08:20:04_860nm_redl_O7.fits,HD113904,2014-12-21T08:20:04,optimal
90,HD113904_2014-12-21T08:20:04_437nm_blue_O29.fits,HD113904,2014-12-21T08:20:04,optimal
91,HD113904_2014-12-21T08:20:04_437nm_blue_O23.fits,HD113904,2014-12-21T08:20:04,optimal
92,HD113904_2014-12-21T08:20:04_860nm_redu_O10.fits,HD113904,2014-12-21T08:20:04,optimal
93,HD113904_2014-12-21T08:20:04_437nm_blue_O7.fits,HD113904,2014-12-21T08:20:04,optimal
94,HD113904_2014-12-21T08:20:04_860nm_redl_O2.fits,HD113904,2014-12-21T08:20:04,optimal
95,HD113904_2014-12-21T08:20:04_437nm_blue_O12.fits,HD113904,2014-12-21T08:20:04,optimal
96,HD113904_2014-12-21T08:20:04_860nm_redl_O17.fits,HD113904,2014-12-21T08:20:04,optimal
97,HD113904_2014-12-21T08:20:04_437nm_blue_O18.fits,HD113904,2014-12-21T08:20:04,optimal
98,HD113904_2014-12-21T08:20:04_860nm_redu_O11.fits,HD113904,2014-12-21T08:20:04,optimal
99,HD113904_2014-12-21T08:20:04_860nm_redu_O3.fits,HD113904,2014-12-21T08:20:04,optimal
100,HD113904_2014-12-21T08:20:04_437nm_blue_O5.fits,HD113904,2014-12-21T08:20:04,optimal
101,HD113904_2014-12-21T08:20:04_437nm_blue_O20.fits,HD113904,2014-12-21T08:20:04,optimal
102,HD113904_2014-12-21T08:20:04_860nm_redl_O19.fits,HD113904,2014-12-21T08:20:04,optimal
103,HD113904_2014-12-21T08:20:04_860nm_redl_O8.fits,HD113904,2014-12-21T08:20:04,optimal
104,HD113904_2014-12-21T08:20:04_437nm_blue_O25.fits,HD113904,2014-12-21T08:20:04,optimal
105,HD113904_2014-12-21T08:20:04_860nm_redu_O6.fits,HD113904,2014-12-21T08:20:04,optimal
106,HD113904_2014-12-21T08:20:04_860nm_redu_O12.fits,HD113904,2014-12-21T08:20:04,optimal
107,HD113904_2014-12-21T08:20:04_860nm_redl_O16.fits,HD113904,2014-12-21T08:20:04,optimal
108,HD113904_2014-12-21T08:20:04_437nm_blue_O13.fits,HD113904,2014-12-21T08:20:04,optimal
109,HD113904_2014-12-21T08:20:04_437nm_blue_O2.fits,HD113904,2014-12-21T08:20:04,optimal
110,HD113904_2014-12-21T08:20:04_860nm_redl_O11.fits,HD113904,2014-12-21T08:20:04,optimal
111,HD113904_2014-12-21T08:20:04_860nm_redu_O2.fits,HD113904,2014-12-21T08:20:04,optimal
112,HD113904_2014-12-21T08:20:04_437nm_blue_O27.fits,HD113904,2014-12-21T08:20:04,optimal
113,HD113904_2014-12-21T08:20:04_860nm_redl_O10.fits,HD113904,2014-12-21T08:20:04,optimal
114,HD113904_2014-12-21T08:20:04_437nm_blue_O10.fits,HD113904,2014-12-21T08:20:04,optimal
115,HD113904_2014-12-21T08:20:04_437nm_blue_O21.fits,HD113904,2014-12-21T08:20:04,optimal
116,HD113904_2014-12-21T08:20:04_437nm_blue_O22.fits,HD113904,2014-12-21T08:20:04,optimal
117,HD113904_2014-12-21T08:20:04_860nm_redu_O7.fits,HD113904,2014-12-21T08:20:04,optimal
118,HD113904_2014-12-21T08:20:04_437nm_blue_O3.fits,HD113904,2014-12-21T08:20:04,optimal
119,HD113904_2014-12-21T08:20:04_860nm_redl_O12.fits,HD113904,2014-12-21T08:20:04,optimal
120,HD113904_2014-12-21T08:20:04_437nm_blue_O26.fits,HD113904,2014-12-21T08:20:04,optimal
121,HD113904_2014-12-21T08:20:04_437nm_blue_O6.fits,HD113904,2014-12-21T08:20:04,optimal
122,HD113904_2014-12-21T08:20:04_860nm_redl_O1.fits,HD113904,2014-12-21T08:20:04,optimal
123,HD113904_2014-12-21T08:20:04_860nm_redl_O3.fits,HD113904,2014-12-21T08:20:04,optimal
124,HD113904_2014-12-21T08:20:04_437nm_blue_O11.fits,HD113904,2014-12-21T08:20:04,optimal
125,HD113904_2014-12-21T08:20:04_860nm_redl_O14.fits,HD113904,2014-12-21T08:20:04,optimal
126,HD113904_2014-12-21T08:20:04_437nm_blue_O31.fits,HD113904,2014-12-21T08:20:04,optimal
127,HD113904_2014-12-21T08:20:04_860nm_redl_O13.fits,HD113904,2014-12-21T08:20:04,optimal
128,HD40111_2014-12-14T05:44:55_437nm_blue_O26.fits,HD40111,2014-12-14T05:44:55,optimal
129,HD40111_2014-12-14T05:44:55_437nm_blue_O10.fits,HD40111,2014-12-14T05:44:55,optimal
130,HD40111_2014-12-14T05:44:55_437nm_blue_O22.fits,HD40111,2014-12-14T05:44:55,optimal
131,HD40111_2014-12-14T05:44:55_437nm_blue_O9.fits,HD40111,2014-12-14T05:44:55,optimal
132,HD40111_2014-12-14T05:44:55_437nm_blue_O11.fits,HD40111,2014-12-14T05:44:55,optimal
133,HD40111_2014-12-14T05:44:55_860nm_redu_O8.fits,HD40111,2014-12-14T05:44:55,optimal
134,HD40111_2014-12-14T05:44:55_860nm_redl_O13.fits,HD40111,2014-12-14T05:44:55,optimal
135,HD40111_2014-12-14T05:44:55_437nm_blue_O19.fits,HD40111,2014-12-14T05:44:55,optimal
136,HD40111_2014-12-14T05:44:55_437nm_blue_O15.fits,HD40111,2014-12-14T05:44:55,optimal
137,HD40111_2014-12-14T05:44:55_437nm_blue_O20.fits,HD40111,2014-12-14T05:44:55,optimal
138,HD40111_2014-12-14T05:44:55_860nm_redl_O9.fits,HD40111,2014-12-14T05:44:55,optimal
139,HD40111_2014-12-14T05:44:55_437nm_blue_O21.fits,HD40111,2014-12-14T05:44:55,optimal
140,HD40111_2014-12-14T05:44:55_860nm_redl_O16.fits,HD40111,2014-12-14T05:44:55,optimal
141,HD40111_2014-12-14T05:44:55_860nm_redl_O14.fits,HD40111,2014-12-14T05:44:55,optimal
142,HD40111_2014-12-14T05:44:55_860nm_redl_O3.fits,HD40111,2014-12-14T05:44:55,optimal
143,HD40111_2014-12-14T05:44:55_860nm_redu_O10.fits,HD40111,2014-12-14T05:44:55,optimal
144,HD40111_2014-12-14T05:44:55_860nm_redl_O11.fits,HD40111,2014-12-14T05:44:55,optimal
145,HD40111_2014-12-14T05:44:55_860nm_redl_O20.fits,HD40111,2014-12-14T05:44:55,optimal
146,HD40111_2014-12-14T05:44:55_437nm_blue_O5.fits,HD40111,2014-12-14T05:44:55,optimal
147,HD40111_2014-12-14T05:44:55_437nm_blue_O8.fits,HD40111,2014-12-14T05:44:55,optimal
148,HD40111_2014-12-14T05:44:55_437nm_blue_O17.fits,HD40111,2014-12-14T05:44:55,optimal
149,HD40111_2014-12-14T05:44:55_860nm_redl_O15.fits,HD40111,2014-12-14T05:44:55,optimal
150,HD40111_2014-12-14T05:44:55_437nm_blue_O18.fits,HD40111,2014-12-14T05:44:55,optimal
151,HD40111_2014-12-14T05:44:55_437nm_blue_O3.fits,HD40111,2014-12-14T05:44:55,optimal
152,HD40111_2014-12-14T05:44:55_860nm_redl_O12.fits,HD40111,2014-12-14T05:44:55,optimal
153,HD40111_2014-12-14T05:44:55_437nm_blue_O30.fits,HD40111,2014-12-14T05:44:55,optimal
154,HD40111_2014-12-14T05:44:55_437nm_blue_O28.fits,HD40111,2014-12-14T05:44:55,optimal
155,HD40111_2014-12-14T05:44:55_860nm_redl_O8.fits,HD40111,2014-12-14T05:44:55,optimal
156,HD40111_2014-12-14T05:44:55_860nm_redl_O5.fits,HD40111,2014-12-14T05:44:55,optimal
157,HD40111_2014-12-14T05:44:55_437nm_blue_O24.fits,HD40111,2014-12-14T05:44:55,optimal
158,HD40111_2014-12-14T05:44:55_860nm_redu_O11.fits,HD40111,2014-12-14T05:44:55,optimal
159,HD40111_2014-12-14T05:44:55_860nm_redu_O3.fits,HD40111,2014-12-14T05:44:55,optimal
160,HD40111_2014-12-14T05:44:55_437nm_blue_O25.fits,HD40111,2014-12-14T05:44:55,optimal
161,HD40111_2014-12-14T05:44:55_860nm_redl_O10.fits,HD40111,2014-12-14T05:44:55,optimal
162,HD40111_2014-12-14T05:44:55_860nm_redu_O13.fits,HD40111,2014-12-14T05:44:55,optimal
163,HD40111_2014-12-14T05:44:55_860nm_redu_O12.fits,HD40111,2014-12-14T05:44:55,optimal
164,HD40111_2014-12-14T05:44:55_437nm_blue_O6.fits,HD40111,2014-12-14T05:44:55,optimal
165,HD40111_2014-12-14T05:44:55_437nm_blue_O12.fits,HD40111,2014-12-14T05:44:55,optimal
166,HD40111_2014-12-14T05:44:55_860nm_redl_O6.fits,HD40111,2014-12-14T05:44:55,optimal
167,HD40111_2014-12-14T05:44:55_860nm_redu_O9.fits,HD40111,2014-12-14T05:44:55,optimal
168,HD40111_2014-12-14T05:44:55_437nm_blue_O31.fits,HD40111,2014-12-14T05:44:55,optimal
169,HD40111_2014-12-14T05:44:55_860nm_redu_O6.fits,HD40111,2014-12-14T05:44:55,optimal
170,HD40111_2014-12-14T05:44:55_437nm_blue_O23.fits,HD40111,2014-12-14T05:44:55,optimal
171,HD40111_2014-12-14T05:44:55_437nm_blue_O16.fits,HD40111,2014-12-14T05:44:55,optimal
172,HD40111_2014-12-14T05:44:55_860nm_redu_O1.fits,HD40111,2014-12-14T05:44:55,optimal
173,HD40111_2014-12-14T05:44:55_437nm_blue_O27.fits,HD40111,2014-12-14T05:44:55,optimal
174,HD40111_2014-12-14T05:44:55_860nm_redl_O18.fits,HD40111,2014-12-14T05:44:55,optimal
175,HD40111_2014-12-14T05:44:55_860nm_redl_O2.fits,HD40111,2014-12-14T05:44:55,optimal
176,HD40111_2014-12-14T05:44:55_437nm_blue_O7.fits,HD40111,2014-12-14T05:44:55,optimal
177,HD40111_2014-12-14T05:44:55_860nm_redl_O19.fits,HD40111,2014-12-14T05:44:55,optimal
178,HD40111_2014-12-14T05:44:55_437nm_blue_O2.fits,HD40111,2014-12-14T05:44:55,optimal
179,HD40111_2014-12-14T05:44:55_860nm_redl_O1.fits,HD40111,2014-12-14T05:44:55,optimal
180,HD40111_2014-12-14T05:44:55_437nm_blue_O14.fits,HD40111,2014-12-14T05:44:55,optimal
181,HD40111_2014-12-14T05:44:55_437nm_blue_O13.fits,HD40111,2014-12-14T05:44:55,optimal
182,HD40111_2014-12-14T05:44:55_860nm_redu_O4.fits,HD40111,2014-12-14T05:44:55,optimal
183,HD40111_2014-12-14T05:44:55_437nm_blue_O29.fits,HD40111,2014-12-14T05:44:55,optimal
184,HD40111_2014-12-14T05:44:55_860nm_redu_O5.fits,HD40111,2014-12-14T05:44:55,optimal
185,HD40111_2014-12-14T05:44:55_437nm_blue_O4.fits,HD40111,2014-12-14T05:44:55,optimal
186,HD40111_2014-12-14T05:44:55_860nm_redu_O2.fits,HD40111,2014-12-14T05:44:55,optimal
187,HD40111_2014-12-14T05:44:55_437nm_blue_O1.fits,HD40111,2014-12-14T05:44:55,optimal
188,HD40111_2014-12-14T05:44:55_860nm_redl_O4.fits,HD40111,2014-12-14T05:44:55,optimal
189,HD40111_2014-12-14T05:44:55_860nm_redu_O7.fits,HD40111,2014-12-14T05:44:55,optimal
190,HD40111_2014-12-14T05:44:55_860nm_redl_O17.fits,HD40111,2014-12-14T05:44:55,optimal
191,HD40111_2014-12-14T05:44:55_860nm_redl_O7.fits,HD40111,2014-12-14T05:44:55,optimal
192,HD113904_2014-12-14T07:39:25_346nm_blue_O26.fits,HD113904,2014-12-14T07:39:25,optimal
193,HD113904_2014-12-14T07:39:25_346nm_blue_O6.fits,HD113904,2014-12-14T07:39:25,optimal
194,HD113904_2014-12-14T07:39:25_564nm_redl_O24.fits,HD113904,2014-12-14T07:39:25,optimal
195,HD113904_2014-12-14T07:39:25_564nm_redl_O13.fits,HD113904,2014-12-14T07:39:25,optimal
196,HD113904_2014-12-14T07:39:25_346nm_blue_O27.fits,HD113904,2014-12-14T07:39:25,optimal
197,HD113904_2014-12-14T07:39:25_346nm_blue_O11.fits,HD113904,2014-12-14T07:39:25,optimal
198,HD113904_2014-12-14T07:39:25_564nm_redu_O12.fits,HD113904,2014-12-14T07:39:25,optimal
199,HD113904_2014-12-14T07:39:25_564nm_redu_O14.fits,HD113904,2014-12-14T07:39:25,optimal
200,HD113904_2014-12-14T07:39:25_564nm_redu_O13.fits,HD113904,2014-12-14T07:39:25,optimal
201,HD113904_2014-12-14T07:39:25_346nm_blue_O9.fits,HD113904,2014-12-14T07:39:25,optimal
202,HD113904_2014-12-14T07:39:25_346nm_blue_O18.fits,HD113904,2014-12-14T07:39:25,optimal
203,HD113904_2014-12-14T07:39:25_564nm_redl_O9.fits,HD113904,2014-12-14T07:39:25,optimal
204,HD113904_2014-12-14T07:39:25_564nm_redu_O3.fits,HD113904,2014-12-14T07:39:25,optimal
205,HD113904_2014-12-14T07:39:25_564nm_redu_O11.fits,HD113904,2014-12-14T07:39:25,optimal
206,HD113904_2014-12-14T07:39:25_564nm_redu_O10.fits,HD113904,2014-12-14T07:39:25,optimal
207,HD113904_2014-12-14T07:39:25_564nm_redu_O16.fits,HD113904,2014-12-14T07:39:25,optimal
208,HD113904_2014-12-14T07:39:25_564nm_redl_O23.fits,HD113904,2014-12-14T07:39:25,optimal
209,HD113904_2014-12-14T07:39:25_564nm_redl_O15.fits,HD113904,2014-12-14T07:39:25,optimal
210,HD113904_2014-12-14T07:39:25_564nm_redu_O1.fits,HD113904,2014-12-14T07:39:25,optimal
211,HD113904_2014-12-14T07:39:25_564nm_redl_O6.fits,HD113904,2014-12-14T07:39:25,optimal
212,HD113904_2014-12-14T07:39:25_346nm_blue_O14.fits,HD113904,2014-12-14T07:39:25,optimal
213,HD113904_2014-12-14T07:39:25_346nm_blue_O16.fits,HD113904,2014-12-14T07:39:25,optimal
214,HD113904_2014-12-14T07:39:25_346nm_blue_O17.fits,HD113904,2014-12-14T07:39:25,optimal
215,HD113904_2014-12-14T07:39:25_346nm_blue_O4.fits,HD113904,2014-12-14T07:39:25,optimal
216,HD113904_2014-12-14T07:39:25_564nm_redu_O5.fits,HD113904,2014-12-14T07:39:25,optimal
217,HD113904_2014-12-14T07:39:25_564nm_redl_O4.fits,HD113904,2014-12-14T07:39:25,optimal
218,HD113904_2014-12-14T07:39:25_564nm_redl_O20.fits,HD113904,2014-12-14T07:39:25,optimal
219,HD113904_2014-12-14T07:39:25_346nm_blue_O21.fits,HD113904,2014-12-14T07:39:25,optimal
220,HD113904_2014-12-14T07:39:25_564nm_redu_O7.fits,HD113904,2014-12-14T07:39:25,optimal
221,HD113904_2014-12-14T07:39:25_564nm_redl_O7.fits,HD113904,2014-12-14T07:39:25,optimal
222,HD113904_2014-12-14T07:39:25_564nm_redu_O6.fits,HD113904,2014-12-14T07:39:25,optimal
223,HD113904_2014-12-14T07:39:25_346nm_blue_O2.fits,HD113904,2014-12-14T07:39:25,optimal
224,HD113904_2014-12-14T07:39:25_346nm_blue_O8.fits,HD113904,2014-12-14T07:39:25,optimal
225,HD113904_2014-12-14T07:39:25_564nm_redu_O8.fits,HD113904,2014-12-14T07:39:25,optimal
226,HD113904_2014-12-14T07:39:25_346nm_blue_O7.fits,HD113904,2014-12-14T07:39:25,optimal
227,HD113904_2014-12-14T07:39:25_564nm_redl_O10.fits,HD113904,2014-12-14T07:39:25,optimal
228,HD113904_2014-12-14T07:39:25_564nm_redl_O14.fits,HD113904,2014-12-14T07:39:25,optimal
229,HD113904_2014-12-14T07:39:25_346nm_blue_O3.fits,HD113904,2014-12-14T07:39:25,optimal
230,HD113904_2014-12-14T07:39:25_564nm_redl_O8.fits,HD113904,2014-12-14T07:39:25,optimal
231,HD113904_2014-12-14T07:39:25_564nm_redl_O18.fits,HD113904,2014-12-14T07:39:25,optimal
232,HD113904_2014-12-14T07:39:25_346nm_blue_O32.fits,HD113904,2014-12-14T07:39:25,optimal
233,HD113904_2014-12-14T07:39:25_346nm_blue_O12.fits,HD113904,2014-12-14T07:39:25,optimal
234,HD113904_2014-12-14T07:39:25_564nm_redl_O11.fits,HD113904,2014-12-14T07:39:25,optimal
235,HD113904_2014-12-14T07:39:25_564nm_redu_O2.fits,HD113904,2014-12-14T07:39:25,optimal
236,HD113904_2014-12-14T07:39:25_346nm_blue_O28.fits,HD113904,2014-12-14T07:39:25,optimal
237,HD113904_2014-12-14T07:39:25_564nm_redl_O2.fits,HD113904,2014-12-14T07:39:25,optimal
238,HD113904_2014-12-14T07:39:25_564nm_redu_O15.fits,HD113904,2014-12-14T07:39:25,optimal
239,HD113904_2014-12-14T07:39:25_564nm_redl_O1.fits,HD113904,2014-12-14T07:39:25,optimal
240,HD113904_2014-12-14T07:39:25_564nm_redl_O3.fits,HD113904,2014-12-14T07:39:25,optimal
241,HD113904_2014-12-14T07:39:25_564nm_redl_O21.fits,HD113904,2014-12-14T07:39:25,optimal
242,HD113904_2014-12-14T07:39:25_346nm_blue_O30.fits,HD113904,2014-12-14T07:39:25,optimal
243,HD113904_2014-12-14T07:39:25_346nm_blue_O25.fits,HD113904,2014-12-14T07:39:25,optimal
244,HD113904_2014-12-14T07:39:25_346nm_blue_O10.fits,HD113904,2014-12-14T07:39:25,optimal
245,HD113904_2014-12-14T07:39:25_346nm_blue_O13.fits,HD113904,2014-12-14T07:39:25,optimal
246,HD113904_2014-12-14T07:39:25_346nm_blue_O24.fits,HD113904,2014-12-14T07:39:25,optimal
247,HD113904_2014-12-14T07:39:25_346nm_blue_O1.fits,HD113904,2014-12-14T07:39:25,optimal
248,HD113904_2014-12-14T07:39:25_564nm_redl_O12.fits,HD113904,2014-12-14T07:39:25,optimal
249,HD113904_2014-12-14T07:39:25_564nm_redl_O5.fits,HD113904,2014-12-14T07:39:25,optimal
250,HD113904_2014-12-14T07:39:25_564nm_redl_O19.fits,HD113904,2014-12-14T07:39:25,optimal
251,HD113904_2014-12-14T07:39:25_346nm_blue_O22.fits,HD113904,2014-12-14T07:39:25,optimal
252,HD113904_2014-12-14T07:39:25_346nm_blue_O5.fits,HD113904,2014-12-14T07:39:25,optimal
253,HD113904_2014-12-14T07:39:25_564nm_redl_O16.fits,HD113904,2014-12-14T07:39:25,optimal
