,spec_path,star_name,DATE-OBS,method
14546,HD24398_2017-09-05T08:56:25_437nm_blue_O28.fits,HD24398,2017-09-05T08:56:25,average
14547,HD24398_2017-09-05T08:56:25_437nm_blue_O9.fits,HD24398,2017-09-05T08:56:25,average
14548,HD24398_2017-09-05T08:56:25_437nm_blue_O31.fits,HD24398,2017-09-05T08:56:25,average
14549,HD24398_2017-09-05T08:56:25_437nm_blue_O13.fits,HD24398,2017-09-05T08:56:25,average
14550,HD24398_2017-09-05T08:56:25_437nm_blue_O10.fits,HD24398,2017-09-05T08:56:25,average
14551,HD24398_2017-09-05T08:56:25_860nm_redl_O4.fits,HD24398,2017-09-05T08:56:25,average
14552,HD24398_2017-09-05T08:56:25_437nm_blue_O11.fits,HD24398,2017-09-05T08:56:25,average
14553,HD24398_2017-09-05T08:56:25_860nm_redl_O16.fits,HD24398,2017-09-05T08:56:25,average
14554,HD24398_2017-09-05T08:56:25_860nm_redl_O6.fits,HD24398,2017-09-05T08:56:25,average
14555,HD24398_2017-09-05T08:56:25_437nm_blue_O12.fits,HD24398,2017-09-05T08:56:25,average
14556,HD24398_2017-09-05T08:56:25_860nm_redu_O1.fits,HD24398,2017-09-05T08:56:25,average
14557,HD24398_2017-09-05T08:56:25_860nm_redu_O8.fits,HD24398,2017-09-05T08:56:25,average
14558,HD24398_2017-09-05T08:56:25_437nm_blue_O8.fits,HD24398,2017-09-05T08:56:25,average
14559,HD24398_2017-09-05T08:56:25_860nm_redu_O2.fits,HD24398,2017-09-05T08:56:25,average
14560,HD24398_2017-09-05T08:56:25_437nm_blue_O18.fits,HD24398,2017-09-05T08:56:25,average
14561,HD24398_2017-09-05T08:56:25_860nm_redl_O13.fits,HD24398,2017-09-05T08:56:25,average
14562,HD24398_2017-09-05T08:56:25_860nm_redl_O11.fits,HD24398,2017-09-05T08:56:25,average
14563,HD24398_2017-09-05T08:56:25_437nm_blue_O24.fits,HD24398,2017-09-05T08:56:25,average
14564,HD24398_2017-09-05T08:56:25_860nm_redu_O10.fits,HD24398,2017-09-05T08:56:25,average
14565,HD24398_2017-09-05T08:56:25_437nm_blue_O16.fits,HD24398,2017-09-05T08:56:25,average
14566,HD24398_2017-09-05T08:56:25_860nm_redl_O17.fits,HD24398,2017-09-05T08:56:25,average
14567,HD24398_2017-09-05T08:56:25_437nm_blue_O26.fits,HD24398,2017-09-05T08:56:25,average
14568,HD24398_2017-09-05T08:56:25_860nm_redl_O20.fits,HD24398,2017-09-05T08:56:25,average
14569,HD24398_2017-09-05T08:56:25_860nm_redl_O18.fits,HD24398,2017-09-05T08:56:25,average
14570,HD24398_2017-09-05T08:56:25_860nm_redl_O19.fits,HD24398,2017-09-05T08:56:25,average
14571,HD24398_2017-09-05T08:56:25_437nm_blue_O6.fits,HD24398,2017-09-05T08:56:25,average
14572,HD24398_2017-09-05T08:56:25_437nm_blue_O20.fits,HD24398,2017-09-05T08:56:25,average
14573,HD24398_2017-09-05T08:56:25_860nm_redu_O5.fits,HD24398,2017-09-05T08:56:25,average
14574,HD24398_2017-09-05T08:56:25_860nm_redl_O5.fits,HD24398,2017-09-05T08:56:25,average
14575,HD24398_2017-09-05T08:56:25_860nm_redu_O13.fits,HD24398,2017-09-05T08:56:25,average
14576,HD24398_2017-09-05T08:56:25_437nm_blue_O3.fits,HD24398,2017-09-05T08:56:25,average
14577,HD24398_2017-09-05T08:56:25_860nm_redl_O8.fits,HD24398,2017-09-05T08:56:25,average
14578,HD24398_2017-09-05T08:56:25_860nm_redl_O15.fits,HD24398,2017-09-05T08:56:25,average
14579,HD24398_2017-09-05T08:56:25_437nm_blue_O21.fits,HD24398,2017-09-05T08:56:25,average
14580,HD24398_2017-09-05T08:56:25_437nm_blue_O4.fits,HD24398,2017-09-05T08:56:25,average
14581,HD24398_2017-09-05T08:56:25_860nm_redl_O9.fits,HD24398,2017-09-05T08:56:25,average
14582,HD24398_2017-09-05T08:56:25_437nm_blue_O27.fits,HD24398,2017-09-05T08:56:25,average
14583,HD24398_2017-09-05T08:56:25_437nm_blue_O7.fits,HD24398,2017-09-05T08:56:25,average
14584,HD24398_2017-09-05T08:56:25_437nm_blue_O2.fits,HD24398,2017-09-05T08:56:25,average
14585,HD24398_2017-09-05T08:56:25_860nm_redu_O6.fits,HD24398,2017-09-05T08:56:25,average
14586,HD24398_2017-09-05T08:56:25_437nm_blue_O23.fits,HD24398,2017-09-05T08:56:25,average
14587,HD24398_2017-09-05T08:56:25_437nm_blue_O19.fits,HD24398,2017-09-05T08:56:25,average
14588,HD24398_2017-09-05T08:56:25_860nm_redu_O3.fits,HD24398,2017-09-05T08:56:25,average
14589,HD24398_2017-09-05T08:56:25_860nm_redl_O14.fits,HD24398,2017-09-05T08:56:25,average
14590,HD24398_2017-09-05T08:56:25_437nm_blue_O14.fits,HD24398,2017-09-05T08:56:25,average
14591,HD24398_2017-09-05T08:56:25_437nm_blue_O22.fits,HD24398,2017-09-05T08:56:25,average
14592,HD24398_2017-09-05T08:56:25_860nm_redu_O4.fits,HD24398,2017-09-05T08:56:25,average
14593,HD24398_2017-09-05T08:56:25_860nm_redl_O7.fits,HD24398,2017-09-05T08:56:25,average
14594,HD24398_2017-09-05T08:56:25_860nm_redl_O12.fits,HD24398,2017-09-05T08:56:25,average
14595,HD24398_2017-09-05T08:56:25_860nm_redl_O3.fits,HD24398,2017-09-05T08:56:25,average
14596,HD24398_2017-09-05T08:56:25_437nm_blue_O25.fits,HD24398,2017-09-05T08:56:25,average
14597,HD24398_2017-09-05T08:56:25_860nm_redu_O11.fits,HD24398,2017-09-05T08:56:25,average
14598,HD24398_2017-09-05T08:56:25_437nm_blue_O15.fits,HD24398,2017-09-05T08:56:25,average
14599,HD24398_2017-09-05T08:56:25_437nm_blue_O17.fits,HD24398,2017-09-05T08:56:25,average
14600,HD24398_2017-09-05T08:56:25_860nm_redu_O12.fits,HD24398,2017-09-05T08:56:25,average
14601,HD24398_2017-09-05T08:56:25_860nm_redu_O7.fits,HD24398,2017-09-05T08:56:25,average
14602,HD24398_2017-09-05T08:56:25_437nm_blue_O5.fits,HD24398,2017-09-05T08:56:25,average
14603,HD24398_2017-09-05T08:56:25_860nm_redl_O10.fits,HD24398,2017-09-05T08:56:25,average
14604,HD24398_2017-09-05T08:56:25_437nm_blue_O30.fits,HD24398,2017-09-05T08:56:25,average
14605,HD111934_2017-04-28T04:09:46_437nm_blue_O13.fits,HD111934,2017-04-28T04:09:46,optimal
14606,HD111934_2017-04-28T04:09:46_860nm_redl_O5.fits,HD111934,2017-04-28T04:09:46,optimal
14607,HD111934_2017-04-28T04:09:46_437nm_blue_O22.fits,HD111934,2017-04-28T04:09:46,optimal
14608,HD111934_2017-04-28T04:09:46_437nm_blue_O14.fits,HD111934,2017-04-28T04:09:46,optimal
14609,HD111934_2017-04-28T04:09:46_860nm_redu_O6.fits,HD111934,2017-04-28T04:09:46,optimal
14610,HD111934_2017-04-28T04:09:46_437nm_blue_O15.fits,HD111934,2017-04-28T04:09:46,optimal
14611,HD111934_2017-04-28T04:09:46_437nm_blue_O1.fits,HD111934,2017-04-28T04:09:46,optimal
14612,HD111934_2017-04-28T04:09:46_860nm_redl_O14.fits,HD111934,2017-04-28T04:09:46,optimal
14613,HD111934_2017-04-28T04:09:46_860nm_redl_O17.fits,HD111934,2017-04-28T04:09:46,optimal
14614,HD111934_2017-04-28T04:09:46_860nm_redl_O1.fits,HD111934,2017-04-28T04:09:46,optimal
14615,HD111934_2017-04-28T04:09:46_437nm_blue_O9.fits,HD111934,2017-04-28T04:09:46,optimal
14616,HD111934_2017-04-28T04:09:46_860nm_redu_O1.fits,HD111934,2017-04-28T04:09:46,optimal
14617,HD111934_2017-04-28T04:09:46_860nm_redu_O8.fits,HD111934,2017-04-28T04:09:46,optimal
14618,HD111934_2017-04-28T04:09:46_860nm_redl_O2.fits,HD111934,2017-04-28T04:09:46,optimal
14619,HD111934_2017-04-28T04:09:46_437nm_blue_O27.fits,HD111934,2017-04-28T04:09:46,optimal
14620,HD111934_2017-04-28T04:09:46_860nm_redl_O3.fits,HD111934,2017-04-28T04:09:46,optimal
14621,HD111934_2017-04-28T04:09:46_437nm_blue_O12.fits,HD111934,2017-04-28T04:09:46,optimal
14622,HD111934_2017-04-28T04:09:46_437nm_blue_O6.fits,HD111934,2017-04-28T04:09:46,optimal
14623,HD111934_2017-04-28T04:09:46_860nm_redl_O11.fits,HD111934,2017-04-28T04:09:46,optimal
14624,HD111934_2017-04-28T04:09:46_437nm_blue_O7.fits,HD111934,2017-04-28T04:09:46,optimal
14625,HD111934_2017-04-28T04:09:46_860nm_redl_O19.fits,HD111934,2017-04-28T04:09:46,optimal
14626,HD111934_2017-04-28T04:09:46_860nm_redl_O18.fits,HD111934,2017-04-28T04:09:46,optimal
14627,HD111934_2017-04-28T04:09:46_860nm_redl_O12.fits,HD111934,2017-04-28T04:09:46,optimal
14628,HD111934_2017-04-28T04:09:46_437nm_blue_O20.fits,HD111934,2017-04-28T04:09:46,optimal
14629,HD111934_2017-04-28T04:09:46_860nm_redl_O7.fits,HD111934,2017-04-28T04:09:46,optimal
14630,HD111934_2017-04-28T04:09:46_860nm_redl_O20.fits,HD111934,2017-04-28T04:09:46,optimal
14631,HD111934_2017-04-28T04:09:46_437nm_blue_O30.fits,HD111934,2017-04-28T04:09:46,optimal
14632,HD111934_2017-04-28T04:09:46_437nm_blue_O16.fits,HD111934,2017-04-28T04:09:46,optimal
14633,HD111934_2017-04-28T04:09:46_437nm_blue_O3.fits,HD111934,2017-04-28T04:09:46,optimal
14634,HD111934_2017-04-28T04:09:46_437nm_blue_O31.fits,HD111934,2017-04-28T04:09:46,optimal
14635,HD111934_2017-04-28T04:09:46_860nm_redl_O6.fits,HD111934,2017-04-28T04:09:46,optimal
14636,HD111934_2017-04-28T04:09:46_437nm_blue_O24.fits,HD111934,2017-04-28T04:09:46,optimal
14637,HD111934_2017-04-28T04:09:46_860nm_redl_O16.fits,HD111934,2017-04-28T04:09:46,optimal
14638,HD111934_2017-04-28T04:09:46_437nm_blue_O8.fits,HD111934,2017-04-28T04:09:46,optimal
14639,HD111934_2017-04-28T04:09:46_860nm_redu_O4.fits,HD111934,2017-04-28T04:09:46,optimal
14640,HD111934_2017-04-28T04:09:46_860nm_redu_O12.fits,HD111934,2017-04-28T04:09:46,optimal
14641,HD111934_2017-04-28T04:09:46_437nm_blue_O23.fits,HD111934,2017-04-28T04:09:46,optimal
14642,HD111934_2017-04-28T04:09:46_437nm_blue_O10.fits,HD111934,2017-04-28T04:09:46,optimal
14643,HD111934_2017-04-28T04:09:46_437nm_blue_O28.fits,HD111934,2017-04-28T04:09:46,optimal
14644,HD111934_2017-04-28T04:09:46_437nm_blue_O29.fits,HD111934,2017-04-28T04:09:46,optimal
14645,HD111934_2017-04-28T04:09:46_437nm_blue_O18.fits,HD111934,2017-04-28T04:09:46,optimal
14646,HD111934_2017-04-28T04:09:46_860nm_redu_O7.fits,HD111934,2017-04-28T04:09:46,optimal
14647,HD111934_2017-04-28T04:09:46_860nm_redu_O13.fits,HD111934,2017-04-28T04:09:46,optimal
14648,HD111934_2017-04-28T04:09:46_860nm_redl_O8.fits,HD111934,2017-04-28T04:09:46,optimal
14649,HD111934_2017-04-28T04:09:46_437nm_blue_O11.fits,HD111934,2017-04-28T04:09:46,optimal
14650,HD111934_2017-04-28T04:09:46_860nm_redu_O2.fits,HD111934,2017-04-28T04:09:46,optimal
14651,HD111934_2017-04-28T04:09:46_437nm_blue_O21.fits,HD111934,2017-04-28T04:09:46,optimal
14652,HD111934_2017-04-28T04:09:46_860nm_redu_O3.fits,HD111934,2017-04-28T04:09:46,optimal
14653,HD111934_2017-04-28T04:09:46_437nm_blue_O2.fits,HD111934,2017-04-28T04:09:46,optimal
14654,HD111934_2017-04-28T04:09:46_860nm_redl_O15.fits,HD111934,2017-04-28T04:09:46,optimal
14655,HD111934_2017-04-28T04:09:46_860nm_redl_O9.fits,HD111934,2017-04-28T04:09:46,optimal
14656,HD111934_2017-04-28T04:09:46_860nm_redl_O13.fits,HD111934,2017-04-28T04:09:46,optimal
14657,HD111934_2017-04-28T04:09:46_437nm_blue_O5.fits,HD111934,2017-04-28T04:09:46,optimal
14658,HD111934_2017-04-28T04:09:46_437nm_blue_O19.fits,HD111934,2017-04-28T04:09:46,optimal
14659,HD111934_2017-04-28T04:09:46_860nm_redu_O5.fits,HD111934,2017-04-28T04:09:46,optimal
14660,HD111934_2017-04-28T04:09:46_860nm_redu_O9.fits,HD111934,2017-04-28T04:09:46,optimal
14661,HD111934_2017-04-28T04:09:46_860nm_redu_O11.fits,HD111934,2017-04-28T04:09:46,optimal
14662,HD111934_2017-04-28T04:09:46_437nm_blue_O26.fits,HD111934,2017-04-28T04:09:46,optimal
14663,HD111934_2017-04-28T04:09:46_437nm_blue_O4.fits,HD111934,2017-04-28T04:09:46,optimal
14664,HD111934_2017-04-28T04:09:46_437nm_blue_O25.fits,HD111934,2017-04-28T04:09:46,optimal
14665,HD111934_2017-04-28T04:09:46_437nm_blue_O17.fits,HD111934,2017-04-28T04:09:46,optimal
14666,HD111934_2017-04-28T04:09:46_860nm_redl_O4.fits,HD111934,2017-04-28T04:09:46,optimal
14667,HD111934_2017-04-28T04:09:46_860nm_redl_O10.fits,HD111934,2017-04-28T04:09:46,optimal
14668,HD111934_2017-04-28T04:09:46_860nm_redu_O10.fits,HD111934,2017-04-28T04:09:46,optimal
14669,HD203532_2016-07-24T07:30:03_860nm_redu_O13.fits,HD203532,2016-07-24T07:30:03,average
14670,HD203532_2016-07-24T07:30:03_860nm_redu_O4.fits,HD203532,2016-07-24T07:30:03,average
14671,HD203532_2016-07-24T07:30:03_437nm_blue_O28.fits,HD203532,2016-07-24T07:30:03,average
14672,HD203532_2016-07-24T07:30:03_860nm_redl_O11.fits,HD203532,2016-07-24T07:30:03,average
14673,HD203532_2016-07-24T07:30:03_860nm_redl_O15.fits,HD203532,2016-07-24T07:30:03,average
14674,HD203532_2016-07-24T07:30:03_860nm_redl_O6.fits,HD203532,2016-07-24T07:30:03,average
14675,HD203532_2016-07-24T07:30:03_860nm_redl_O20.fits,HD203532,2016-07-24T07:30:03,average
14676,HD203532_2016-07-24T07:30:03_437nm_blue_O19.fits,HD203532,2016-07-24T07:30:03,average
14677,HD203532_2016-07-24T07:30:03_437nm_blue_O6.fits,HD203532,2016-07-24T07:30:03,average
14678,HD203532_2016-07-24T07:30:03_437nm_blue_O1.fits,HD203532,2016-07-24T07:30:03,average
14679,HD203532_2016-07-24T07:30:03_437nm_blue_O25.fits,HD203532,2016-07-24T07:30:03,average
14680,HD203532_2016-07-24T07:30:03_437nm_blue_O20.fits,HD203532,2016-07-24T07:30:03,average
14681,HD203532_2016-07-24T07:30:03_860nm_redu_O9.fits,HD203532,2016-07-24T07:30:03,average
14682,HD203532_2016-07-24T07:30:03_860nm_redu_O12.fits,HD203532,2016-07-24T07:30:03,average
14683,HD203532_2016-07-24T07:30:03_437nm_blue_O15.fits,HD203532,2016-07-24T07:30:03,average
14684,HD203532_2016-07-24T07:30:03_860nm_redu_O10.fits,HD203532,2016-07-24T07:30:03,average
14685,HD203532_2016-07-24T07:30:03_860nm_redu_O3.fits,HD203532,2016-07-24T07:30:03,average
14686,HD203532_2016-07-24T07:30:03_437nm_blue_O31.fits,HD203532,2016-07-24T07:30:03,average
14687,HD203532_2016-07-24T07:30:03_437nm_blue_O5.fits,HD203532,2016-07-24T07:30:03,average
14688,HD203532_2016-07-24T07:30:03_860nm_redu_O2.fits,HD203532,2016-07-24T07:30:03,average
14689,HD203532_2016-07-24T07:30:03_437nm_blue_O13.fits,HD203532,2016-07-24T07:30:03,average
14690,HD203532_2016-07-24T07:30:03_437nm_blue_O30.fits,HD203532,2016-07-24T07:30:03,average
14691,HD203532_2016-07-24T07:30:03_860nm_redl_O5.fits,HD203532,2016-07-24T07:30:03,average
14692,HD203532_2016-07-24T07:30:03_860nm_redl_O17.fits,HD203532,2016-07-24T07:30:03,average
14693,HD203532_2016-07-24T07:30:03_437nm_blue_O24.fits,HD203532,2016-07-24T07:30:03,average
14694,HD203532_2016-07-24T07:30:03_437nm_blue_O11.fits,HD203532,2016-07-24T07:30:03,average
14695,HD203532_2016-07-24T07:30:03_437nm_blue_O14.fits,HD203532,2016-07-24T07:30:03,average
14696,HD203532_2016-07-24T07:30:03_437nm_blue_O8.fits,HD203532,2016-07-24T07:30:03,average
14697,HD203532_2016-07-24T07:30:03_860nm_redl_O18.fits,HD203532,2016-07-24T07:30:03,average
14698,HD203532_2016-07-24T07:30:03_860nm_redl_O10.fits,HD203532,2016-07-24T07:30:03,average
14699,HD203532_2016-07-24T07:30:03_437nm_blue_O12.fits,HD203532,2016-07-24T07:30:03,average
14700,HD203532_2016-07-24T07:30:03_860nm_redl_O7.fits,HD203532,2016-07-24T07:30:03,average
14701,HD203532_2016-07-24T07:30:03_437nm_blue_O27.fits,HD203532,2016-07-24T07:30:03,average
14702,HD203532_2016-07-24T07:30:03_860nm_redu_O8.fits,HD203532,2016-07-24T07:30:03,average
14703,HD203532_2016-07-24T07:30:03_860nm_redu_O6.fits,HD203532,2016-07-24T07:30:03,average
14704,HD203532_2016-07-24T07:30:03_437nm_blue_O3.fits,HD203532,2016-07-24T07:30:03,average
14705,HD203532_2016-07-24T07:30:03_860nm_redl_O12.fits,HD203532,2016-07-24T07:30:03,average
14706,HD203532_2016-07-24T07:30:03_860nm_redl_O14.fits,HD203532,2016-07-24T07:30:03,average
14707,HD203532_2016-07-24T07:30:03_860nm_redl_O19.fits,HD203532,2016-07-24T07:30:03,average
14708,HD203532_2016-07-24T07:30:03_860nm_redu_O7.fits,HD203532,2016-07-24T07:30:03,average
14709,HD203532_2016-07-24T07:30:03_860nm_redu_O1.fits,HD203532,2016-07-24T07:30:03,average
14710,HD203532_2016-07-24T07:30:03_437nm_blue_O4.fits,HD203532,2016-07-24T07:30:03,average
14711,HD203532_2016-07-24T07:30:03_437nm_blue_O22.fits,HD203532,2016-07-24T07:30:03,average
14712,HD203532_2016-07-24T07:30:03_437nm_blue_O16.fits,HD203532,2016-07-24T07:30:03,average
14713,HD203532_2016-07-24T07:30:03_860nm_redu_O11.fits,HD203532,2016-07-24T07:30:03,average
14714,HD203532_2016-07-24T07:30:03_437nm_blue_O18.fits,HD203532,2016-07-24T07:30:03,average
14715,HD203532_2016-07-24T07:30:03_437nm_blue_O23.fits,HD203532,2016-07-24T07:30:03,average
14716,HD203532_2016-07-24T07:30:03_860nm_redl_O8.fits,HD203532,2016-07-24T07:30:03,average
14717,HD203532_2016-07-24T07:30:03_860nm_redu_O5.fits,HD203532,2016-07-24T07:30:03,average
14718,HD203532_2016-07-24T07:30:03_860nm_redl_O13.fits,HD203532,2016-07-24T07:30:03,average
14719,HD203532_2016-07-24T07:30:03_437nm_blue_O26.fits,HD203532,2016-07-24T07:30:03,average
14720,HD203532_2016-07-24T07:30:03_437nm_blue_O2.fits,HD203532,2016-07-24T07:30:03,average
14721,HD203532_2016-07-24T07:30:03_437nm_blue_O10.fits,HD203532,2016-07-24T07:30:03,average
14722,HD203532_2016-07-24T07:30:03_437nm_blue_O21.fits,HD203532,2016-07-24T07:30:03,average
14723,HD203532_2016-07-24T07:30:03_860nm_redl_O16.fits,HD203532,2016-07-24T07:30:03,average
14724,HD203532_2016-07-24T07:30:03_860nm_redl_O2.fits,HD203532,2016-07-24T07:30:03,average
14725,HD203532_2016-07-24T07:30:03_860nm_redl_O9.fits,HD203532,2016-07-24T07:30:03,average
14726,HD203532_2016-07-24T07:30:03_437nm_blue_O17.fits,HD203532,2016-07-24T07:30:03,average
14727,HD203532_2016-07-24T07:30:03_860nm_redl_O1.fits,HD203532,2016-07-24T07:30:03,average
14728,HD203532_2016-07-24T07:30:03_437nm_blue_O29.fits,HD203532,2016-07-24T07:30:03,average
14729,HD203532_2016-07-24T07:30:03_437nm_blue_O7.fits,HD203532,2016-07-24T07:30:03,average
14730,HD203532_2016-07-24T07:30:03_860nm_redl_O3.fits,HD203532,2016-07-24T07:30:03,average
14731,HD203532_2016-07-24T07:30:03_860nm_redl_O4.fits,HD203532,2016-07-24T07:30:03,average
14732,HD203532_2016-07-24T07:30:03_437nm_blue_O9.fits,HD203532,2016-07-24T07:30:03,average
14733,HD111934_2017-04-28T02:57:58_564nm_redl_O16.fits,HD111934,2017-04-28T02:57:58,average
14734,HD111934_2017-04-28T02:57:58_564nm_redl_O18.fits,HD111934,2017-04-28T02:57:58,average
14735,HD111934_2017-04-28T02:57:58_346nm_blue_O20.fits,HD111934,2017-04-28T02:57:58,average
14736,HD111934_2017-04-28T02:57:58_564nm_redu_O3.fits,HD111934,2017-04-28T02:57:58,average
14737,HD111934_2017-04-28T02:57:58_346nm_blue_O23.fits,HD111934,2017-04-28T02:57:58,average
14738,HD111934_2017-04-28T02:57:58_346nm_blue_O17.fits,HD111934,2017-04-28T02:57:58,average
14739,HD111934_2017-04-28T02:57:58_564nm_redl_O17.fits,HD111934,2017-04-28T02:57:58,average
14740,HD111934_2017-04-28T02:57:58_346nm_blue_O5.fits,HD111934,2017-04-28T02:57:58,average
14741,HD111934_2017-04-28T02:57:58_564nm_redu_O1.fits,HD111934,2017-04-28T02:57:58,average
14742,HD111934_2017-04-28T02:57:58_564nm_redl_O2.fits,HD111934,2017-04-28T02:57:58,average
14743,HD111934_2017-04-28T02:57:58_346nm_blue_O2.fits,HD111934,2017-04-28T02:57:58,average
14744,HD111934_2017-04-28T02:57:58_564nm_redl_O21.fits,HD111934,2017-04-28T02:57:58,average
14745,HD111934_2017-04-28T02:57:58_564nm_redu_O14.fits,HD111934,2017-04-28T02:57:58,average
14746,HD111934_2017-04-28T02:57:58_346nm_blue_O16.fits,HD111934,2017-04-28T02:57:58,average
14747,HD111934_2017-04-28T02:57:58_346nm_blue_O31.fits,HD111934,2017-04-28T02:57:58,average
14748,HD111934_2017-04-28T02:57:58_346nm_blue_O22.fits,HD111934,2017-04-28T02:57:58,average
14749,HD111934_2017-04-28T02:57:58_564nm_redu_O8.fits,HD111934,2017-04-28T02:57:58,average
14750,HD111934_2017-04-28T02:57:58_564nm_redl_O15.fits,HD111934,2017-04-28T02:57:58,average
14751,HD111934_2017-04-28T02:57:58_346nm_blue_O10.fits,HD111934,2017-04-28T02:57:58,average
14752,HD111934_2017-04-28T02:57:58_346nm_blue_O9.fits,HD111934,2017-04-28T02:57:58,average
14753,HD111934_2017-04-28T02:57:58_346nm_blue_O12.fits,HD111934,2017-04-28T02:57:58,average
14754,HD111934_2017-04-28T02:57:58_346nm_blue_O11.fits,HD111934,2017-04-28T02:57:58,average
14755,HD111934_2017-04-28T02:57:58_564nm_redl_O19.fits,HD111934,2017-04-28T02:57:58,average
14756,HD111934_2017-04-28T02:57:58_346nm_blue_O3.fits,HD111934,2017-04-28T02:57:58,average
14757,HD111934_2017-04-28T02:57:58_346nm_blue_O24.fits,HD111934,2017-04-28T02:57:58,average
14758,HD111934_2017-04-28T02:57:58_564nm_redu_O15.fits,HD111934,2017-04-28T02:57:58,average
14759,HD111934_2017-04-28T02:57:58_346nm_blue_O15.fits,HD111934,2017-04-28T02:57:58,average
14760,HD111934_2017-04-28T02:57:58_346nm_blue_O18.fits,HD111934,2017-04-28T02:57:58,average
14761,HD111934_2017-04-28T02:57:58_564nm_redu_O16.fits,HD111934,2017-04-28T02:57:58,average
14762,HD111934_2017-04-28T02:57:58_564nm_redu_O5.fits,HD111934,2017-04-28T02:57:58,average
14763,HD111934_2017-04-28T02:57:58_564nm_redl_O6.fits,HD111934,2017-04-28T02:57:58,average
14764,HD111934_2017-04-28T02:57:58_564nm_redl_O13.fits,HD111934,2017-04-28T02:57:58,average
14765,HD111934_2017-04-28T02:57:58_564nm_redu_O7.fits,HD111934,2017-04-28T02:57:58,average
14766,HD111934_2017-04-28T02:57:58_564nm_redu_O9.fits,HD111934,2017-04-28T02:57:58,average
14767,HD111934_2017-04-28T02:57:58_346nm_blue_O28.fits,HD111934,2017-04-28T02:57:58,average
14768,HD111934_2017-04-28T02:57:58_564nm_redl_O9.fits,HD111934,2017-04-28T02:57:58,average
14769,HD111934_2017-04-28T02:57:58_564nm_redu_O4.fits,HD111934,2017-04-28T02:57:58,average
14770,HD111934_2017-04-28T02:57:58_564nm_redl_O14.fits,HD111934,2017-04-28T02:57:58,average
14771,HD111934_2017-04-28T02:57:58_346nm_blue_O30.fits,HD111934,2017-04-28T02:57:58,average
14772,HD111934_2017-04-28T02:57:58_564nm_redl_O7.fits,HD111934,2017-04-28T02:57:58,average
14773,HD111934_2017-04-28T02:57:58_346nm_blue_O27.fits,HD111934,2017-04-28T02:57:58,average
14774,HD111934_2017-04-28T02:57:58_564nm_redl_O4.fits,HD111934,2017-04-28T02:57:58,average
14775,HD111934_2017-04-28T02:57:58_346nm_blue_O21.fits,HD111934,2017-04-28T02:57:58,average
14776,HD111934_2017-04-28T02:57:58_346nm_blue_O26.fits,HD111934,2017-04-28T02:57:58,average
14777,HD111934_2017-04-28T02:57:58_564nm_redl_O11.fits,HD111934,2017-04-28T02:57:58,average
14778,HD111934_2017-04-28T02:57:58_346nm_blue_O19.fits,HD111934,2017-04-28T02:57:58,average
14779,HD111934_2017-04-28T02:57:58_564nm_redu_O6.fits,HD111934,2017-04-28T02:57:58,average
14780,HD111934_2017-04-28T02:57:58_564nm_redu_O10.fits,HD111934,2017-04-28T02:57:58,average
14781,HD111934_2017-04-28T02:57:58_346nm_blue_O7.fits,HD111934,2017-04-28T02:57:58,average
14782,HD111934_2017-04-28T02:57:58_564nm_redl_O5.fits,HD111934,2017-04-28T02:57:58,average
14783,HD111934_2017-04-28T02:57:58_564nm_redl_O10.fits,HD111934,2017-04-28T02:57:58,average
14784,HD111934_2017-04-28T02:57:58_346nm_blue_O4.fits,HD111934,2017-04-28T02:57:58,average
14785,HD111934_2017-04-28T02:57:58_564nm_redl_O24.fits,HD111934,2017-04-28T02:57:58,average
14786,HD111934_2017-04-28T02:57:58_564nm_redl_O22.fits,HD111934,2017-04-28T02:57:58,average
14787,HD111934_2017-04-28T02:57:58_346nm_blue_O25.fits,HD111934,2017-04-28T02:57:58,average
14788,HD111934_2017-04-28T02:57:58_346nm_blue_O33.fits,HD111934,2017-04-28T02:57:58,average
14789,HD111934_2017-04-28T02:57:58_564nm_redl_O20.fits,HD111934,2017-04-28T02:57:58,average
14790,HD111934_2017-04-28T02:57:58_564nm_redu_O11.fits,HD111934,2017-04-28T02:57:58,average
14791,HD111934_2017-04-28T02:57:58_346nm_blue_O32.fits,HD111934,2017-04-28T02:57:58,average
14792,HD111934_2017-04-28T02:57:58_564nm_redu_O13.fits,HD111934,2017-04-28T02:57:58,average
14793,HD111934_2017-04-28T02:57:58_346nm_blue_O29.fits,HD111934,2017-04-28T02:57:58,average
14794,HD111934_2017-04-28T02:57:58_346nm_blue_O8.fits,HD111934,2017-04-28T02:57:58,average
14795,HD111934_2017-04-28T02:57:58_564nm_redl_O8.fits,HD111934,2017-04-28T02:57:58,average
14796,HD111934_2017-04-28T02:57:58_564nm_redu_O2.fits,HD111934,2017-04-28T02:57:58,average
14797,HD111934_2017-04-28T02:57:58_564nm_redl_O12.fits,HD111934,2017-04-28T02:57:58,average
14798,HD111934_2017-04-28T02:57:58_564nm_redl_O3.fits,HD111934,2017-04-28T02:57:58,average
14799,HD111934_2017-04-28T02:57:58_346nm_blue_O13.fits,HD111934,2017-04-28T02:57:58,average
14800,HD111934_2017-04-28T02:57:58_346nm_blue_O1.fits,HD111934,2017-04-28T02:57:58,average
14801,HD111934_2017-04-28T02:57:58_346nm_blue_O6.fits,HD111934,2017-04-28T02:57:58,average
