,file_name,wave_setting,MJD-OBS,path
107,UVES.2016-07-02T12_54_55.522.fits,346,57571.538142615,EDIBLES_raw_all/UVES.2016-07-02T12_54_55.522.fits
108,UVES.2016-07-07T12_55_52.921.fits,346,57576.538806959,EDIBLES_raw_all/UVES.2016-07-07T12_55_52.921.fits
109,UVES.2016-07-11T13_16_26.313.fits,346,57580.553082332,EDIBLES_raw_all/UVES.2016-07-11T13_16_26.313.fits
110,UVES.2016-07-14T13_55_38.766.fits,346,57583.580309785,EDIBLES_raw_all/UVES.2016-07-14T13_55_38.766.fits
111,UVES.2016-07-24T12_54_47.099.fits,346,57593.538045126,EDIBLES_raw_all/UVES.2016-07-24T12_54_47.099.fits
112,UVES.2016-07-25T13_26_12.471.fits,346,57594.559866556,EDIBLES_raw_all/UVES.2016-07-25T13_26_12.471.fits
113,UVES.2016-08-08T13_43_15.133.fits,346,57608.571702934,EDIBLES_raw_all/UVES.2016-08-08T13_43_15.133.fits
114,UVES.2016-08-08T15_25_53.920.fits,346,57608.642985179,EDIBLES_raw_all/UVES.2016-08-08T15_25_53.920.fits
115,UVES.2016-08-12T12_38_28.643.fits,346,57612.526720412,EDIBLES_raw_all/UVES.2016-08-12T12_38_28.643.fits
116,UVES.2016-08-15T15_17_01.233.fits,346,57615.636819828,EDIBLES_raw_all/UVES.2016-08-15T15_17_01.233.fits
117,UVES.2016-08-19T13_28_30.138.fits,346,57619.561459932,EDIBLES_raw_all/UVES.2016-08-19T13_28_30.138.fits
118,UVES.2016-08-29T12_50_30.528.fits,346,57629.535075551,EDIBLES_raw_all/UVES.2016-08-29T12_50_30.528.fits
119,UVES.2016-08-29T15_04_39.619.fits,346,57629.628236329,EDIBLES_raw_all/UVES.2016-08-29T15_04_39.619.fits
120,UVES.2016-09-08T12_17_57.782.fits,346,57639.512474332,EDIBLES_raw_all/UVES.2016-09-08T12_17_57.782.fits
121,UVES.2016-09-12T13_15_44.618.fits,346,57643.55259975,EDIBLES_raw_all/UVES.2016-09-12T13_15_44.618.fits
122,UVES.2016-09-12T16_04_04.259.fits,346,57643.669493736,EDIBLES_raw_all/UVES.2016-09-12T16_04_04.259.fits
123,UVES.2017-01-01T12_01_11.224.fits,346,57754.500824349,EDIBLES_raw_all/UVES.2017-01-01T12_01_11.224.fits
124,UVES.2017-01-02T12_40_10.082.fits,346,57755.527894468,EDIBLES_raw_all/UVES.2017-01-02T12_40_10.082.fits
125,UVES.2017-01-07T13_38_39.909.fits,346,57760.568517467,EDIBLES_raw_all/UVES.2017-01-07T13_38_39.909.fits
126,UVES.2017-01-08T11_37_34.301.fits,346,57761.484424775,EDIBLES_raw_all/UVES.2017-01-08T11_37_34.301.fits
127,UVES.2017-02-23T12_53_26.562.fits,346,57807.537112993,EDIBLES_raw_all/UVES.2017-02-23T12_53_26.562.fits
128,UVES.2017-02-23T14_57_47.840.fits,346,57807.623470374,EDIBLES_raw_all/UVES.2017-02-23T14_57_47.840.fits
129,UVES.2017-04-14T13_35_09.163.fits,346,57857.566078268,EDIBLES_raw_all/UVES.2017-04-14T13_35_09.163.fits
130,UVES.2017-04-17T12_18_10.862.fits,346,57860.512625719,EDIBLES_raw_all/UVES.2017-04-17T12_18_10.862.fits
131,UVES.2017-04-20T11_01_51.305.fits,346,57863.459621578,EDIBLES_raw_all/UVES.2017-04-20T11_01_51.305.fits
132,UVES.2017-04-23T14_16_05.365.fits,346,57866.594506541,EDIBLES_raw_all/UVES.2017-04-23T14_16_05.365.fits
133,UVES.2017-04-26T13_18_04.598.fits,346,57869.554219893,EDIBLES_raw_all/UVES.2017-04-26T13_18_04.598.fits
134,UVES.2017-04-28T12_59_20.870.fits,346,57871.541213773,EDIBLES_raw_all/UVES.2017-04-28T12_59_20.870.fits
135,UVES.2017-04-29T17_55_50.997.fits,346,57872.747118015,EDIBLES_raw_all/UVES.2017-04-29T17_55_50.997.fits
136,UVES.2017-05-02T12_33_59.958.fits,346,57875.523610621,EDIBLES_raw_all/UVES.2017-05-02T12_33_59.958.fits
137,UVES.2017-05-05T13_25_31.661.fits,346,57878.559394216,EDIBLES_raw_all/UVES.2017-05-05T13_25_31.661.fits
138,UVES.2017-05-07T12_21_06.829.fits,346,57880.514662371,EDIBLES_raw_all/UVES.2017-05-07T12_21_06.829.fits
139,UVES.2017-06-16T13_20_33.956.fits,346,57920.555948575,EDIBLES_raw_all/UVES.2017-06-16T13_20_33.956.fits
140,UVES.2017-06-30T13_16_31.966.fits,346,57934.553147757,EDIBLES_raw_all/UVES.2017-06-30T13_16_31.966.fits
141,UVES.2017-07-01T12_22_09.710.fits,346,57935.51539016,EDIBLES_raw_all/UVES.2017-07-01T12_22_09.710.fits
142,UVES.2017-07-17T20_49_46.925.fits,346,57951.867904226,EDIBLES_raw_all/UVES.2017-07-17T20_49_46.925.fits
143,UVES.2017-08-05T12_59_45.219.fits,346,57970.541495587,EDIBLES_raw_all/UVES.2017-08-05T12_59_45.219.fits
144,UVES.2017-08-09T16_45_04.743.fits,346,57974.697971561,EDIBLES_raw_all/UVES.2017-08-09T16_45_04.743.fits
145,UVES.2017-08-23T12_13_09.000.fits,346,57988.509131953,EDIBLES_raw_all/UVES.2017-08-23T12_13_09.000.fits
146,UVES.2017-08-25T16_54_38.441.fits,346,57990.704611592,EDIBLES_raw_all/UVES.2017-08-25T16_54_38.441.fits
147,UVES.2017-08-26T11_49_48.667.fits,346,57991.492924386,EDIBLES_raw_all/UVES.2017-08-26T11_49_48.667.fits
148,UVES.2017-09-22T12_11_01.968.fits,346,58018.507661666,EDIBLES_raw_all/UVES.2017-09-22T12_11_01.968.fits
149,UVES.2017-09-22T13_19_23.620.fits,346,58018.555134493,EDIBLES_raw_all/UVES.2017-09-22T13_19_23.620.fits
150,UVES.2017-09-29T12_07_56.714.fits,346,58025.505517518,EDIBLES_raw_all/UVES.2017-09-29T12_07_56.714.fits
151,UVES.2017-10-01T12_08_10.011.fits,346,58027.505671421,EDIBLES_raw_all/UVES.2017-10-01T12_08_10.011.fits
152,UVES.2017-10-06T12_26_59.049.fits,346,58032.518738994,EDIBLES_raw_all/UVES.2017-10-06T12_26_59.049.fits
153,UVES.2017-12-17T11_30_13.049.fits,346,58104.4793177,EDIBLES_raw_all/UVES.2017-12-17T11_30_13.049.fits
154,UVES.2017-12-18T14_22_36.430.fits,346,58105.599032752,EDIBLES_raw_all/UVES.2017-12-18T14_22_36.430.fits
155,UVES.2018-02-12T12_55_35.773.fits,346,58161.538608483,EDIBLES_raw_all/UVES.2018-02-12T12_55_35.773.fits
156,UVES.2018-02-15T12_50_05.872.fits,346,58164.53479018,EDIBLES_raw_all/UVES.2018-02-15T12_50_05.872.fits
157,UVES.2018-03-17T12_43_35.128.fits,346,58194.530267677,EDIBLES_raw_all/UVES.2018-03-17T12_43_35.128.fits
158,UVES.2018-03-18T12_34_54.700.fits,346,58195.524244212,EDIBLES_raw_all/UVES.2018-03-18T12_34_54.700.fits
159,UVES.2018-03-24T11_16_45.785.fits,346,58201.469974358,EDIBLES_raw_all/UVES.2018-03-24T11_16_45.785.fits
160,UVES.2018-03-25T12_34_03.396.fits,346,58202.523650422,EDIBLES_raw_all/UVES.2018-03-25T12_34_03.396.fits
161,UVES.2018-05-23T13_44_06.284.fits,346,58261.572294947,EDIBLES_raw_all/UVES.2018-05-23T13_44_06.284.fits
162,UVES.2018-05-24T13_39_21.745.fits,346,58262.569001684,EDIBLES_raw_all/UVES.2018-05-24T13_39_21.745.fits
163,UVES.2018-06-03T13_11_54.052.fits,346,58272.549931163,EDIBLES_raw_all/UVES.2018-06-03T13_11_54.052.fits
164,UVES.2018-06-03T13_14_52.759.fits,346,58272.551999515,EDIBLES_raw_all/UVES.2018-06-03T13_14_52.759.fits
165,UVES.2018-06-19T15_55_37.860.fits,346,58288.663632638,EDIBLES_raw_all/UVES.2018-06-19T15_55_37.860.fits
166,UVES.2018-06-20T13_18_55.662.fits,346,58289.554810899,EDIBLES_raw_all/UVES.2018-06-20T13_18_55.662.fits
167,UVES.2018-06-23T13_15_01.638.fits,346,58292.552102291,EDIBLES_raw_all/UVES.2018-06-23T13_15_01.638.fits
168,UVES.2018-06-27T13_12_09.976.fits,346,58296.550115461,EDIBLES_raw_all/UVES.2018-06-27T13_12_09.976.fits
169,UVES.2018-06-30T11_07_15.821.fits,346,58299.463377558,EDIBLES_raw_all/UVES.2018-06-30T11_07_15.821.fits
170,UVES.2018-06-30T11_10_14.526.fits,346,58299.465445904,EDIBLES_raw_all/UVES.2018-06-30T11_10_14.526.fits
171,UVES.2018-07-11T13_10_29.643.fits,346,58310.548954198,EDIBLES_raw_all/UVES.2018-07-11T13_10_29.643.fits
172,UVES.2018-07-15T13_04_26.373.fits,346,58314.544749694,EDIBLES_raw_all/UVES.2018-07-15T13_04_26.373.fits
173,UVES.2018-07-31T13_50_23.243.fits,346,58330.576657904,EDIBLES_raw_all/UVES.2018-07-31T13_50_23.243.fits
174,UVES.2018-08-01T11_43_06.455.fits,346,58331.488269148,EDIBLES_raw_all/UVES.2018-08-01T11_43_06.455.fits
175,UVES.2018-08-08T12_55_50.195.fits,346,58338.538775404,EDIBLES_raw_all/UVES.2018-08-08T12_55_50.195.fits
176,UVES.2018-08-09T13_11_43.256.fits,346,58339.549806202,EDIBLES_raw_all/UVES.2018-08-09T13_11_43.256.fits
177,UVES.2018-09-01T13_12_17.277.fits,346,58362.550199966,EDIBLES_raw_all/UVES.2018-09-01T13_12_17.277.fits
178,UVES.2018-09-02T13_43_35.422.fits,346,58363.57193775,EDIBLES_raw_all/UVES.2018-09-02T13_43_35.422.fits
179,UVES.2018-09-05T12_39_53.923.fits,346,58366.52770744,EDIBLES_raw_all/UVES.2018-09-05T12_39_53.923.fits
180,UVES.2018-09-07T12_45_47.275.fits,346,58368.531797157,EDIBLES_raw_all/UVES.2018-09-07T12_45_47.275.fits
181,UVES.2018-09-10T11_24_29.238.fits,346,58371.475338398,EDIBLES_raw_all/UVES.2018-09-10T11_24_29.238.fits
182,UVES.2018-09-11T14_18_00.012.fits,346,58372.595833473,EDIBLES_raw_all/UVES.2018-09-11T14_18_00.012.fits
183,UVES.2018-09-12T14_14_48.543.fits,346,58373.593617397,EDIBLES_raw_all/UVES.2018-09-12T14_14_48.543.fits
184,UVES.2018-10-06T11_11_50.000.fits,346,58397.466550927,EDIBLES_raw_all/UVES.2018-10-06T11_11_50.000.fits
185,UVES.2018-10-10T12_08_55.137.fits,346,58401.50619372,EDIBLES_raw_all/UVES.2018-10-10T12_08_55.137.fits
186,UVES.2018-12-19T11_53_29.538.fits,346,58471.495480755,calib_raw/UVES.2018-12-19T11_53_29.538.fits
187,UVES.2018-12-19T13_31_48.120.fits,346,58471.563751386,calib_raw/UVES.2018-12-19T13_31_48.120.fits
188,UVES.2018-12-27T12_02_27.911.fits,346,58479.501711929,calib_raw/UVES.2018-12-27T12_02_27.911.fits
189,UVES.2019-01-01T11_37_49.617.fits,346,58484.484602054,calib_raw/UVES.2019-01-01T11_37_49.617.fits
190,UVES.2019-01-01T11_37_49.617.fits,346,58484.484602054,EDIBLES_raw_all/UVES.2019-01-01T11_37_49.617.fits
191,UVES.2019-01-05T10_17_56.879.fits,346,58488.429130536,EDIBLES_raw_all/UVES.2019-01-05T10_17_56.879.fits
192,UVES.2019-01-30T10_56_57.099.fits,346,58513.456216416,EDIBLES_raw_all/UVES.2019-01-30T10_56_57.099.fits
193,UVES.2019-02-03T16_04_48.061.fits,346,58517.670000706,EDIBLES_raw_all/UVES.2019-02-03T16_04_48.061.fits
194,UVES.2019-02-12T12_24_47.341.fits,346,58526.517214596,EDIBLES_raw_all/UVES.2019-02-12T12_24_47.341.fits
195,UVES.2019-02-13T13_05_41.578.fits,346,58527.545620106,EDIBLES_raw_all/UVES.2019-02-13T13_05_41.578.fits
196,UVES.2014-09-10T12_10_38.753.fits,437,56910.507392972,EDIBLES_raw_all/UVES.2014-09-10T12_10_38.753.fits
197,UVES.2014-09-15T11_47_01.453.fits,437,56915.490989035,EDIBLES_raw_all/UVES.2014-09-15T11_47_01.453.fits
198,UVES.2014-09-17T10_24_22.161.fits,437,56917.433589826,EDIBLES_raw_all/UVES.2014-09-17T10_24_22.161.fits
199,UVES.2014-09-19T10_02_13.536.fits,437,56919.418212215,EDIBLES_raw_all/UVES.2014-09-19T10_02_13.536.fits
200,UVES.2014-09-22T11_01_39.139.fits,437,56922.459480778,EDIBLES_raw_all/UVES.2014-09-22T11_01_39.139.fits
201,UVES.2014-09-24T11_55_43.954.fits,437,56924.497036511,EDIBLES_raw_all/UVES.2014-09-24T11_55_43.954.fits
202,UVES.2014-09-25T11_41_45.401.fits,437,56925.487331026,EDIBLES_raw_all/UVES.2014-09-25T11_41_45.401.fits
203,UVES.2014-09-27T10_07_39.717.fits,437,56927.421987461,EDIBLES_raw_all/UVES.2014-09-27T10_07_39.717.fits
204,UVES.2014-09-27T11_47_44.012.fits,437,56927.491481616,EDIBLES_raw_all/UVES.2014-09-27T11_47_44.012.fits
205,UVES.2014-09-29T09_36_31.781.fits,437,56929.400367837,EDIBLES_raw_all/UVES.2014-09-29T09_36_31.781.fits
206,UVES.2014-10-01T11_16_54.038.fits,437,56931.470069889,EDIBLES_raw_all/UVES.2014-10-01T11_16_54.038.fits
207,UVES.2014-10-02T11_45_36.202.fits,437,56932.490002343,EDIBLES_raw_all/UVES.2014-10-02T11_45_36.202.fits
208,UVES.2014-10-06T12_22_58.648.fits,437,56936.515956568,EDIBLES_raw_all/UVES.2014-10-06T12_22_58.648.fits
209,UVES.2014-10-08T11_28_57.903.fits,437,56938.478447955,EDIBLES_raw_all/UVES.2014-10-08T11_28_57.903.fits
210,UVES.2014-10-10T11_06_49.923.fits,437,56940.463077812,EDIBLES_raw_all/UVES.2014-10-10T11_06_49.923.fits
211,UVES.2014-10-15T11_44_19.498.fits,437,56945.489114556,EDIBLES_raw_all/UVES.2014-10-15T11_44_19.498.fits
212,UVES.2014-10-28T10_06_37.820.fits,437,56958.421271065,EDIBLES_raw_all/UVES.2014-10-28T10_06_37.820.fits
213,UVES.2014-10-29T09_35_25.712.fits,437,56959.39960315,EDIBLES_raw_all/UVES.2014-10-29T09_35_25.712.fits
214,UVES.2014-10-29T11_28_31.214.fits,437,56959.478139051,EDIBLES_raw_all/UVES.2014-10-29T11_28_31.214.fits
215,UVES.2014-11-16T10_09_13.176.fits,437,56977.42306917,EDIBLES_raw_all/UVES.2014-11-16T10_09_13.176.fits
216,UVES.2014-11-19T10_27_03.693.fits,437,56980.435459412,EDIBLES_raw_all/UVES.2014-11-19T10_27_03.693.fits
217,UVES.2014-12-09T09_51_53.993.fits,437,57000.41104158,EDIBLES_raw_all/UVES.2014-12-09T09_51_53.993.fits
218,UVES.2014-12-10T09_31_10.690.fits,437,57001.396651499,EDIBLES_raw_all/UVES.2014-12-10T09_31_10.690.fits
219,UVES.2014-12-14T11_18_52.089.fits,437,57005.471436221,EDIBLES_raw_all/UVES.2014-12-14T11_18_52.089.fits
220,UVES.2014-12-17T10_32_10.787.fits,437,57008.439013737,EDIBLES_raw_all/UVES.2014-12-17T10_32_10.787.fits
221,UVES.2014-12-21T10_27_45.222.fits,437,57012.435940066,EDIBLES_raw_all/UVES.2014-12-21T10_27_45.222.fits
222,UVES.2014-12-24T12_17_03.777.fits,437,57015.511849268,EDIBLES_raw_all/UVES.2014-12-24T12_17_03.777.fits
223,UVES.2015-01-28T10_18_33.193.fits,437,57050.429550843,EDIBLES_raw_all/UVES.2015-01-28T10_18_33.193.fits
224,UVES.2015-01-30T06_45_58.621.fits,437,57052.281928482,EDIBLES_raw_all/UVES.2015-01-30T06_45_58.621.fits
225,UVES.2015-02-12T12_06_04.629.fits,437,57065.504220236,EDIBLES_raw_all/UVES.2015-02-12T12_06_04.629.fits
226,UVES.2015-02-18T11_22_09.873.fits,437,57071.473725383,EDIBLES_raw_all/UVES.2015-02-18T11_22_09.873.fits
227,UVES.2015-02-19T10_01_15.092.fits,437,57072.417535794,EDIBLES_raw_all/UVES.2015-02-19T10_01_15.092.fits
228,UVES.2015-02-25T11_14_14.832.fits,437,57078.468227224,EDIBLES_raw_all/UVES.2015-02-25T11_14_14.832.fits
229,UVES.2015-02-27T10_59_51.595.fits,437,57080.458236053,EDIBLES_raw_all/UVES.2015-02-27T10_59_51.595.fits
230,UVES.2015-03-18T10_09_36.547.fits,437,57099.423339667,EDIBLES_raw_all/UVES.2015-03-18T10_09_36.547.fits
231,UVES.2015-03-18T12_03_20.484.fits,437,57099.502320421,EDIBLES_raw_all/UVES.2015-03-18T12_03_20.484.fits
232,UVES.2015-04-13T12_16_10.948.fits,437,57125.511237816,calib_raw/UVES.2015-04-13T12_16_10.948.fits
233,UVES.2015-04-13T13_45_38.088.fits,437,57125.573357496,calib_raw/UVES.2015-04-13T13_45_38.088.fits
234,UVES.2015-04-16T11_34_25.022.fits,437,57128.482234053,calib_raw/UVES.2015-04-16T11_34_25.022.fits
235,UVES.2015-04-30T11_38_34.182.fits,437,57142.485117851,calib_raw/UVES.2015-04-30T11_38_34.182.fits
236,UVES.2015-05-15T12_54_25.250.fits,437,57157.537792238,calib_raw/UVES.2015-05-15T12_54_25.250.fits
237,UVES.2015-05-18T12_24_18.353.fits,437,57160.516879092,calib_raw/UVES.2015-05-18T12_24_18.353.fits
238,UVES.2015-05-24T12_16_04.735.fits,437,57166.511165918,calib_raw/UVES.2015-05-24T12_16_04.735.fits
239,UVES.2015-05-28T12_05_39.357.fits,437,57170.503927743,EDIBLES_raw_all/UVES.2015-05-28T12_05_39.357.fits
240,UVES.2015-05-30T11_48_59.824.fits,437,57172.492359073,calib_raw/UVES.2015-05-30T11_48_59.824.fits
241,UVES.2015-05-30T11_48_59.824.fits,437,57172.492359073,EDIBLES_raw_all/UVES.2015-05-30T11_48_59.824.fits
242,UVES.2015-06-02T14_55_31.903.fits,437,57175.621897022,calib_raw/UVES.2015-06-02T14_55_31.903.fits
243,UVES.2015-06-12T12_33_54.377.fits,437,57185.523546027,calib_raw/UVES.2015-06-12T12_33_54.377.fits
244,UVES.2015-06-19T11_53_01.586.fits,437,57192.495157255,calib_raw/UVES.2015-06-19T11_53_01.586.fits
245,UVES.2015-06-19T13_18_23.261.fits,437,57192.554435886,calib_raw/UVES.2015-06-19T13_18_23.261.fits
246,UVES.2015-06-25T12_51_24.374.fits,437,57198.535698775,calib_raw/UVES.2015-06-25T12_51_24.374.fits
247,UVES.2015-06-25T13_59_27.186.fits,437,57198.582953537,calib_raw/UVES.2015-06-25T13_59_27.186.fits
248,UVES.2015-06-25T13_59_27.186.fits,437,57198.582953537,EDIBLES_raw_all/UVES.2015-06-25T13_59_27.186.fits
249,UVES.2015-06-28T10_34_45.940.fits,437,57201.440809492,EDIBLES_raw_all/UVES.2015-06-28T10_34_45.940.fits
250,UVES.2015-07-01T11_43_21.261.fits,437,57204.488440517,calib_raw/UVES.2015-07-01T11_43_21.261.fits
251,UVES.2015-07-01T11_43_21.261.fits,437,57204.488440517,EDIBLES_raw_all/UVES.2015-07-01T11_43_21.261.fits
252,UVES.2015-07-02T18_34_25.039.fits,437,57205.773900924,EDIBLES_raw_all/UVES.2015-07-02T18_34_25.039.fits
253,UVES.2015-07-13T12_26_10.128.fits,437,57216.518172775,calib_raw/UVES.2015-07-13T12_26_10.128.fits
254,UVES.2015-07-16T12_26_03.903.fits,437,57219.51810073,EDIBLES_raw_all/UVES.2015-07-16T12_26_03.903.fits
255,UVES.2015-07-17T12_18_56.261.fits,437,57220.513151166,calib_raw/UVES.2015-07-17T12_18_56.261.fits
256,UVES.2015-07-20T12_52_03.088.fits,437,57223.536146852,calib_raw/UVES.2015-07-20T12_52_03.088.fits
257,UVES.2015-07-20T12_52_03.088.fits,437,57223.536146852,EDIBLES_raw_all/UVES.2015-07-20T12_52_03.088.fits
258,UVES.2015-07-23T12_50_49.974.fits,437,57226.535300617,EDIBLES_raw_all/UVES.2015-07-23T12_50_49.974.fits
259,UVES.2015-08-21T13_32_00.234.fits,437,57255.563891602,calib_raw/UVES.2015-08-21T13_32_00.234.fits
260,UVES.2015-08-21T13_32_00.234.fits,437,57255.563891602,EDIBLES_raw_all/UVES.2015-08-21T13_32_00.234.fits
261,UVES.2015-08-23T12_29_46.868.fits,437,57257.520681335,EDIBLES_raw_all/UVES.2015-08-23T12_29_46.868.fits
262,UVES.2015-09-07T11_31_04.477.fits,437,57272.47991293,calib_raw/UVES.2015-09-07T11_31_04.477.fits
263,UVES.2015-09-07T11_31_04.477.fits,437,57272.47991293,EDIBLES_raw_all/UVES.2015-09-07T11_31_04.477.fits
264,UVES.2015-09-12T11_10_05.057.fits,437,57277.465336306,calib_raw/UVES.2015-09-12T11_10_05.057.fits
265,UVES.2015-09-12T11_10_05.057.fits,437,57277.465336306,EDIBLES_raw_all/UVES.2015-09-12T11_10_05.057.fits
266,UVES.2015-09-13T13_17_05.184.fits,437,57278.553532215,EDIBLES_raw_all/UVES.2015-09-13T13_17_05.184.fits
267,UVES.2015-09-27T11_02_57.839.fits,437,57292.460391653,EDIBLES_raw_all/UVES.2015-09-27T11_02_57.839.fits
268,UVES.2015-09-27T13_14_14.253.fits,437,57292.551553852,EDIBLES_raw_all/UVES.2015-09-27T13_14_14.253.fits
269,UVES.2015-09-30T11_41_26.442.fits,437,57295.487111602,EDIBLES_raw_all/UVES.2015-09-30T11_41_26.442.fits
270,UVES.2015-10-04T11_16_27.851.fits,437,57299.469766791,EDIBLES_raw_all/UVES.2015-10-04T11_16_27.851.fits
271,UVES.2015-11-20T10_14_52.045.fits,437,57346.426991256,EDIBLES_raw_all/UVES.2015-11-20T10_14_52.045.fits
272,UVES.2015-11-30T10_39_34.826.fits,437,57356.444153082,calib_raw/UVES.2015-11-30T10_39_34.826.fits
273,UVES.2015-12-01T10_17_38.048.fits,437,57357.428912594,calib_raw/UVES.2015-12-01T10_17_38.048.fits
274,UVES.2015-12-14T10_32_38.852.fits,437,57370.439338565,calib_raw/UVES.2015-12-14T10_32_38.852.fits
275,UVES.2015-12-21T10_32_47.092.fits,437,57377.439433929,calib_raw/UVES.2015-12-21T10_32_47.092.fits
276,UVES.2015-12-21T12_41_32.669.fits,437,57377.52885034,calib_raw/UVES.2015-12-21T12_41_32.669.fits
277,UVES.2015-12-26T15_18_25.364.fits,437,57382.637793571,calib_raw/UVES.2015-12-26T15_18_25.364.fits
278,UVES.2015-12-28T11_00_47.324.fits,437,57384.458881059,calib_raw/UVES.2015-12-28T11_00_47.324.fits
279,UVES.2016-01-04T10_54_48.000.fits,437,57391.454722222,calib_raw/UVES.2016-01-04T10_54_48.000.fits
280,UVES.2016-01-10T10_18_53.781.fits,437,57397.429789128,calib_raw/UVES.2016-01-10T10_18_53.781.fits
281,UVES.2016-01-11T10_28_14.675.fits,437,57398.436280965,calib_raw/UVES.2016-01-11T10_28_14.675.fits
282,UVES.2016-01-13T08_43_57.408.fits,437,57400.363858895,calib_raw/UVES.2016-01-13T08_43_57.408.fits
283,UVES.2016-01-18T11_31_36.461.fits,437,57405.480283109,calib_raw/UVES.2016-01-18T11_31_36.461.fits
284,UVES.2016-01-25T11_42_20.435.fits,437,57412.487736518,calib_raw/UVES.2016-01-25T11_42_20.435.fits
285,UVES.2016-01-31T10_22_07.715.fits,437,57418.432033743,calib_raw/UVES.2016-01-31T10_22_07.715.fits
286,UVES.2016-02-01T12_05_21.426.fits,437,57419.503720212,calib_raw/UVES.2016-02-01T12_05_21.426.fits
287,UVES.2016-02-08T12_03_16.674.fits,437,57426.50227632,calib_raw/UVES.2016-02-08T12_03_16.674.fits
288,UVES.2016-02-09T10_48_34.859.fits,437,57427.45040346,calib_raw/UVES.2016-02-09T10_48_34.859.fits
289,UVES.2016-02-15T11_41_22.900.fits,437,57433.487070604,calib_raw/UVES.2016-02-15T11_41_22.900.fits
290,UVES.2016-02-17T11_04_23.181.fits,437,57435.461379412,calib_raw/UVES.2016-02-17T11_04_23.181.fits
291,UVES.2016-02-21T11_57_00.705.fits,437,57439.497924831,calib_raw/UVES.2016-02-21T11_57_00.705.fits
292,UVES.2016-02-21T11_57_00.705.fits,437,57439.497924831,EDIBLES_raw_all/UVES.2016-02-21T11_57_00.705.fits
293,UVES.2016-02-22T11_29_42.870.fits,437,57440.4789684,calib_raw/UVES.2016-02-22T11_29_42.870.fits
294,UVES.2016-02-22T11_29_42.870.fits,437,57440.4789684,EDIBLES_raw_all/UVES.2016-02-22T11_29_42.870.fits
295,UVES.2016-02-24T09_55_12.381.fits,437,57442.413337738,calib_raw/UVES.2016-02-24T09_55_12.381.fits
296,UVES.2016-02-29T11_59_24.137.fits,437,57447.499584915,calib_raw/UVES.2016-02-29T11_59_24.137.fits
297,UVES.2016-03-02T10_50_30.457.fits,437,57449.451741405,calib_raw/UVES.2016-03-02T10_50_30.457.fits
298,UVES.2016-03-02T18_43_09.405.fits,437,57449.779969962,calib_raw/UVES.2016-03-02T18_43_09.405.fits
299,UVES.2016-03-17T11_09_01.857.fits,437,57464.464604835,EDIBLES_raw_all/UVES.2016-03-17T11_09_01.857.fits
300,UVES.2016-03-20T11_18_12.744.fits,437,57467.470980827,EDIBLES_raw_all/UVES.2016-03-20T11_18_12.744.fits
301,UVES.2016-03-21T11_44_02.004.fits,437,57468.488912083,EDIBLES_raw_all/UVES.2016-03-21T11_44_02.004.fits
302,UVES.2016-03-23T12_27_35.184.fits,437,57470.519157224,EDIBLES_raw_all/UVES.2016-03-23T12_27_35.184.fits
303,UVES.2016-03-29T11_17_43.947.fits,437,57476.470647536,EDIBLES_raw_all/UVES.2016-03-29T11_17_43.947.fits
304,UVES.2016-04-04T11_49_38.647.fits,437,57482.49280841,EDIBLES_raw_all/UVES.2016-04-04T11_49_38.647.fits
305,UVES.2016-04-11T10_30_40.598.fits,437,57489.437969876,EDIBLES_raw_all/UVES.2016-04-11T10_30_40.598.fits
306,UVES.2016-04-11T12_07_56.119.fits,437,57489.505510638,EDIBLES_raw_all/UVES.2016-04-11T12_07_56.119.fits
307,UVES.2016-04-19T12_06_41.811.fits,437,57497.504650588,EDIBLES_raw_all/UVES.2016-04-19T12_06_41.811.fits
308,UVES.2016-04-25T12_09_22.530.fits,437,57503.506510755,EDIBLES_raw_all/UVES.2016-04-25T12_09_22.530.fits
309,UVES.2016-05-05T10_24_03.694.fits,437,57513.43337609,EDIBLES_raw_all/UVES.2016-05-05T10_24_03.694.fits
310,UVES.2016-05-09T11_12_29.358.fits,437,57517.467006459,EDIBLES_raw_all/UVES.2016-05-09T11_12_29.358.fits
311,UVES.2016-05-10T10_39_27.740.fits,437,57518.44407107,EDIBLES_raw_all/UVES.2016-05-10T10_39_27.740.fits
312,UVES.2016-06-12T12_22_44.894.fits,437,57551.515797377,EDIBLES_raw_all/UVES.2016-06-12T12_22_44.894.fits
313,UVES.2016-06-13T12_44_24.559.fits,437,57552.530839798,EDIBLES_raw_all/UVES.2016-06-13T12_44_24.559.fits
314,UVES.2016-06-16T11_35_52.687.fits,437,57555.483248692,EDIBLES_raw_all/UVES.2016-06-16T11_35_52.687.fits
315,UVES.2016-06-24T10_26_21.786.fits,437,57563.434974378,EDIBLES_raw_all/UVES.2016-06-24T10_26_21.786.fits
316,UVES.2016-06-27T12_05_26.493.fits,437,57566.503778847,EDIBLES_raw_all/UVES.2016-06-27T12_05_26.493.fits
317,UVES.2016-06-28T13_07_38.030.fits,437,57567.546967943,EDIBLES_raw_all/UVES.2016-06-28T13_07_38.030.fits
318,UVES.2016-07-25T12_24_35.153.fits,437,57594.51707353,EDIBLES_raw_all/UVES.2016-07-25T12_24_35.153.fits
319,UVES.2016-07-26T12_32_00.024.fits,437,57595.522222499,EDIBLES_raw_all/UVES.2016-07-26T12_32_00.024.fits
