,file_name,wave_setting,MJD-OBS,path
320,UVES.2016-08-07T16_43_56.902.fits,437,57607.697186366,EDIBLES_raw_all/UVES.2016-08-07T16_43_56.902.fits
321,UVES.2016-08-08T12_42_12.336.fits,437,57608.529309454,EDIBLES_raw_all/UVES.2016-08-08T12_42_12.336.fits
322,UVES.2016-08-10T11_41_58.052.fits,437,57610.487477451,EDIBLES_raw_all/UVES.2016-08-10T11_41_58.052.fits
323,UVES.2016-08-13T12_11_52.249.fits,437,57613.508243618,EDIBLES_raw_all/UVES.2016-08-13T12_11_52.249.fits
324,UVES.2016-08-21T11_24_41.401.fits,437,57621.47547918,EDIBLES_raw_all/UVES.2016-08-21T11_24_41.401.fits
325,UVES.2016-08-22T12_45_04.389.fits,437,57622.531300803,EDIBLES_raw_all/UVES.2016-08-22T12_45_04.389.fits
326,UVES.2016-08-25T11_52_40.247.fits,437,57625.494910274,EDIBLES_raw_all/UVES.2016-08-25T11_52_40.247.fits
327,UVES.2016-08-29T11_49_07.583.fits,437,57629.492448883,EDIBLES_raw_all/UVES.2016-08-29T11_49_07.583.fits
328,UVES.2016-08-29T13_42_23.000.fits,437,57629.571099537,EDIBLES_raw_all/UVES.2016-08-29T13_42_23.000.fits
329,UVES.2016-09-05T12_03_07.994.fits,437,57636.502175858,EDIBLES_raw_all/UVES.2016-09-05T12_03_07.994.fits
330,UVES.2016-09-07T11_23_57.302.fits,437,57638.474968772,EDIBLES_raw_all/UVES.2016-09-07T11_23_57.302.fits
331,UVES.2016-09-10T11_52_20.138.fits,437,57641.494677517,EDIBLES_raw_all/UVES.2016-09-10T11_52_20.138.fits
332,UVES.2016-09-12T12_14_44.252.fits,437,57643.510234402,EDIBLES_raw_all/UVES.2016-09-12T12_14_44.252.fits
333,UVES.2016-09-13T11_26_20.494.fits,437,57644.476626086,EDIBLES_raw_all/UVES.2016-09-13T11_26_20.494.fits
334,UVES.2016-12-31T10_51_03.597.fits,437,57753.452124956,EDIBLES_raw_all/UVES.2016-12-31T10_51_03.597.fits
335,UVES.2017-01-01T10_59_46.069.fits,437,57754.458172099,EDIBLES_raw_all/UVES.2017-01-01T10_59_46.069.fits
336,UVES.2017-01-03T11_02_02.735.fits,437,57756.459753877,EDIBLES_raw_all/UVES.2017-01-03T11_02_02.735.fits
337,UVES.2017-04-13T12_17_38.394.fits,437,57856.512249932,EDIBLES_raw_all/UVES.2017-04-13T12_17_38.394.fits
338,UVES.2017-04-14T12_33_53.548.fits,437,57857.523536437,EDIBLES_raw_all/UVES.2017-04-14T12_33_53.548.fits
339,UVES.2017-04-18T11_51_28.027.fits,437,57861.494074388,EDIBLES_raw_all/UVES.2017-04-18T11_51_28.027.fits
340,UVES.2017-04-22T12_40_40.708.fits,437,57865.52824894,EDIBLES_raw_all/UVES.2017-04-22T12_40_40.708.fits
341,UVES.2017-04-24T11_53_03.377.fits,437,57867.495177975,EDIBLES_raw_all/UVES.2017-04-24T11_53_03.377.fits
342,UVES.2017-04-25T11_10_10.300.fits,437,57868.465396993,EDIBLES_raw_all/UVES.2017-04-25T11_10_10.300.fits
343,UVES.2017-04-27T11_23_37.743.fits,437,57870.474742403,EDIBLES_raw_all/UVES.2017-04-27T11_23_37.743.fits
344,UVES.2017-04-28T11_58_08.591.fits,437,57871.498710539,EDIBLES_raw_all/UVES.2017-04-28T11_58_08.591.fits
345,UVES.2017-04-29T16_09_07.246.fits,437,57872.673000535,EDIBLES_raw_all/UVES.2017-04-29T16_09_07.246.fits
346,UVES.2017-04-30T11_39_47.957.fits,437,57873.485971719,EDIBLES_raw_all/UVES.2017-04-30T11_39_47.957.fits
347,UVES.2017-05-03T12_51_45.807.fits,437,57876.53594684,EDIBLES_raw_all/UVES.2017-05-03T12_51_45.807.fits
348,UVES.2017-05-03T12_54_38.241.fits,437,57876.537942599,EDIBLES_raw_all/UVES.2017-05-03T12_54_38.241.fits
349,UVES.2017-05-05T12_24_20.374.fits,437,57878.516902485,EDIBLES_raw_all/UVES.2017-05-05T12_24_20.374.fits
350,UVES.2017-05-06T10_25_05.153.fits,437,57879.434087421,EDIBLES_raw_all/UVES.2017-05-06T10_25_05.153.fits
351,UVES.2017-05-07T10_16_35.100.fits,437,57880.428184032,EDIBLES_raw_all/UVES.2017-05-07T10_16_35.100.fits
352,UVES.2017-05-09T12_12_22.105.fits,437,57882.508589178,EDIBLES_raw_all/UVES.2017-05-09T12_12_22.105.fits
353,UVES.2017-05-12T16_28_22.907.fits,437,57885.686376238,EDIBLES_raw_all/UVES.2017-05-12T16_28_22.907.fits
354,UVES.2017-05-15T14_58_18.793.fits,437,57888.623828616,EDIBLES_raw_all/UVES.2017-05-15T14_58_18.793.fits
355,UVES.2017-05-16T11_56_38.398.fits,437,57889.49766664,EDIBLES_raw_all/UVES.2017-05-16T11_56_38.398.fits
356,UVES.2017-05-20T12_03_31.790.fits,437,57893.502451268,EDIBLES_raw_all/UVES.2017-05-20T12_03_31.790.fits
357,UVES.2017-06-15T12_16_18.420.fits,437,57919.511324305,EDIBLES_raw_all/UVES.2017-06-15T12_16_18.420.fits
358,UVES.2017-06-16T12_19_14.614.fits,437,57920.513363588,EDIBLES_raw_all/UVES.2017-06-16T12_19_14.614.fits
359,UVES.2017-06-20T12_06_23.199.fits,437,57924.504435173,EDIBLES_raw_all/UVES.2017-06-20T12_06_23.199.fits
360,UVES.2017-06-21T12_43_47.262.fits,437,57925.530408115,EDIBLES_raw_all/UVES.2017-06-21T12_43_47.262.fits
361,UVES.2017-06-23T12_30_21.376.fits,437,57927.521080743,EDIBLES_raw_all/UVES.2017-06-23T12_30_21.376.fits
362,UVES.2017-07-05T12_18_46.513.fits,437,57939.513038341,EDIBLES_raw_all/UVES.2017-07-05T12_18_46.513.fits
363,UVES.2017-07-28T12_05_06.709.fits,437,57962.503549871,EDIBLES_raw_all/UVES.2017-07-28T12_05_06.709.fits
364,UVES.2017-07-28T13_39_57.628.fits,437,57962.569416987,EDIBLES_raw_all/UVES.2017-07-28T13_39_57.628.fits
365,UVES.2017-08-21T11_52_48.784.fits,437,57986.495009071,EDIBLES_raw_all/UVES.2017-08-21T11_52_48.784.fits
366,UVES.2017-08-24T11_44_40.933.fits,437,57989.489362651,EDIBLES_raw_all/UVES.2017-08-24T11_44_40.933.fits
367,UVES.2017-08-24T11_48_38.911.fits,437,57989.492117026,EDIBLES_raw_all/UVES.2017-08-24T11_48_38.911.fits
368,UVES.2017-09-05T11_42_41.030.fits,437,58001.487974888,EDIBLES_raw_all/UVES.2017-09-05T11_42_41.030.fits
369,UVES.2017-09-05T11_45_13.863.fits,437,58001.489743777,EDIBLES_raw_all/UVES.2017-09-05T11_45_13.863.fits
370,UVES.2017-09-08T12_08_55.062.fits,437,58004.506192845,EDIBLES_raw_all/UVES.2017-09-08T12_08_55.062.fits
371,UVES.2017-09-15T14_13_10.587.fits,437,58011.592483649,EDIBLES_raw_all/UVES.2017-09-15T14_13_10.587.fits
372,UVES.2017-09-18T09_57_18.125.fits,437,58014.414793108,EDIBLES_raw_all/UVES.2017-09-18T09_57_18.125.fits
373,UVES.2017-09-23T11_39_32.544.fits,437,58019.485793334,EDIBLES_raw_all/UVES.2017-09-23T11_39_32.544.fits
374,UVES.2017-09-26T11_16_44.769.fits,437,58022.469962604,EDIBLES_raw_all/UVES.2017-09-26T11_16_44.769.fits
375,UVES.2017-09-26T11_19_18.141.fits,437,58022.471737745,EDIBLES_raw_all/UVES.2017-09-26T11_19_18.141.fits
376,UVES.2017-10-02T11_01_29.124.fits,437,58028.459364861,EDIBLES_raw_all/UVES.2017-10-02T11_01_29.124.fits
377,UVES.2017-10-02T11_03_53.405.fits,437,58028.461034777,EDIBLES_raw_all/UVES.2017-10-02T11_03_53.405.fits
378,UVES.2017-10-05T11_27_39.477.fits,437,58031.477540244,EDIBLES_raw_all/UVES.2017-10-05T11_27_39.477.fits
379,UVES.2017-10-05T11_30_11.638.fits,437,58031.479301374,EDIBLES_raw_all/UVES.2017-10-05T11_30_11.638.fits
380,UVES.2017-10-17T10_26_29.280.fits,437,58043.435061113,EDIBLES_raw_all/UVES.2017-10-17T10_26_29.280.fits
381,UVES.2017-10-18T10_54_57.791.fits,437,58044.454835538,EDIBLES_raw_all/UVES.2017-10-18T10_54_57.791.fits
382,UVES.2017-10-20T15_09_42.727.fits,437,58046.631744526,EDIBLES_raw_all/UVES.2017-10-20T15_09_42.727.fits
383,UVES.2018-01-14T10_52_33.613.fits,437,58132.453166825,EDIBLES_raw_all/UVES.2018-01-14T10_52_33.613.fits
384,UVES.2018-01-16T13_49_53.546.fits,437,58134.576314187,EDIBLES_raw_all/UVES.2018-01-16T13_49_53.546.fits
385,UVES.2018-01-19T12_56_24.558.fits,437,58137.539173129,EDIBLES_raw_all/UVES.2018-01-19T12_56_24.558.fits
386,UVES.2018-01-19T12_59_17.463.fits,437,58137.541174343,EDIBLES_raw_all/UVES.2018-01-19T12_59_17.463.fits
387,UVES.2018-02-01T10_31_31.904.fits,437,58150.438563699,EDIBLES_raw_all/UVES.2018-02-01T10_31_31.904.fits
388,UVES.2018-02-01T10_33_54.606.fits,437,58150.44021535,EDIBLES_raw_all/UVES.2018-02-01T10_33_54.606.fits
389,UVES.2018-02-11T11_05_59.294.fits,437,58160.462491826,EDIBLES_raw_all/UVES.2018-02-11T11_05_59.294.fits
390,UVES.2018-02-11T13_36_04.141.fits,437,58160.566714589,EDIBLES_raw_all/UVES.2018-02-11T13_36_04.141.fits
391,UVES.2018-02-14T12_50_52.039.fits,437,58163.535324517,EDIBLES_raw_all/UVES.2018-02-14T12_50_52.039.fits
392,UVES.2018-02-14T12_53_16.942.fits,437,58163.53700164,EDIBLES_raw_all/UVES.2018-02-14T12_53_16.942.fits
393,UVES.2018-02-18T12_20_32.557.fits,437,58167.514265715,EDIBLES_raw_all/UVES.2018-02-18T12_20_32.557.fits
394,UVES.2018-03-17T11_31_17.943.fits,437,58194.480068775,EDIBLES_raw_all/UVES.2018-03-17T11_31_17.943.fits
395,UVES.2018-03-18T11_33_59.502.fits,437,58195.481938682,EDIBLES_raw_all/UVES.2018-03-18T11_33_59.502.fits
396,UVES.2018-03-18T13_13_04.381.fits,437,58195.550745146,EDIBLES_raw_all/UVES.2018-03-18T13_13_04.381.fits
397,UVES.2018-06-19T10_41_16.891.fits,437,58288.44533439,EDIBLES_raw_all/UVES.2018-06-19T10_41_16.891.fits
398,UVES.2018-06-27T12_10_23.032.fits,437,58296.507211025,EDIBLES_raw_all/UVES.2018-06-27T12_10_23.032.fits
399,UVES.2018-06-29T11_49_42.230.fits,437,58298.492849881,EDIBLES_raw_all/UVES.2018-06-29T11_49_42.230.fits
400,UVES.2018-07-13T11_09_32.415.fits,437,58312.464958514,EDIBLES_raw_all/UVES.2018-07-13T11_09_32.415.fits
401,UVES.2018-07-17T11_48_02.441.fits,437,58316.491694919,EDIBLES_raw_all/UVES.2018-07-17T11_48_02.441.fits
402,UVES.2018-07-18T12_42_07.074.fits,437,58317.529248541,EDIBLES_raw_all/UVES.2018-07-18T12_42_07.074.fits
403,UVES.2018-07-21T11_46_10.564.fits,437,58320.490400046,EDIBLES_raw_all/UVES.2018-07-21T11_46_10.564.fits
404,UVES.2018-07-31T12_04_28.211.fits,437,58330.503104295,EDIBLES_raw_all/UVES.2018-07-31T12_04_28.211.fits
405,UVES.2018-08-01T10_42_11.724.fits,437,58331.445969035,EDIBLES_raw_all/UVES.2018-08-01T10_42_11.724.fits
406,UVES.2018-08-24T11_45_25.025.fits,437,58354.489872975,EDIBLES_raw_all/UVES.2018-08-24T11_45_25.025.fits
407,UVES.2018-08-24T11_47_58.589.fits,437,58354.491650328,EDIBLES_raw_all/UVES.2018-08-24T11_47_58.589.fits
408,UVES.2018-08-28T11_00_59.124.fits,437,58358.459017639,EDIBLES_raw_all/UVES.2018-08-28T11_00_59.124.fits
409,UVES.2018-09-02T11_25_04.003.fits,437,58363.475740768,EDIBLES_raw_all/UVES.2018-09-02T11_25_04.003.fits
410,UVES.2018-09-05T11_38_59.860.fits,437,58366.485415053,EDIBLES_raw_all/UVES.2018-09-05T11_38_59.860.fits
411,UVES.2018-09-07T11_36_55.103.fits,437,58368.483971099,EDIBLES_raw_all/UVES.2018-09-07T11_36_55.103.fits
412,UVES.2018-09-11T11_26_54.025.fits,437,58372.47701418,EDIBLES_raw_all/UVES.2018-09-11T11_26_54.025.fits
413,UVES.2018-09-12T12_33_39.781.fits,437,58373.523377101,EDIBLES_raw_all/UVES.2018-09-12T12_33_39.781.fits
414,UVES.2018-09-28T10_36_29.959.fits,437,58389.442013424,EDIBLES_raw_all/UVES.2018-09-28T10_36_29.959.fits
415,UVES.2018-10-01T10_41_37.455.fits,437,58392.445572396,EDIBLES_raw_all/UVES.2018-10-01T10_41_37.455.fits
416,UVES.2018-10-06T10_04_18.618.fits,437,58397.419659933,EDIBLES_raw_all/UVES.2018-10-06T10_04_18.618.fits
417,UVES.2018-10-09T11_05_22.886.fits,437,58400.462070445,EDIBLES_raw_all/UVES.2018-10-09T11_05_22.886.fits
418,UVES.2018-12-19T10_52_13.092.fits,437,58471.4529293,calib_raw/UVES.2018-12-19T10_52_13.092.fits
419,UVES.2019-01-03T10_22_13.722.fits,437,58486.432103264,calib_raw/UVES.2019-01-03T10_22_13.722.fits
420,UVES.2019-01-03T10_22_13.722.fits,437,58486.432103264,EDIBLES_raw_all/UVES.2019-01-03T10_22_13.722.fits
421,UVES.2019-01-06T11_32_22.629.fits,437,58489.480817467,EDIBLES_raw_all/UVES.2019-01-06T11_32_22.629.fits
422,UVES.2019-01-30T09_55_44.963.fits,437,58513.413714853,EDIBLES_raw_all/UVES.2019-01-30T09_55_44.963.fits
423,UVES.2019-02-03T12_35_28.135.fits,437,58517.52463119,calib_raw/UVES.2019-02-03T12_35_28.135.fits
424,UVES.2019-02-03T12_35_28.135.fits,437,58517.52463119,EDIBLES_raw_all/UVES.2019-02-03T12_35_28.135.fits
425,UVES.2019-02-13T12_04_43.171.fits,437,58527.503277437,EDIBLES_raw_all/UVES.2019-02-13T12_04_43.171.fits
426,UVES.2019-03-25T11_38_18.169.fits,437,58567.484932512,calib_raw/UVES.2019-03-25T11_38_18.169.fits
427,UVES.2019-03-25T11_38_18.169.fits,437,58567.484932512,EDIBLES_raw_all/UVES.2019-03-25T11_38_18.169.fits
428,UVES.2019-03-27T11_36_35.489.fits,437,58569.483744085,EDIBLES_raw_all/UVES.2019-03-27T11_36_35.489.fits
429,UVES.2019-04-20T12_21_32.782.fits,437,58593.514962762,calib_raw/UVES.2019-04-20T12_21_32.782.fits
430,UVES.2019-04-25T09_57_51.137.fits,437,58598.415175204,calib_raw/UVES.2019-04-25T09_57_51.137.fits
431,UVES.2019-05-06T11_59_17.190.fits,437,58609.499504515,calib_raw/UVES.2019-05-06T11_59_17.190.fits
432,UVES.2019-05-22T12_55_27.091.fits,437,58625.538508,calib_raw/UVES.2019-05-22T12_55_27.091.fits
433,UVES.2019-06-08T11_47_00.113.fits,437,58642.490973527,calib_raw/UVES.2019-06-08T11_47_00.113.fits
434,UVES.2019-07-03T12_22_41.744.fits,437,58667.515760926,calib_raw/UVES.2019-07-03T12_22_41.744.fits
435,UVES.2019-07-06T11_25_41.028.fits,437,58670.476169308,calib_raw/UVES.2019-07-06T11_25_41.028.fits
436,UVES.2019-07-14T12_10_49.654.fits,437,58678.507519136,calib_raw/UVES.2019-07-14T12_10_49.654.fits
437,UVES.2019-07-28T12_01_22.132.fits,437,58692.500950595,calib_raw/UVES.2019-07-28T12_01_22.132.fits
438,UVES.2019-08-14T11_48_15.888.fits,437,58709.491850556,calib_raw/UVES.2019-08-14T11_48_15.888.fits
439,UVES.2019-10-02T16_10_12.943.fits,437,58758.673760917,calib_raw/UVES.2019-10-02T16_10_12.943.fits
440,UVES.2019-10-17T10_13_44.753.fits,437,58773.42621242,calib_raw/UVES.2019-10-17T10_13_44.753.fits
441,UVES.2019-11-03T10_26_21.549.fits,437,58790.434971632,calib_raw/UVES.2019-11-03T10_26_21.549.fits
442,UVES.2019-11-12T08_51_55.995.fits,437,58799.369398086,calib_raw/UVES.2019-11-12T08_51_55.995.fits
443,UVES.2014-09-14T09_23_23.895.fits,564,56914.391248793,EDIBLES_raw_all/UVES.2014-09-14T09_23_23.895.fits
444,UVES.2014-09-17T10_38_23.825.fits,564,56917.443331314,EDIBLES_raw_all/UVES.2014-09-17T10_38_23.825.fits
445,UVES.2014-09-20T11_44_57.533.fits,564,56920.489554781,EDIBLES_raw_all/UVES.2014-09-20T11_44_57.533.fits
446,UVES.2014-09-23T11_36_25.373.fits,564,56923.483627001,EDIBLES_raw_all/UVES.2014-09-23T11_36_25.373.fits
447,UVES.2014-09-24T12_15_52.608.fits,564,56924.511025561,EDIBLES_raw_all/UVES.2014-09-24T12_15_52.608.fits
448,UVES.2014-09-26T12_03_58.092.fits,564,56926.502755702,EDIBLES_raw_all/UVES.2014-09-26T12_03_58.092.fits
449,UVES.2014-09-27T10_20_27.760.fits,564,56927.430876849,EDIBLES_raw_all/UVES.2014-09-27T10_20_27.760.fits
450,UVES.2014-09-29T11_41_16.283.fits,564,56929.486994024,EDIBLES_raw_all/UVES.2014-09-29T11_41_16.283.fits
451,UVES.2014-10-01T11_30_35.371.fits,564,56931.479576048,EDIBLES_raw_all/UVES.2014-10-01T11_30_35.371.fits
452,UVES.2014-10-06T12_45_42.866.fits,564,56936.531746144,EDIBLES_raw_all/UVES.2014-10-06T12_45_42.866.fits
453,UVES.2014-10-08T11_42_36.934.fits,564,56938.487927483,EDIBLES_raw_all/UVES.2014-10-08T11_42_36.934.fits
454,UVES.2014-10-10T11_29_35.206.fits,564,56940.478879696,EDIBLES_raw_all/UVES.2014-10-10T11_29_35.206.fits
455,UVES.2014-10-13T10_59_55.857.fits,564,56943.458285376,EDIBLES_raw_all/UVES.2014-10-13T10_59_55.857.fits
456,UVES.2014-10-15T11_58_03.279.fits,564,56945.498649058,EDIBLES_raw_all/UVES.2014-10-15T11_58_03.279.fits
457,UVES.2014-10-29T11_42_15.771.fits,564,56959.487682536,EDIBLES_raw_all/UVES.2014-10-29T11_42_15.771.fits
458,UVES.2014-10-29T12_52_07.636.fits,564,56959.536199491,EDIBLES_raw_all/UVES.2014-10-29T12_52_07.636.fits
459,UVES.2014-11-04T10_41_28.325.fits,564,56965.445466721,EDIBLES_raw_all/UVES.2014-11-04T10_41_28.325.fits
460,UVES.2014-11-05T11_26_38.703.fits,564,56966.476836837,EDIBLES_raw_all/UVES.2014-11-05T11_26_38.703.fits
461,UVES.2014-11-19T10_40_48.473.fits,564,56980.445005476,EDIBLES_raw_all/UVES.2014-11-19T10_40_48.473.fits
462,UVES.2014-11-22T10_26_10.959.fits,564,56983.434849059,EDIBLES_raw_all/UVES.2014-11-22T10_26_10.959.fits
463,UVES.2014-12-10T09_44_55.137.fits,564,57001.406193707,EDIBLES_raw_all/UVES.2014-12-10T09_44_55.137.fits
464,UVES.2014-12-10T10_44_14.550.fits,564,57001.447390628,EDIBLES_raw_all/UVES.2014-12-10T10_44_14.550.fits
465,UVES.2014-12-14T11_50_08.841.fits,564,57005.49315788,EDIBLES_raw_all/UVES.2014-12-14T11_50_08.841.fits
466,UVES.2014-12-17T10_46_05.916.fits,564,57008.448679581,EDIBLES_raw_all/UVES.2014-12-17T10_46_05.916.fits
467,UVES.2014-12-21T11_59_58.232.fits,564,57012.499979544,EDIBLES_raw_all/UVES.2014-12-21T11_59_58.232.fits
468,UVES.2014-12-24T12_30_46.625.fits,564,57015.521372973,EDIBLES_raw_all/UVES.2014-12-24T12_30_46.625.fits
469,UVES.2015-01-07T11_17_18.729.fits,564,57029.470355658,EDIBLES_raw_all/UVES.2015-01-07T11_17_18.729.fits
470,UVES.2015-01-14T09_58_32.923.fits,564,57036.415658833,EDIBLES_raw_all/UVES.2015-01-14T09_58_32.923.fits
471,UVES.2015-01-14T11_03_30.111.fits,564,57036.460765174,EDIBLES_raw_all/UVES.2015-01-14T11_03_30.111.fits
472,UVES.2015-01-20T10_45_44.138.fits,564,57042.448427521,EDIBLES_raw_all/UVES.2015-01-20T10_45_44.138.fits
473,UVES.2015-01-28T10_32_16.091.fits,564,57050.439075134,EDIBLES_raw_all/UVES.2015-01-28T10_32_16.091.fits
474,UVES.2015-01-30T07_08_47.941.fits,564,57052.297777092,EDIBLES_raw_all/UVES.2015-01-30T07_08_47.941.fits
475,UVES.2015-02-12T12_28_58.738.fits,564,57065.520124277,EDIBLES_raw_all/UVES.2015-02-12T12_28_58.738.fits
476,UVES.2015-02-16T11_20_29.685.fits,564,57069.472565797,EDIBLES_raw_all/UVES.2015-02-16T11_20_29.685.fits
477,UVES.2015-02-18T11_35_52.882.fits,564,57071.483250953,EDIBLES_raw_all/UVES.2015-02-18T11_35_52.882.fits
478,UVES.2015-02-19T10_31_59.619.fits,564,57072.438884477,EDIBLES_raw_all/UVES.2015-02-19T10_31_59.619.fits
479,UVES.2015-02-25T11_27_57.458.fits,564,57078.477748362,EDIBLES_raw_all/UVES.2015-02-25T11_27_57.458.fits
480,UVES.2015-02-27T11_22_43.693.fits,564,57080.474116818,EDIBLES_raw_all/UVES.2015-02-27T11_22_43.693.fits
481,UVES.2015-04-20T12_20_15.801.fits,564,57132.514071774,EDIBLES_raw_all/UVES.2015-04-20T12_20_15.801.fits
482,UVES.2015-04-24T11_14_55.844.fits,564,57136.4687019,EDIBLES_raw_all/UVES.2015-04-24T11_14_55.844.fits
483,UVES.2015-05-28T12_19_20.753.fits,564,57170.513434638,EDIBLES_raw_all/UVES.2015-05-28T12_19_20.753.fits
484,UVES.2015-05-30T12_13_37.346.fits,564,57172.509460018,EDIBLES_raw_all/UVES.2015-05-30T12_13_37.346.fits
485,UVES.2015-06-03T11_58_01.138.fits,564,57176.498624278,EDIBLES_raw_all/UVES.2015-06-03T11_58_01.138.fits
486,UVES.2015-06-18T12_16_28.407.fits,564,57191.511439897,EDIBLES_raw_all/UVES.2015-06-18T12_16_28.407.fits
487,UVES.2015-06-18T13_46_56.102.fits,564,57191.574260443,EDIBLES_raw_all/UVES.2015-06-18T13_46_56.102.fits
488,UVES.2015-06-26T13_40_03.043.fits,564,57199.569479659,EDIBLES_raw_all/UVES.2015-06-26T13_40_03.043.fits
489,UVES.2015-06-30T12_56_31.523.fits,564,57203.539253741,EDIBLES_raw_all/UVES.2015-06-30T12_56_31.523.fits
490,UVES.2015-07-02T18_48_07.456.fits,564,57205.783419629,EDIBLES_raw_all/UVES.2015-07-02T18_48_07.456.fits
491,UVES.2015-07-03T12_00_46.274.fits,564,57206.500535579,EDIBLES_raw_all/UVES.2015-07-03T12_00_46.274.fits
492,UVES.2015-07-16T12_40_00.245.fits,564,57219.527780607,EDIBLES_raw_all/UVES.2015-07-16T12_40_00.245.fits
493,UVES.2015-07-20T13_18_02.656.fits,564,57223.554197409,EDIBLES_raw_all/UVES.2015-07-20T13_18_02.656.fits
494,UVES.2015-08-16T09_34_35.700.fits,564,57250.399024306,EDIBLES_raw_all/UVES.2015-08-16T09_34_35.700.fits
495,UVES.2015-08-16T10_40_09.087.fits,564,57250.444549617,EDIBLES_raw_all/UVES.2015-08-16T10_40_09.087.fits
496,UVES.2015-08-17T07_33_46.545.fits,564,57251.315122053,EDIBLES_raw_all/UVES.2015-08-17T07_33_46.545.fits
497,UVES.2015-08-21T14_10_25.435.fits,564,57255.590572155,EDIBLES_raw_all/UVES.2015-08-21T14_10_25.435.fits
498,UVES.2015-08-23T12_43_29.519.fits,564,57257.530202769,EDIBLES_raw_all/UVES.2015-08-23T12_43_29.519.fits
499,UVES.2015-09-11T11_17_15.318.fits,564,57276.470316175,EDIBLES_raw_all/UVES.2015-09-11T11_17_15.318.fits
500,UVES.2015-09-13T13_30_47.039.fits,564,57278.563044432,EDIBLES_raw_all/UVES.2015-09-13T13_30_47.039.fits
501,UVES.2015-09-18T11_43_58.275.fits,564,57283.488868915,EDIBLES_raw_all/UVES.2015-09-18T11_43_58.275.fits
502,UVES.2015-09-20T12_03_00.211.fits,564,57285.502085769,EDIBLES_raw_all/UVES.2015-09-20T12_03_00.211.fits
503,UVES.2015-09-27T11_16_39.580.fits,564,57292.469902546,EDIBLES_raw_all/UVES.2015-09-27T11_16_39.580.fits
504,UVES.2015-09-27T13_38_51.570.fits,564,57292.568652427,EDIBLES_raw_all/UVES.2015-09-27T13_38_51.570.fits
505,UVES.2015-09-30T12_10_37.001.fits,564,57295.507372702,EDIBLES_raw_all/UVES.2015-09-30T12_10_37.001.fits
506,UVES.2015-10-11T13_23_49.322.fits,564,57306.558209747,EDIBLES_raw_all/UVES.2015-10-11T13_23_49.322.fits
507,UVES.2015-10-15T12_01_59.648.fits,564,57310.501384817,EDIBLES_raw_all/UVES.2015-10-15T12_01_59.648.fits
508,UVES.2015-11-09T10_33_47.066.fits,564,57335.44012808,EDIBLES_raw_all/UVES.2015-11-09T10_33_47.066.fits
509,UVES.2015-11-14T10_54_20.906.fits,564,57340.454408643,EDIBLES_raw_all/UVES.2015-11-14T10_54_20.906.fits
510,UVES.2015-11-21T10_51_08.642.fits,564,57347.452183355,EDIBLES_raw_all/UVES.2015-11-21T10_51_08.642.fits
511,UVES.2015-11-23T10_30_33.455.fits,564,57349.437887208,EDIBLES_raw_all/UVES.2015-11-23T10_30_33.455.fits
512,UVES.2015-11-30T10_53_17.682.fits,564,57356.453676867,calib_raw/UVES.2015-11-30T10_53_17.682.fits
513,UVES.2015-12-14T10_46_20.662.fits,564,57370.448850261,calib_raw/UVES.2015-12-14T10_46_20.662.fits
514,UVES.2015-12-21T10_46_26.180.fits,564,57377.448914117,calib_raw/UVES.2015-12-21T10_46_26.180.fits
515,UVES.2015-12-22T10_29_08.474.fits,564,57378.436903642,calib_raw/UVES.2015-12-22T10_29_08.474.fits
516,UVES.2015-12-28T11_14_27.834.fits,564,57384.468377713,calib_raw/UVES.2015-12-28T11_14_27.834.fits
517,UVES.2016-01-04T11_08_29.169.fits,564,57391.464226489,calib_raw/UVES.2016-01-04T11_08_29.169.fits
518,UVES.2016-01-11T10_41_55.144.fits,564,57398.445777134,calib_raw/UVES.2016-01-11T10_41_55.144.fits
519,UVES.2016-01-18T11_45_18.613.fits,564,57405.489798765,calib_raw/UVES.2016-01-18T11_45_18.613.fits
520,UVES.2016-01-25T11_56_00.347.fits,564,57412.49722624,calib_raw/UVES.2016-01-25T11_56_00.347.fits
521,UVES.2016-02-01T12_19_17.189.fits,564,57419.51339339,calib_raw/UVES.2016-02-01T12_19_17.189.fits
522,UVES.2016-02-08T12_16_57.332.fits,564,57426.511774681,calib_raw/UVES.2016-02-08T12_16_57.332.fits
523,UVES.2016-02-15T11_55_02.705.fits,564,57433.496559094,calib_raw/UVES.2016-02-15T11_55_02.705.fits
524,UVES.2016-02-21T12_48_32.176.fits,564,57439.533705743,calib_raw/UVES.2016-02-21T12_48_32.176.fits
525,UVES.2016-02-21T12_48_32.176.fits,564,57439.533705743,EDIBLES_raw_all/UVES.2016-02-21T12_48_32.176.fits
526,UVES.2016-02-22T11_43_28.745.fits,564,57440.488527143,calib_raw/UVES.2016-02-22T11_43_28.745.fits
527,UVES.2016-02-22T11_43_28.745.fits,564,57440.488527143,EDIBLES_raw_all/UVES.2016-02-22T11_43_28.745.fits
528,UVES.2016-02-29T12_13_10.834.fits,564,57447.509153173,calib_raw/UVES.2016-02-29T12_13_10.834.fits
529,UVES.2016-03-18T11_49_00.120.fits,564,57465.492362504,EDIBLES_raw_all/UVES.2016-03-18T11_49_00.120.fits
530,UVES.2016-03-21T11_57_45.359.fits,564,57468.498441649,EDIBLES_raw_all/UVES.2016-03-21T11_57_45.359.fits
