
OBJECT,RA,DEC,Program_ID,Instrument,Category,Type,Mode,Dataset ID,Release_Date,TPL ID,TPL START,Exptime,filter_lambda_min,filter_lambda_max,Filter,MJD-OBS,Airmass,DIMM Seeing at Start
"LAMP,FLAT",08:40:56.54,-32:53:28.1,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-03T10:36:08.934,Jan  3 2014,UVES_dic2_cal_flatfree,2014-01-03T10:34:56,    50.001,,,"FREE,HER_5",56660.441770,1.000,-1.00
"LAMP,FLAT",08:40:56.54,-32:53:28.1,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-03T10:38:06.044,Jan  3 2014,UVES_dic2_cal_flatfree,2014-01-03T10:34:56,    50.001,,,"FREE,HER_5",56660.443126,1.000,-1.00
"LAMP,FLAT",08:40:56.54,-32:53:28.1,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-03T10:40:02.965,Jan  3 2014,UVES_dic2_cal_flatfree,2014-01-03T10:34:56,    50.001,,,"FREE,HER_5",56660.444479,1.000,-1.00
"LAMP,FLAT",08:40:56.54,-32:53:28.1,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-03T10:42:00.065,Jan  3 2014,UVES_dic2_cal_flatfree,2014-01-03T10:34:56,    50.001,,,"FREE,HER_5",56660.445834,1.000,-1.00
"LAMP,FLAT",08:40:56.54,-32:53:28.1,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-03T10:43:56.895,Jan  3 2014,UVES_dic2_cal_flatfree,2014-01-03T10:34:56,    50.001,,,"FREE,HER_5",56660.447186,1.000,-1.00
"LAMP,FLAT",08:40:56.54,-32:53:28.1,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-03T12:02:41.889,Jan  3 2014,UVES_dic2_cal_flatfree,2014-01-03T12:01:48,    45.931,,,"FREE,HER_5",56660.501874,1.000,-1.00
"LAMP,FLAT",08:40:56.54,-32:53:28.1,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-03T12:04:34.808,Jan  3 2014,UVES_dic2_cal_flatfree,2014-01-03T12:01:48,    45.931,,,"FREE,HER_5",56660.503181,1.000,-1.00
"LAMP,FLAT",08:40:56.54,-32:53:28.1,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-03T12:06:28.009,Jan  3 2014,UVES_dic2_cal_flatfree,2014-01-03T12:01:48,    45.931,,,"FREE,HER_5",56660.504491,1.000,-1.00
"LAMP,FLAT",08:40:56.54,-32:53:28.1,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-03T12:08:20.948,Jan  3 2014,UVES_dic2_cal_flatfree,2014-01-03T12:01:48,    45.931,,,"FREE,HER_5",56660.505798,1.000,-1.00
"LAMP,FLAT",08:40:56.54,-32:53:28.1,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-03T12:10:13.528,Jan  3 2014,UVES_dic2_cal_flatfree,2014-01-03T12:01:48,    45.931,,,"FREE,HER_5",56660.507101,1.000,-1.00
"LAMP,FLAT",10:48:30.00,+10:37:21.8,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-04T10:48:39.641,Jan  4 2014,UVES_dic2_cal_flatfree,2014-01-04T10:47:46,     2.791,,,"FREE,HER_5",56661.450459,1.000,-1.00
"LAMP,FLAT",10:48:30.00,+10:37:21.8,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-04T10:49:51.917,Jan  4 2014,UVES_dic2_cal_flatfree,2014-01-04T10:47:46,     2.791,,,"FREE,HER_5",56661.451295,1.000,-1.00
"LAMP,FLAT",10:48:30.00,+10:37:21.8,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-04T10:51:04.714,Jan  4 2014,UVES_dic2_cal_flatfree,2014-01-04T10:47:46,     2.791,,,"FREE,HER_5",56661.452138,1.000,-1.00
"LAMP,FLAT",10:48:30.00,+10:37:21.8,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-04T10:52:17.000,Jan  4 2014,UVES_dic2_cal_flatfree,2014-01-04T10:47:46,     2.791,,,"FREE,HER_5",56661.452975,1.000,-1.00
"LAMP,FLAT",10:48:30.00,+10:37:21.8,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-04T10:53:29.436,Jan  4 2014,UVES_dic2_cal_flatfree,2014-01-04T10:47:46,     2.791,,,"FREE,HER_5",56661.453813,1.000,-1.00
"LAMP,FLAT",10:48:30.00,+10:37:21.8,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-04T10:55:02.114,Jan  4 2014,UVES_dic2_cal_flatfree,2014-01-04T10:54:08,     3.721,,,"FREE,HER_5",56661.454886,1.000,-1.00
"LAMP,FLAT",10:48:30.00,+10:37:21.8,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-04T10:56:15.751,Jan  4 2014,UVES_dic2_cal_flatfree,2014-01-04T10:54:08,     3.721,,,"FREE,HER_5",56661.455738,1.000,-1.00
"LAMP,FLAT",10:48:30.00,+10:37:21.8,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-04T10:57:29.678,Jan  4 2014,UVES_dic2_cal_flatfree,2014-01-04T10:54:08,     3.721,,,"FREE,HER_5",56661.456593,1.000,-1.00
"LAMP,FLAT",10:48:30.00,+10:37:21.8,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-04T10:58:43.084,Jan  4 2014,UVES_dic2_cal_flatfree,2014-01-04T10:54:08,     3.721,,,"FREE,HER_5",56661.457443,1.000,-1.00
"LAMP,FLAT",10:48:30.00,+10:37:21.8,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-04T10:59:56.870,Jan  4 2014,UVES_dic2_cal_flatfree,2014-01-04T10:54:08,     3.721,,,"FREE,HER_5",56661.458297,1.000,-1.00
"LAMP,FLAT",10:48:30.00,+10:37:21.8,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-04T11:01:49.270,Jan  4 2014,UVES_dic2_cal_flatfree,2014-01-04T11:00:36,   179.711,,,"FREE,HER_5",56661.459598,1.000,-1.00
"LAMP,FLAT",10:48:30.00,+10:37:21.8,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-04T11:05:33.230,Jan  4 2014,UVES_dic2_cal_flatfree,2014-01-04T11:00:36,   179.711,,,"FREE,HER_5",56661.462190,1.000,-1.00
"LAMP,FLAT",10:48:30.00,+10:37:21.8,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-04T11:09:17.090,Jan  4 2014,UVES_dic2_cal_flatfree,2014-01-04T11:00:36,   179.711,,,"FREE,HER_5",56661.464781,1.000,-1.00
"LAMP,FLAT",10:48:30.00,+10:37:21.8,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-04T11:13:00.869,Jan  4 2014,UVES_dic2_cal_flatfree,2014-01-04T11:00:36,   179.711,,,"FREE,HER_5",56661.467371,1.000,-1.00
"LAMP,FLAT",10:48:30.00,+10:37:21.8,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-04T11:16:44.518,Jan  4 2014,UVES_dic2_cal_flatfree,2014-01-04T11:00:36,   179.711,,,"FREE,HER_5",56661.469960,1.000,-1.00
"LAMP,FLAT",08:40:56.49,-32:53:27.3,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-06T10:49:59.354,Jan  6 2014,UVES_dic2_cal_flatfree,2014-01-06T10:49:03,   179.711,,,"FREE,HER_5",56663.451381,1.000,-1.00
"LAMP,FLAT",08:40:56.49,-32:53:27.3,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-06T10:53:43.595,Jan  6 2014,UVES_dic2_cal_flatfree,2014-01-06T10:49:03,   179.711,,,"FREE,HER_5",56663.453977,1.000,-1.00
"LAMP,FLAT",08:40:56.49,-32:53:27.3,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-06T10:57:27.614,Jan  6 2014,UVES_dic2_cal_flatfree,2014-01-06T10:49:03,   179.711,,,"FREE,HER_5",56663.456570,1.000,-1.00
"LAMP,FLAT",08:40:56.49,-32:53:27.3,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-06T11:01:10.384,Jan  6 2014,UVES_dic2_cal_flatfree,2014-01-06T10:49:03,   179.711,,,"FREE,HER_5",56663.459148,1.000,-1.00
"LAMP,FLAT",08:40:56.49,-32:53:27.3,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-06T11:04:54.104,Jan  6 2014,UVES_dic2_cal_flatfree,2014-01-06T10:49:03,   179.711,,,"FREE,HER_5",56663.461737,1.000,-1.00
"LAMP,FLAT",09:06:50.41,+14:04:46.6,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-08T20:51:43.148,Jan  8 2014,UVES_dic2_cal_flatfree,2014-01-08T20:50:49,    45.930,,,"FREE,HER_5",56665.869249,1.000,-1.00
"LAMP,FLAT",09:06:50.41,+14:04:46.6,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-08T20:53:35.789,Jan  8 2014,UVES_dic2_cal_flatfree,2014-01-08T20:50:49,    45.930,,,"FREE,HER_5",56665.870553,1.000,-1.00
"LAMP,FLAT",09:06:50.41,+14:04:46.6,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-08T20:55:28.459,Jan  8 2014,UVES_dic2_cal_flatfree,2014-01-08T20:50:49,    45.931,,,"FREE,HER_5",56665.871857,1.000,-1.00
