
OBJECT,RA,DEC,Program_ID,Instrument,Category,Type,Mode,Dataset ID,Release_Date,TPL ID,TPL START,Exptime,filter_lambda_min,filter_lambda_max,Filter,MJD-OBS,Airmass,DIMM Seeing at Start
"LAMP,FLAT",05:27:25.89,-69:47:35.4,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-02T09:12:04.833,Jan  2 2014,UVES_dic1_cal_flatfree,2014-01-02T09:11:16,     0.589,,,"FREE,SHP700",56659.383389,1.000,1.74
 ,05:27:25.89,-69:47:35.4,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-02T09:13:19.800,Jan  2 2014,UVES_dic1_cal_flatfree,2014-01-02T09:11:16,     0.589,,,"FREE,SHP700",56659.384257,1.000,1.86
 ,05:27:25.89,-69:47:35.4,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-02T09:14:34.848,Jan  2 2014,UVES_dic1_cal_flatfree,2014-01-02T09:11:16,     0.589,,,"FREE,SHP700",56659.385126,1.000,1.46
 ,05:27:25.89,-69:47:35.4,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-02T09:15:49.835,Jan  2 2014,UVES_dic1_cal_flatfree,2014-01-02T09:11:16,     0.589,,,"FREE,SHP700",56659.385993,1.000,1.66
 ,05:27:25.89,-69:47:35.4,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-02T09:17:04.842,Jan  2 2014,UVES_dic1_cal_flatfree,2014-01-02T09:11:16,     0.589,,,"FREE,SHP700",56659.386862,1.000,1.88
"LAMP,FLAT",08:40:56.54,-32:53:28.1,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-03T10:52:59.109,Jan  3 2014,UVES_dic1_cal_flatfree,2014-01-03T10:50:48,     8.999,,,"FREE,SHP700",56660.453462,1.000,-1.00
 ,08:40:56.54,-32:53:28.1,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-03T10:54:16.696,Jan  3 2014,UVES_dic1_cal_flatfree,2014-01-03T10:50:48,     8.999,,,"FREE,SHP700",56660.454360,1.000,-1.00
 ,08:40:56.54,-32:53:28.1,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-03T10:55:34.074,Jan  3 2014,UVES_dic1_cal_flatfree,2014-01-03T10:50:48,     8.999,,,"FREE,SHP700",56660.455255,1.000,-1.00
 ,08:40:56.54,-32:53:28.1,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-03T10:56:51.652,Jan  3 2014,UVES_dic1_cal_flatfree,2014-01-03T10:50:48,     9.000,,,"FREE,SHP700",56660.456153,1.000,-1.00
 ,08:40:56.54,-32:53:28.1,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-03T10:58:09.289,Jan  3 2014,UVES_dic1_cal_flatfree,2014-01-03T10:50:48,     9.000,,,"FREE,SHP700",56660.457052,1.000,-1.00
"LAMP,FLAT",08:40:56.54,-32:53:28.1,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-03T11:05:38.664,Jan  3 2014,UVES_dic1_cal_flatfree,2014-01-03T11:04:32,     8.999,,,"FREE,SHP700",56660.462253,1.000,-1.00
 ,08:40:56.54,-32:53:28.1,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-03T11:06:56.691,Jan  3 2014,UVES_dic1_cal_flatfree,2014-01-03T11:04:32,     8.999,,,"FREE,SHP700",56660.463156,1.000,-1.00
 ,08:40:56.54,-32:53:28.1,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-03T11:08:15.069,Jan  3 2014,UVES_dic1_cal_flatfree,2014-01-03T11:04:32,     8.999,,,"FREE,SHP700",56660.464063,1.000,-1.00
 ,08:40:56.54,-32:53:28.1,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-03T11:09:33.076,Jan  3 2014,UVES_dic1_cal_flatfree,2014-01-03T11:04:32,     8.999,,,"FREE,SHP700",56660.464966,1.000,-1.00
 ,08:40:56.54,-32:53:28.1,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-03T11:10:50.205,Jan  3 2014,UVES_dic1_cal_flatfree,2014-01-03T11:04:32,     9.000,,,"FREE,SHP700",56660.465859,1.000,-1.00
"LAMP,FLAT",10:48:30.00,+10:37:21.8,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-04T11:29:51.328,Jan  4 2014,UVES_dic1_cal_flatfree,2014-01-04T11:29:02,     0.789,,,"FREE,SHP700",56661.479066,1.000,-1.00
 ,10:48:30.00,+10:37:21.8,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-04T11:31:06.216,Jan  4 2014,UVES_dic1_cal_flatfree,2014-01-04T11:29:02,     0.789,,,"FREE,SHP700",56661.479933,1.000,-1.00
 ,10:48:30.00,+10:37:21.8,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-04T11:32:21.193,Jan  4 2014,UVES_dic1_cal_flatfree,2014-01-04T11:29:02,     0.789,,,"FREE,SHP700",56661.480801,1.000,-1.00
 ,10:48:30.00,+10:37:21.8,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-04T11:33:36.170,Jan  4 2014,UVES_dic1_cal_flatfree,2014-01-04T11:29:02,     0.789,,,"FREE,SHP700",56661.481669,1.000,-1.00
 ,10:48:30.00,+10:37:21.8,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-04T11:34:51.168,Jan  4 2014,UVES_dic1_cal_flatfree,2014-01-04T11:29:02,     0.789,,,"FREE,SHP700",56661.482537,1.000,-1.00
"LAMP,FLAT",10:48:29.97,+10:37:21.9,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-05T10:12:55.568,Jan  5 2014,UVES_dic1_cal_flatfree,2014-01-05T10:10:46,     0.510,,,"FREE,SHP700",56662.425643,1.000,-1.00
 ,10:48:29.97,+10:37:21.9,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-05T10:14:10.626,Jan  5 2014,UVES_dic1_cal_flatfree,2014-01-05T10:10:46,     0.509,,,"FREE,SHP700",56662.426512,1.000,-1.00
 ,10:48:29.97,+10:37:21.9,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-05T10:15:24.923,Jan  5 2014,UVES_dic1_cal_flatfree,2014-01-05T10:10:46,     0.509,,,"FREE,SHP700",56662.427372,1.000,-1.00
 ,10:48:29.97,+10:37:21.9,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-05T10:16:39.650,Jan  5 2014,UVES_dic1_cal_flatfree,2014-01-05T10:10:46,     0.509,,,"FREE,SHP700",56662.428237,1.000,-1.00
 ,10:48:29.97,+10:37:21.9,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-05T10:17:54.648,Jan  5 2014,UVES_dic1_cal_flatfree,2014-01-05T10:10:46,     0.509,,,"FREE,SHP700",56662.429105,1.000,-1.00
"LAMP,FLAT",08:40:56.49,-32:53:27.3,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-06T11:15:01.304,Jan  6 2014,UVES_dic1_cal_flatfree,2014-01-06T11:14:12,     0.510,,,"FREE,SHP700",56663.468765,1.000,-1.00
 ,08:40:56.49,-32:53:27.3,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-06T11:16:16.021,Jan  6 2014,UVES_dic1_cal_flatfree,2014-01-06T11:14:12,     0.510,,,"FREE,SHP700",56663.469630,1.000,-1.00
 ,08:40:56.49,-32:53:27.3,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-06T11:17:31.014,Jan  6 2014,UVES_dic1_cal_flatfree,2014-01-06T11:14:12,     0.510,,,"FREE,SHP700",56663.470498,1.000,-1.00
 ,08:40:56.49,-32:53:27.3,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-06T11:18:46.026,Jan  6 2014,UVES_dic1_cal_flatfree,2014-01-06T11:14:12,     0.510,,,"FREE,SHP700",56663.471366,1.000,-1.00
 ,08:40:56.49,-32:53:27.3,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-06T11:20:00.153,Jan  6 2014,UVES_dic1_cal_flatfree,2014-01-06T11:14:12,     0.510,,,"FREE,SHP700",56663.472224,1.000,-1.00
"LAMP,FLAT",08:42:27.14,+02:24:32.1,60.A-9600(D),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-07T09:27:03.337,Jan  7 2014,UVES_dic1_cal_flatfree,2014-01-07T09:26:14,    14.459,,,"FREE,SHP700",56664.393789,1.000,0.73
 ,08:42:27.14,+02:24:32.1,60.A-9600(D),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-07T09:28:26.495,Jan  7 2014,UVES_dic1_cal_flatfree,2014-01-07T09:26:14,    14.460,,,"FREE,SHP700",56664.394751,1.000,0.73
 ,08:42:27.14,+02:24:32.1,60.A-9600(D),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-07T09:29:49.483,Jan  7 2014,UVES_dic1_cal_flatfree,2014-01-07T09:26:14,    14.459,,,"FREE,SHP700",56664.395712,1.000,0.64
 ,08:42:27.14,+02:24:32.1,60.A-9600(D),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-07T09:31:12.482,Jan  7 2014,UVES_dic1_cal_flatfree,2014-01-07T09:26:14,    14.459,,,"FREE,SHP700",56664.396672,1.000,0.65
 ,08:42:27.14,+02:24:32.1,60.A-9600(D),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-07T09:32:35.730,Jan  7 2014,UVES_dic1_cal_flatfree,2014-01-07T09:26:14,    14.459,,,"FREE,SHP700",56664.397636,1.000,0.67
"LAMP,FLAT",09:06:50.41,+14:04:46.6,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-08T21:15:37.256,Jan  8 2014,UVES_dic1_cal_flatfree,2014-01-08T21:14:48,     0.708,,,"FREE,SHP700",56665.885848,1.000,-1.00
 ,09:06:50.41,+14:04:46.6,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-08T21:16:52.203,Jan  8 2014,UVES_dic1_cal_flatfree,2014-01-08T21:14:48,     0.708,,,"FREE,SHP700",56665.886715,1.000,-1.00
 ,09:06:50.41,+14:04:46.6,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-08T21:18:07.150,Jan  8 2014,UVES_dic1_cal_flatfree,2014-01-08T21:14:48,     0.708,,,"FREE,SHP700",56665.887583,1.000,-1.00
 ,09:06:50.41,+14:04:46.6,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-08T21:19:22.168,Jan  8 2014,UVES_dic1_cal_flatfree,2014-01-08T21:14:48,     0.708,,,"FREE,SHP700",56665.888451,1.000,-1.00
 ,09:06:50.41,+14:04:46.6,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-08T21:20:37.125,Jan  8 2014,UVES_dic1_cal_flatfree,2014-01-08T21:14:48,     0.708,,,"FREE,SHP700",56665.889319,1.000,-1.00
"LAMP,FLAT",09:06:50.41,+14:04:46.6,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-08T21:24:02.716,Jan  8 2014,UVES_dic1_cal_flatfree,2014-01-08T21:22:56,     0.788,,,"FREE,SHP700",56665.891698,1.000,-1.00
 ,09:06:50.41,+14:04:46.6,60.A-9022(A),UVES,CALIB,"LAMP,FLAT",ECHELLE,UVES.2014-01-08T21:25:17.133,Jan  8 2014,UVES_dic1_cal_flatfree,2014-01-08T21:22:56,     0.788,,,"FREE,SHP700",56665.892559,1.000,-1.00
