,name,wave,ESO DPR TYPE,DATE-OBS,MJD-OBS,flat_bin
5330,UVES.2014-01-16T10:10:01.375.fits,346.0,"LAMP,FLAT",2014-01-16T10:10:01.374,56673.423627024,1
1345,UVES.2014-01-16T10:11:37.893.fits,346.0,"LAMP,FLAT",2014-01-16T10:11:37.893,56673.424744134,1
1272,UVES.2014-01-16T10:13:14.612.fits,346.0,"LAMP,FLAT",2014-01-16T10:13:14.611,56673.425863559,1
4166,UVES.2014-01-16T10:14:51.399.fits,346.0,"LAMP,FLAT",2014-01-16T10:14:51.399,56673.426983795,1
2403,UVES.2014-01-16T10:16:27.908.fits,346.0,"LAMP,FLAT",2014-01-16T10:16:27.908,56673.428100789,1
5040,UVES.2014-01-27T10:16:46.764.fits,346.0,"LAMP,FMTCHK",2014-01-27T10:16:46.763,56684.428319026,1
697,UVES.2014-01-27T10:18:46.674.fits,346.0,"LAMP,FLAT",2014-01-27T10:18:46.674,56684.429706877,1
3022,UVES.2014-01-27T10:20:23.432.fits,346.0,"LAMP,FLAT",2014-01-27T10:20:23.432,56684.430826765,1
6,UVES.2014-01-27T10:22:00.101.fits,346.0,"LAMP,FLAT",2014-01-27T10:22:00.100,56684.431945611,1
941,UVES.2014-01-27T10:23:36.549.fits,346.0,"LAMP,FLAT",2014-01-27T10:23:36.549,56684.43306191,1
1114,UVES.2014-01-27T10:25:13.017.fits,346.0,"LAMP,FLAT",2014-01-27T10:25:13.017,56684.434178441,1
367,UVES.2014-01-27T11:46:49.688.fits,346.0,"LAMP,ORDERDEF",2014-01-27T11:46:49.688,56684.490852874,1
148,UVES.2014-02-24T10:57:27.344.fits,346.0,"LAMP,FMTCHK",2014-02-24T10:57:27.343,56712.456566479,1
158,UVES.2014-02-24T10:59:31.295.fits,346.0,"LAMP,FLAT",2014-02-24T10:59:31.294,56712.458001095,1
4940,UVES.2014-02-24T11:01:07.973.fits,346.0,"LAMP,FLAT",2014-02-24T11:01:07.973,56712.459120059,1
4789,UVES.2014-02-24T11:02:44.622.fits,346.0,"LAMP,FLAT",2014-02-24T11:02:44.621,56712.460238676,1
5729,UVES.2014-02-24T11:04:21.450.fits,346.0,"LAMP,FLAT",2014-02-24T11:04:21.450,56712.461359376,1
5749,UVES.2014-02-24T11:05:57.718.fits,346.0,"LAMP,FLAT",2014-02-24T11:05:57.718,56712.462473595,1
1543,UVES.2014-02-24T13:22:24.418.fits,346.0,"LAMP,ORDERDEF",2014-02-24T13:22:24.417,56712.557227057,1
4473,UVES.2014-07-02T11:35:46.791.fits,346.0,"LAMP,FMTCHK",2014-07-02T11:35:46.790,56840.483180448,1
6299,UVES.2014-07-02T11:37:38.950.fits,346.0,"LAMP,FLAT",2014-07-02T11:37:38.950,56840.484478589,1
1304,UVES.2014-07-02T11:39:15.608.fits,346.0,"LAMP,FLAT",2014-07-02T11:39:15.608,56840.485597317,1
1994,UVES.2014-07-02T11:40:51.916.fits,346.0,"LAMP,FLAT",2014-07-02T11:40:51.916,56840.486711993,1
396,UVES.2014-07-02T11:42:28.725.fits,346.0,"LAMP,FLAT",2014-07-02T11:42:28.724,56840.487832457,1
1192,UVES.2014-07-02T11:44:05.602.fits,346.0,"LAMP,FLAT",2014-07-02T11:44:05.602,56840.488953731,1
1519,UVES.2014-07-02T13:55:25.051.fits,346.0,"LAMP,ORDERDEF",2014-07-02T13:55:25.051,56840.580151054,1
1851,UVES.2014-07-30T11:34:17.107.fits,346.0,"LAMP,FMTCHK",2014-07-30T11:34:17.106,56868.482142438,1
2718,UVES.2014-07-30T11:37:23.633.fits,346.0,"LAMP,FLAT",2014-07-30T11:37:23.632,56868.484301308,1
1603,UVES.2014-07-30T11:39:00.151.fits,346.0,"LAMP,FLAT",2014-07-30T11:39:00.151,56868.485418419,1
4509,UVES.2014-07-30T11:40:36.850.fits,346.0,"LAMP,FLAT",2014-07-30T11:40:36.849,56868.486537615,1
73,UVES.2014-07-30T11:42:13.559.fits,346.0,"LAMP,FLAT",2014-07-30T11:42:13.558,56868.487656926,1
3294,UVES.2014-07-30T11:43:50.127.fits,346.0,"LAMP,FLAT",2014-07-30T11:43:50.126,56868.488774617,1
2885,UVES.2014-07-30T13:39:48.448.fits,346.0,"LAMP,ORDERDEF",2014-07-30T13:39:48.447,56868.569310737,1
5783,UVES.2014-09-11T18:43:23.014.fits,346.0,"LAMP,FLAT",2014-09-11T18:43:23.014,56911.780127478,1
883,UVES.2014-09-11T19:03:22.326.fits,346.0,"LAMP,FLAT",2014-09-11T19:03:22.325,56911.7940084,1
2299,UVES.2014-09-14T09:09:13.734.fits,346.0,"LAMP,FMTCHK",2014-09-14T09:09:13.734,56914.381408964,1
3632,UVES.2014-09-14T09:11:06.614.fits,346.0,"LAMP,FLAT",2014-09-14T09:11:06.613,56914.382715438,1
2406,UVES.2014-09-14T09:12:42.991.fits,346.0,"LAMP,FLAT",2014-09-14T09:12:42.991,56914.383830925,1
5634,UVES.2014-09-14T09:14:19.440.fits,346.0,"LAMP,FLAT",2014-09-14T09:14:19.439,56914.384947221,1
5627,UVES.2014-09-14T09:15:56.108.fits,346.0,"LAMP,FLAT",2014-09-14T09:15:56.107,56914.386066065,1
5362,UVES.2014-09-14T09:17:33.056.fits,346.0,"LAMP,FLAT",2014-09-14T09:17:33.056,56914.387188149,1
202,UVES.2014-09-14T09:36:10.214.fits,346.0,"LAMP,ORDERDEF",2014-09-14T09:36:10.214,56914.400118225,1
4066,UVES.2014-09-26T10:26:58.014.fits,346.0,"LAMP,FMTCHK",2014-09-26T10:26:58.013,56926.435393678,1
2402,UVES.2014-09-26T10:28:49.943.fits,346.0,"LAMP,FLAT",2014-09-26T10:28:49.943,56926.436689159,1
958,UVES.2014-09-26T10:30:26.742.fits,346.0,"LAMP,FLAT",2014-09-26T10:30:26.741,56926.43780951,1
1271,UVES.2014-09-26T10:32:03.500.fits,346.0,"LAMP,FLAT",2014-09-26T10:32:03.500,56926.438929399,1
2036,UVES.2014-09-26T10:33:40.288.fits,346.0,"LAMP,FLAT",2014-09-26T10:33:40.288,56926.440049633,1
2452,UVES.2014-09-26T10:35:16.967.fits,346.0,"LAMP,FLAT",2014-09-26T10:35:16.966,56926.441168596,1
2625,UVES.2014-09-26T10:36:53.425.fits,346.0,"LAMP,FLAT",2014-09-26T10:36:53.424,56926.442285011,1
421,UVES.2014-09-26T10:38:30.183.fits,346.0,"LAMP,FLAT",2014-09-26T10:38:30.183,56926.443404899,1
5707,UVES.2014-09-26T10:40:07.082.fits,346.0,"LAMP,FLAT",2014-09-26T10:40:07.081,56926.444526408,1
3232,UVES.2014-09-26T10:41:43.920.fits,346.0,"LAMP,FLAT",2014-09-26T10:41:43.919,56926.445647222,1
4120,UVES.2014-09-26T10:43:20.908.fits,346.0,"LAMP,FLAT",2014-09-26T10:43:20.908,56926.446769772,1
1831,UVES.2014-09-26T13:41:47.829.fits,346.0,"LAMP,ORDERDEF",2014-09-26T13:41:47.829,56926.570692473,1
141,UVES.2014-09-29T10:49:53.805.fits,346.0,"LAMP,FMTCHK",2014-09-29T10:49:53.805,56929.451317191,1
974,UVES.2014-09-29T10:51:45.465.fits,346.0,"LAMP,FLAT",2014-09-29T10:51:45.464,56929.452609546,1
5989,UVES.2014-09-29T10:53:21.833.fits,346.0,"LAMP,FLAT",2014-09-29T10:53:21.833,56929.453724919,1
5755,UVES.2014-09-29T10:54:58.271.fits,346.0,"LAMP,FLAT",2014-09-29T10:54:58.271,56929.454841103,1
1091,UVES.2014-09-29T10:56:35.069.fits,346.0,"LAMP,FLAT",2014-09-29T10:56:35.069,56929.455961453,1
462,UVES.2014-09-29T10:58:11.918.fits,346.0,"LAMP,FLAT",2014-09-29T10:58:11.917,56929.457082381,1
2164,UVES.2014-09-29T12:31:18.992.fits,346.0,"LAMP,ORDERDEF",2014-09-29T12:31:18.992,56929.521747595,1
5187,UVES.2014-09-29T16:00:12.320.fits,346.0,"LAMP,FLAT",2014-09-29T16:00:12.319,56929.666809257,1
914,UVES.2014-09-29T16:01:49.009.fits,346.0,"LAMP,FLAT",2014-09-29T16:01:49.008,56929.667928335,1
4422,UVES.2014-09-29T16:03:25.407.fits,346.0,"LAMP,FLAT",2014-09-29T16:03:25.406,56929.669044055,1
5392,UVES.2014-09-29T16:05:02.315.fits,346.0,"LAMP,FLAT",2014-09-29T16:05:02.314,56929.670165678,1
1308,UVES.2014-09-29T16:06:38.863.fits,346.0,"LAMP,FLAT",2014-09-29T16:06:38.862,56929.671283135,1
1154,UVES.2014-09-29T16:08:15.521.fits,346.0,"LAMP,FLAT",2014-09-29T16:08:15.521,56929.672401865,1
1609,UVES.2014-09-29T16:09:52.049.fits,346.0,"LAMP,FLAT",2014-09-29T16:09:52.049,56929.67351909,1
1319,UVES.2014-09-29T16:11:28.828.fits,346.0,"LAMP,FLAT",2014-09-29T16:11:28.827,56929.674639208,1
3070,UVES.2014-09-29T16:13:05.446.fits,346.0,"LAMP,FLAT",2014-09-29T16:13:05.445,56929.675757475,1
2720,UVES.2014-09-29T16:14:42.284.fits,346.0,"LAMP,FLAT",2014-09-29T16:14:42.284,56929.676878289,1
212,UVES.2014-10-06T10:56:45.353.fits,346.0,"LAMP,FMTCHK",2014-10-06T10:56:45.352,56936.456080467,1
3564,UVES.2014-10-06T10:58:39.203.fits,346.0,"LAMP,FLAT",2014-10-06T10:58:39.202,56936.457398176,1
3731,UVES.2014-10-06T11:00:16.061.fits,346.0,"LAMP,FLAT",2014-10-06T11:00:16.060,56936.458519224,1
5481,UVES.2014-10-06T11:01:52.989.fits,346.0,"LAMP,FLAT",2014-10-06T11:01:52.989,56936.459641082,1
5089,UVES.2014-10-06T11:03:29.838.fits,346.0,"LAMP,FLAT",2014-10-06T11:03:29.838,56936.460762015,1
1230,UVES.2014-10-06T11:05:06.366.fits,346.0,"LAMP,FLAT",2014-10-06T11:05:06.366,56936.461879243,1
3609,UVES.2014-10-06T14:17:59.684.fits,346.0,"LAMP,ORDERDEF",2014-10-06T14:17:59.684,56936.595829681,1
995,UVES.2014-10-10T10:49:54.505.fits,346.0,"LAMP,FMTCHK",2014-10-10T10:49:54.505,56940.451325293,1
2766,UVES.2014-10-10T10:51:47.645.fits,346.0,"LAMP,FLAT",2014-10-10T10:51:47.644,56940.452634776,1
2868,UVES.2014-10-10T10:53:24.383.fits,346.0,"LAMP,FLAT",2014-10-10T10:53:24.383,56940.453754433,1
207,UVES.2014-10-10T10:55:00.911.fits,346.0,"LAMP,FLAT",2014-10-10T10:55:00.911,56940.454871663,1
5090,UVES.2014-10-10T10:56:37.490.fits,346.0,"LAMP,FLAT",2014-10-10T10:56:37.489,56940.455989466,1
4816,UVES.2014-10-10T10:58:14.318.fits,346.0,"LAMP,FLAT",2014-10-10T10:58:14.318,56940.457110165,1
4512,UVES.2014-10-10T12:04:08.609.fits,346.0,"LAMP,ORDERDEF",2014-10-10T12:04:08.609,56940.502877421,1
1254,UVES.2014-10-13T10:26:24.626.fits,346.0,"LAMP,FMTCHK",2014-10-13T10:26:24.626,56943.435007251,1
4558,UVES.2014-10-13T10:28:18.037.fits,346.0,"LAMP,FLAT",2014-10-13T10:28:18.036,56943.436319867,1
1000,UVES.2014-10-13T10:29:54.495.fits,346.0,"LAMP,FLAT",2014-10-13T10:29:54.494,56943.437436284,1
4187,UVES.2014-10-13T10:31:31.364.fits,346.0,"LAMP,FLAT",2014-10-13T10:31:31.363,56943.438557447,1
1950,UVES.2014-10-13T10:33:08.282.fits,346.0,"LAMP,FLAT",2014-10-13T10:33:08.281,56943.439679189,1
518,UVES.2014-10-13T10:34:45.240.fits,346.0,"LAMP,FLAT",2014-10-13T10:34:45.240,56943.440801394,1
3247,UVES.2014-10-13T11:27:03.406.fits,346.0,"LAMP,ORDERDEF",2014-10-13T11:27:03.406,56943.477122763,1
4215,UVES.2014-10-24T10:15:54.419.fits,346.0,"LAMP,FMTCHK",2014-10-24T10:15:54.419,56954.427713183,1
3510,UVES.2014-10-24T10:17:46.879.fits,346.0,"LAMP,FLAT",2014-10-24T10:17:46.878,56954.429014802,1
2887,UVES.2014-10-24T10:19:23.547.fits,346.0,"LAMP,FLAT",2014-10-24T10:19:23.547,56954.430133651,1
5088,UVES.2014-10-24T10:21:00.146.fits,346.0,"LAMP,FLAT",2014-10-24T10:21:00.145,56954.431251689,1
468,UVES.2014-10-24T10:22:36.524.fits,346.0,"LAMP,FLAT",2014-10-24T10:22:36.524,56954.43236718,1
309,UVES.2014-10-24T10:24:13.213.fits,346.0,"LAMP,FLAT",2014-10-24T10:24:13.213,56954.433486262,1
3802,UVES.2014-10-24T12:08:54.266.fits,346.0,"LAMP,ORDERDEF",2014-10-24T12:08:54.265,56954.506183628,1
3004,UVES.2014-10-29T10:57:33.982.fits,346.0,"LAMP,FMTCHK",2014-10-29T10:57:33.981,56959.456643309,1
1390,UVES.2014-10-29T12:29:42.245.fits,346.0,"LAMP,ORDERDEF",2014-10-29T12:29:42.244,56959.520627826,1
1431,UVES.2014-10-29T12:33:15.733.fits,346.0,"LAMP,FMTCHK",2014-10-29T12:33:15.732,56959.523098759,1
6171,UVES.2014-10-29T12:35:08.433.fits,346.0,"LAMP,FLAT",2014-10-29T12:35:08.432,56959.524403157,1
4258,UVES.2014-10-29T12:36:44.801.fits,346.0,"LAMP,FLAT",2014-10-29T12:36:44.801,56959.525518531,1
984,UVES.2014-10-29T12:38:21.319.fits,346.0,"LAMP,FLAT",2014-10-29T12:38:21.319,56959.526635642,1
5791,UVES.2014-10-29T12:39:57.857.fits,346.0,"LAMP,FLAT",2014-10-29T12:39:57.857,56959.527752985,1
1204,UVES.2014-10-29T12:41:34.626.fits,346.0,"LAMP,FLAT",2014-10-29T12:41:34.626,56959.528872991,1
3881,UVES.2014-10-29T13:08:18.406.fits,346.0,"LAMP,ORDERDEF",2014-10-29T13:08:18.406,56959.547435259,1
6119,UVES.2014-11-04T10:09:50.522.fits,346.0,"LAMP,FMTCHK",2014-11-04T10:09:50.521,56965.423501409,1
4741,UVES.2014-11-04T10:11:42.352.fits,346.0,"LAMP,FLAT",2014-11-04T10:11:42.351,56965.424795735,1
316,UVES.2014-11-04T10:13:19.070.fits,346.0,"LAMP,FLAT",2014-11-04T10:13:19.070,56965.425915162,1
1568,UVES.2014-11-04T10:14:55.559.fits,346.0,"LAMP,FLAT",2014-11-04T10:14:55.558,56965.427031927,1
4910,UVES.2014-11-04T10:16:32.227.fits,346.0,"LAMP,FLAT",2014-11-04T10:16:32.227,56965.428150776,1
2922,UVES.2014-11-04T10:18:08.536.fits,346.0,"LAMP,FLAT",2014-11-04T10:18:08.535,56965.429265458,1
5312,UVES.2014-11-04T11:07:18.995.fits,346.0,"LAMP,ORDERDEF",2014-11-04T11:07:18.994,56965.463414292,1
4977,UVES.2014-11-16T09:37:40.475.fits,346.0,"LAMP,FMTCHK",2014-11-16T09:37:40.474,56977.401162897,1
1774,UVES.2014-11-16T09:39:32.103.fits,346.0,"LAMP,FLAT",2014-11-16T09:39:32.103,56977.402454904,1
1822,UVES.2014-11-16T09:41:08.942.fits,346.0,"LAMP,FLAT",2014-11-16T09:41:08.941,56977.403575716,1
90,UVES.2014-11-16T09:42:45.650.fits,346.0,"LAMP,FLAT",2014-11-16T09:42:45.649,56977.404695023,1
115,UVES.2014-11-16T09:44:22.338.fits,346.0,"LAMP,FLAT",2014-11-16T09:44:22.338,56977.405814098,1
779,UVES.2014-11-16T09:45:59.166.fits,346.0,"LAMP,FLAT",2014-11-16T09:45:59.166,56977.406934795,1
1200,UVES.2014-11-16T11:26:02.798.fits,346.0,"LAMP,ORDERDEF",2014-11-16T11:26:02.797,56977.476421266,1
1829,UVES.2014-11-22T09:33:30.971.fits,346.0,"LAMP,FMTCHK",2014-11-22T09:33:30.971,56983.39827513,1
1295,UVES.2014-11-22T09:35:23.591.fits,346.0,"LAMP,FLAT",2014-11-22T09:35:23.590,56983.399578596,1
3554,UVES.2014-11-22T09:37:00.089.fits,346.0,"LAMP,FLAT",2014-11-22T09:37:00.088,56983.400695472,1
2288,UVES.2014-11-22T09:38:36.667.fits,346.0,"LAMP,FLAT",2014-11-22T09:38:36.666,56983.401813275,1
2493,UVES.2014-11-22T09:40:13.055.fits,346.0,"LAMP,FLAT",2014-11-22T09:40:13.055,56983.402928879,1
2354,UVES.2014-11-22T09:41:49.883.fits,346.0,"LAMP,FLAT",2014-11-22T09:41:49.883,56983.404049574,1
1738,UVES.2014-11-22T11:06:09.558.fits,346.0,"LAMP,ORDERDEF",2014-11-22T11:06:09.558,56983.462610634,1
5435,UVES.2014-11-22T18:14:10.477.fits,346.0,"LAMP,FLAT",2014-11-22T18:14:10.476,56983.759843479,1
2401,UVES.2014-11-22T18:15:47.255.fits,346.0,"LAMP,FLAT",2014-11-22T18:15:47.254,56983.760963597,1
2321,UVES.2014-11-22T18:17:23.743.fits,346.0,"LAMP,FLAT",2014-11-22T18:17:23.742,56983.762080358,1
935,UVES.2014-11-22T18:19:00.371.fits,346.0,"LAMP,FLAT",2014-11-22T18:19:00.371,56983.76319874,1
1602,UVES.2014-11-22T18:20:37.139.fits,346.0,"LAMP,FLAT",2014-11-22T18:20:37.139,56983.764318742,1
4504,UVES.2014-11-22T18:22:13.837.fits,346.0,"LAMP,FLAT",2014-11-22T18:22:13.837,56983.765437934,1
2113,UVES.2014-11-22T18:23:50.285.fits,346.0,"LAMP,FLAT",2014-11-22T18:23:50.285,56983.766554232,1
2165,UVES.2014-11-22T18:25:26.764.fits,346.0,"LAMP,FLAT",2014-11-22T18:25:26.763,56983.767670878,1
653,UVES.2014-11-22T18:27:03.402.fits,346.0,"LAMP,FLAT",2014-11-22T18:27:03.402,56983.768789376,1
2271,UVES.2014-11-22T18:28:40.201.fits,346.0,"LAMP,FLAT",2014-11-22T18:28:40.200,56983.769909725,1
4485,UVES.2014-12-14T11:01:13.379.fits,346.0,"LAMP,FMTCHK",2014-12-14T11:01:13.379,57005.459182628,1
3633,UVES.2014-12-14T11:03:04.459.fits,346.0,"LAMP,FLAT",2014-12-14T11:03:04.458,57005.46046827,1
2826,UVES.2014-12-14T11:04:41.217.fits,346.0,"LAMP,FLAT",2014-12-14T11:04:41.216,57005.461588157,1
2542,UVES.2014-12-14T11:06:18.105.fits,346.0,"LAMP,FLAT",2014-12-14T11:06:18.105,57005.46270955,1
4139,UVES.2014-12-14T11:07:54.534.fits,346.0,"LAMP,FLAT",2014-12-14T11:07:54.533,57005.463825617,1
803,UVES.2014-12-14T11:09:31.291.fits,346.0,"LAMP,FLAT",2014-12-14T11:09:31.291,57005.464945504,1
6053,UVES.2014-12-14T12:31:37.453.fits,346.0,"LAMP,ORDERDEF",2014-12-14T12:31:37.452,57005.521961259,1
359,UVES.2014-12-21T10:12:44.525.fits,346.0,"LAMP,FMTCHK",2014-12-21T10:12:44.524,57012.425515335,1
5177,UVES.2014-12-21T10:14:35.424.fits,346.0,"LAMP,FLAT",2014-12-21T10:14:35.424,57012.426798893,1
4622,UVES.2014-12-21T10:16:12.283.fits,346.0,"LAMP,FLAT",2014-12-21T10:16:12.282,57012.427919938,1
3385,UVES.2014-12-21T10:17:49.110.fits,346.0,"LAMP,FLAT",2014-12-21T10:17:49.110,57012.429040635,1
5359,UVES.2014-12-21T10:19:25.969.fits,346.0,"LAMP,FLAT",2014-12-21T10:19:25.969,57012.43016168,1
2023,UVES.2014-12-21T10:21:02.647.fits,346.0,"LAMP,FLAT",2014-12-21T10:21:02.647,57012.43128064,1
741,UVES.2015-01-05T09:56:57.795.fits,346.0,"LAMP,FMTCHK",2015-01-05T09:56:57.794,57027.414557808,1
5100,UVES.2015-01-05T09:58:50.465.fits,346.0,"LAMP,FLAT",2015-01-05T09:58:50.464,57027.415861856,1
5472,UVES.2015-01-05T10:00:27.193.fits,346.0,"LAMP,FLAT",2015-01-05T10:00:27.192,57027.4169814,1
5031,UVES.2015-01-05T10:02:03.551.fits,346.0,"LAMP,FLAT",2015-01-05T10:02:03.551,57027.418096657,1
1652,UVES.2015-01-05T10:03:39.939.fits,346.0,"LAMP,FLAT",2015-01-05T10:03:39.939,57027.419212263,1
2530,UVES.2015-01-05T10:05:16.408.fits,346.0,"LAMP,FLAT",2015-01-05T10:05:16.407,57027.420328795,1
657,UVES.2015-01-05T11:01:05.697.fits,346.0,"LAMP,ORDERDEF",2015-01-05T11:01:05.697,57027.459093723,1
3052,UVES.2015-01-20T10:08:39.135.fits,346.0,"LAMP,FMTCHK",2015-01-20T10:08:39.135,57042.422675174,1
1653,UVES.2015-01-20T10:10:32.145.fits,346.0,"LAMP,FLAT",2015-01-20T10:10:32.144,57042.423983159,1
5878,UVES.2015-01-20T10:12:08.893.fits,346.0,"LAMP,FLAT",2015-01-20T10:12:08.893,57042.425102933,1
5935,UVES.2015-01-20T10:13:45.712.fits,346.0,"LAMP,FLAT",2015-01-20T10:13:45.711,57042.426223517,1
2706,UVES.2015-01-20T10:15:22.130.fits,346.0,"LAMP,FLAT",2015-01-20T10:15:22.130,57042.427339472,1
5222,UVES.2015-01-20T10:16:58.659.fits,346.0,"LAMP,FLAT",2015-01-20T10:16:58.658,57042.428456699,1
1300,UVES.2015-01-20T11:24:58.186.fits,346.0,"LAMP,ORDERDEF",2015-01-20T11:24:58.186,57042.475673453,1
4768,UVES.2015-01-30T06:23:01.600.fits,346.0,"LAMP,FMTCHK",2015-01-30T06:23:01.599,57052.265990735,1
5082,UVES.2015-01-30T06:24:53.789.fits,346.0,"LAMP,FLAT",2015-01-30T06:24:53.789,57052.267289229,1
3507,UVES.2015-01-30T06:26:30.438.fits,346.0,"LAMP,FLAT",2015-01-30T06:26:30.437,57052.268407846,1
6196,UVES.2015-01-30T06:28:07.416.fits,346.0,"LAMP,FLAT",2015-01-30T06:28:07.416,57052.269530283,1
938,UVES.2015-01-30T06:29:44.355.fits,346.0,"LAMP,FLAT",2015-01-30T06:29:44.354,57052.270652256,1
2916,UVES.2015-01-30T06:31:20.944.fits,346.0,"LAMP,FLAT",2015-01-30T06:31:20.943,57052.271770179,1
5812,UVES.2015-01-30T08:05:32.171.fits,346.0,"LAMP,ORDERDEF",2015-01-30T08:05:32.171,57052.337177909,1
3298,UVES.2015-02-12T11:03:28.557.fits,346.0,"LAMP,FMTCHK",2015-02-12T11:03:28.556,57065.460747185,1
2755,UVES.2015-02-12T11:05:21.817.fits,346.0,"LAMP,FLAT",2015-02-12T11:05:21.816,57065.462058065,1
5544,UVES.2015-02-12T11:06:58.255.fits,346.0,"LAMP,FLAT",2015-02-12T11:06:58.255,57065.463174252,1
357,UVES.2015-02-12T11:08:35.074.fits,346.0,"LAMP,FLAT",2015-02-12T11:08:35.073,57065.464294836,1
694,UVES.2015-02-12T11:10:11.932.fits,346.0,"LAMP,FLAT",2015-02-12T11:10:11.932,57065.465415884,1
3669,UVES.2015-02-12T11:11:48.191.fits,346.0,"LAMP,FLAT",2015-02-12T11:11:48.190,57065.466529988,1
5648,UVES.2015-02-12T13:40:34.551.fits,346.0,"LAMP,ORDERDEF",2015-02-12T13:40:34.550,57065.569844336,1
252,UVES.2015-02-16T10:35:28.691.fits,346.0,"LAMP,FMTCHK",2015-02-16T10:35:28.690,57069.441304286,1
3939,UVES.2015-02-16T10:37:22.240.fits,346.0,"LAMP,FLAT",2015-02-16T10:37:22.240,57069.442618521,1
630,UVES.2015-02-16T10:38:58.869.fits,346.0,"LAMP,FLAT",2015-02-16T10:38:58.868,57069.443736906,1
4156,UVES.2015-02-16T10:40:35.607.fits,346.0,"LAMP,FLAT",2015-02-16T10:40:35.607,57069.444856564,1
1276,UVES.2015-02-16T10:42:12.525.fits,346.0,"LAMP,FLAT",2015-02-16T10:42:12.525,57069.445978305,1
6200,UVES.2015-02-16T10:43:49.194.fits,346.0,"LAMP,FLAT",2015-02-16T10:43:49.193,57069.447097152,1
1468,UVES.2015-02-16T11:58:04.862.fits,346.0,"LAMP,ORDERDEF",2015-02-16T11:58:04.861,57069.498667383,1
1446,UVES.2015-02-26T18:31:48.780.fits,346.0,"LAMP,FMTCHK",2015-02-26T18:31:48.779,57079.772092355,1
3349,UVES.2015-02-26T18:33:40.849.fits,346.0,"LAMP,FLAT",2015-02-26T18:33:40.849,57079.773389457,1
2188,UVES.2015-02-26T18:35:17.558.fits,346.0,"LAMP,FLAT",2015-02-26T18:35:17.557,57079.774508767,1
4975,UVES.2015-02-26T18:36:54.435.fits,346.0,"LAMP,FLAT",2015-02-26T18:36:54.435,57079.775630045,1
4586,UVES.2015-02-26T18:38:31.165.fits,346.0,"LAMP,FLAT",2015-02-26T18:38:31.164,57079.776749586,1
568,UVES.2015-02-26T18:40:08.073.fits,346.0,"LAMP,FLAT",2015-02-26T18:40:08.072,57079.777871212,1
5635,UVES.2015-03-01T10:57:50.167.fits,346.0,"LAMP,FLAT",2015-03-01T10:57:50.166,57082.456830636,1
4124,UVES.2015-03-01T10:59:32.616.fits,346.0,"LAMP,FLAT",2015-03-01T10:59:32.615,57082.458016389,1
5999,UVES.2015-03-01T11:01:15.144.fits,346.0,"LAMP,FLAT",2015-03-01T11:01:15.144,57082.459203064,1
659,UVES.2015-03-01T11:02:57.424.fits,346.0,"LAMP,FLAT",2015-03-01T11:02:57.423,57082.460386847,1
5656,UVES.2015-03-01T11:04:39.832.fits,346.0,"LAMP,FLAT",2015-03-01T11:04:39.832,57082.461572135,1
3848,UVES.2015-03-01T15:11:34.623.fits,346.0,"LAMP,FLAT",2015-03-01T15:11:34.623,57082.633039625,1
4055,UVES.2015-03-01T15:13:16.662.fits,346.0,"LAMP,FLAT",2015-03-01T15:13:16.662,57082.634220631,1
881,UVES.2015-03-01T15:14:59.071.fits,346.0,"LAMP,FLAT",2015-03-01T15:14:59.071,57082.63540592,1
5179,UVES.2015-03-01T15:16:41.290.fits,346.0,"LAMP,FLAT",2015-03-01T15:16:41.290,57082.636589009,1
1166,UVES.2015-03-01T15:18:23.759.fits,346.0,"LAMP,FLAT",2015-03-01T15:18:23.759,57082.637774993,1
3613,UVES.2015-03-01T15:20:06.159.fits,346.0,"LAMP,FLAT",2015-03-01T15:20:06.158,57082.638960167,1
1394,UVES.2015-03-01T15:21:48.217.fits,346.0,"LAMP,FLAT",2015-03-01T15:21:48.217,57082.640141404,1
1497,UVES.2015-03-01T15:23:30.346.fits,346.0,"LAMP,FLAT",2015-03-01T15:23:30.346,57082.641323451,1
6245,UVES.2015-03-01T15:25:12.565.fits,346.0,"LAMP,FLAT",2015-03-01T15:25:12.565,57082.642506541,1
2943,UVES.2015-03-01T15:26:54.825.fits,346.0,"LAMP,FLAT",2015-03-01T15:26:54.824,57082.643690101,1
2878,UVES.2014-03-10T11:46:15.330.fits,437.0,"LAMP,FMTCHK",2014-03-10T11:46:15.330,56726.490455208,1
1785,UVES.2014-03-10T11:48:13.610.fits,437.0,"LAMP,ORDERDEF",2014-03-10T11:48:13.610,56726.49182419,1
2930,UVES.2014-03-10T11:50:20.041.fits,437.0,"LAMP,FLAT",2014-03-10T11:50:20.040,56726.493287511,1
3357,UVES.2014-03-10T11:53:21.636.fits,437.0,"LAMP,FLAT",2014-03-10T11:53:21.636,56726.495389313,1
1503,UVES.2014-03-10T11:56:23.402.fits,437.0,"LAMP,FLAT",2014-03-10T11:56:23.402,56726.497493082,1
4613,UVES.2014-03-10T11:59:25.238.fits,437.0,"LAMP,FLAT",2014-03-10T11:59:25.238,56726.499597662,1
890,UVES.2014-03-10T12:02:27.134.fits,437.0,"LAMP,FLAT",2014-03-10T12:02:27.133,56726.501702937,1
480,UVES.2014-03-11T11:49:30.960.fits,437.0,"LAMP,FMTCHK",2014-03-11T11:49:30.960,56727.492719446,1
