,name,wave,ESO DPR TYPE,DATE-OBS,MJD-OBS,flat_bin
5681,UVES.2018-02-24T05:02:57.745.fits,564.0,"LAMP,FLAT",2018-02-24T05:02:57.745,58173.210390569,6
1713,UVES.2018-02-24T05:04:39.705.fits,564.0,"LAMP,FLAT",2018-02-24T05:04:39.705,58173.21157066,6
224,UVES.2018-02-24T05:06:20.714.fits,564.0,"LAMP,FLAT",2018-02-24T05:06:20.714,58173.212739754,6
5937,UVES.2018-02-24T05:08:01.714.fits,564.0,"LAMP,FLAT",2018-02-24T05:08:01.714,58173.213908733,6
6225,UVES.2018-02-24T05:09:42.684.fits,564.0,"LAMP,FLAT",2018-02-24T05:09:42.684,58173.215077364,6
1346,UVES.2018-02-24T05:11:24.974.fits,564.0,"LAMP,FLAT",2018-02-24T05:11:24.974,58173.216261274,6
4507,UVES.2018-02-24T05:13:07.034.fits,564.0,"LAMP,FLAT",2018-02-24T05:13:07.033,58173.217442523,6
3257,UVES.2018-02-24T05:14:48.694.fits,564.0,"LAMP,FLAT",2018-02-24T05:14:48.693,58173.21861914,6
4347,UVES.2018-02-24T05:16:29.733.fits,564.0,"LAMP,FLAT",2018-02-24T05:16:29.733,58173.219788582,6
4663,UVES.2018-02-24T05:18:11.703.fits,564.0,"LAMP,FLAT",2018-02-24T05:18:11.703,58173.220968788,6
3355,UVES.2018-02-24T05:19:53.693.fits,564.0,"LAMP,FLAT",2018-02-24T05:19:53.693,58173.222149226,6
1108,UVES.2018-02-24T05:21:34.973.fits,564.0,"LAMP,FLAT",2018-02-24T05:21:34.972,58173.223321446,6
6279,UVES.2018-02-24T05:23:16.733.fits,564.0,"LAMP,FLAT",2018-02-24T05:23:16.732,58173.224499221,6
3362,UVES.2018-02-24T05:24:58.823.fits,564.0,"LAMP,FLAT",2018-02-24T05:24:58.822,58173.225680817,6
5724,UVES.2018-02-24T05:26:40.702.fits,564.0,"LAMP,FLAT",2018-02-24T05:26:40.702,58173.226859981,6
279,UVES.2018-02-24T05:28:22.782.fits,564.0,"LAMP,FLAT",2018-02-24T05:28:22.782,58173.22804146,6
1426,UVES.2018-02-24T05:30:03.692.fits,564.0,"LAMP,FLAT",2018-02-24T05:30:03.691,58173.229209397,6
210,UVES.2018-02-24T05:31:45.722.fits,564.0,"LAMP,FLAT",2018-02-24T05:31:45.721,58173.230390298,6
3322,UVES.2018-02-24T05:33:27.702.fits,564.0,"LAMP,FLAT",2018-02-24T05:33:27.701,58173.23157062,6
2701,UVES.2018-02-24T05:35:09.701.fits,564.0,"LAMP,FLAT",2018-02-24T05:35:09.701,58173.232751173,6
555,UVES.2018-02-24T05:36:51.701.fits,564.0,"LAMP,FLAT",2018-02-24T05:36:51.701,58173.233931726,6
3177,UVES.2018-02-24T05:38:32.700.fits,564.0,"LAMP,FLAT",2018-02-24T05:38:32.700,58173.235100704,6
335,UVES.2018-02-24T05:40:14.990.fits,564.0,"LAMP,FLAT",2018-02-24T05:40:14.990,58173.236284614,6
6251,UVES.2018-02-24T05:41:56.831.fits,564.0,"LAMP,FLAT",2018-02-24T05:41:56.830,58173.237463315,6
1214,UVES.2018-02-24T05:43:37.730.fits,564.0,"LAMP,FLAT",2018-02-24T05:43:37.730,58173.238631136,6
2030,UVES.2018-02-24T05:45:19.810.fits,564.0,"LAMP,FLAT",2018-02-24T05:45:19.809,58173.239812615,6
5048,UVES.2018-02-24T05:47:01.690.fits,564.0,"LAMP,FLAT",2018-02-24T05:47:01.689,58173.24099178,6
5958,UVES.2018-02-24T05:48:43.700.fits,564.0,"LAMP,FLAT",2018-02-24T05:48:43.699,58173.242172449,6
5301,UVES.2018-02-24T05:50:24.960.fits,564.0,"LAMP,FLAT",2018-02-24T05:50:24.959,58173.243344437,6
1982,UVES.2018-02-24T05:52:06.719.fits,564.0,"LAMP,FLAT",2018-02-24T05:52:06.719,58173.244522213,6
3501,UVES.2018-02-24T05:53:47.769.fits,564.0,"LAMP,FLAT",2018-02-24T05:53:47.768,58173.245691769,6
511,UVES.2018-02-24T05:55:28.719.fits,564.0,"LAMP,FLAT",2018-02-24T05:55:28.718,58173.24686017,6
5197,UVES.2018-02-24T05:57:09.769.fits,564.0,"LAMP,FLAT",2018-02-24T05:57:09.768,58173.248029726,6
6174,UVES.2018-02-24T05:58:51.709.fits,564.0,"LAMP,FLAT",2018-02-24T05:58:51.708,58173.249209585,6
2267,UVES.2018-02-24T06:00:33.718.fits,564.0,"LAMP,FLAT",2018-02-24T06:00:33.718,58173.250390255,6
6037,UVES.2018-02-24T06:02:14.947.fits,564.0,"LAMP,FLAT",2018-02-24T06:02:14.947,58173.251561895,6
1443,UVES.2018-02-24T06:03:56.718.fits,564.0,"LAMP,FLAT",2018-02-24T06:03:56.717,58173.252739787,6
6323,UVES.2018-02-24T06:05:38.698.fits,564.0,"LAMP,FLAT",2018-02-24T06:05:38.697,58173.253920109,6
4760,UVES.2018-02-24T06:07:20.697.fits,564.0,"LAMP,FLAT",2018-02-24T06:07:20.697,58173.255100662,6
249,UVES.2018-02-24T06:09:03.577.fits,564.0,"LAMP,FLAT",2018-02-24T06:09:03.577,58173.256291403,6
2531,UVES.2018-02-24T06:10:44.967.fits,564.0,"LAMP,FLAT",2018-02-24T06:10:44.966,58173.257464895,6
2054,UVES.2018-02-24T06:12:26.737.fits,564.0,"LAMP,FLAT",2018-02-24T06:12:26.736,58173.258642786,6
5038,UVES.2018-02-24T06:14:08.726.fits,564.0,"LAMP,FLAT",2018-02-24T06:14:08.726,58173.259823224,6
4584,UVES.2018-02-24T06:15:50.736.fits,564.0,"LAMP,FLAT",2018-02-24T06:15:50.736,58173.261003893,6
5599,UVES.2018-02-24T06:17:32.696.fits,564.0,"LAMP,FLAT",2018-02-24T06:17:32.696,58173.262183983,6
2193,UVES.2018-02-24T06:19:14.976.fits,564.0,"LAMP,FLAT",2018-02-24T06:19:14.976,58173.263367778,6
1242,UVES.2018-02-24T06:20:56.716.fits,564.0,"LAMP,FLAT",2018-02-24T06:20:56.715,58173.264545322,6
5506,UVES.2018-02-24T06:22:38.765.fits,564.0,"LAMP,FLAT",2018-02-24T06:22:38.765,58173.265726455,6
799,UVES.2018-02-24T06:24:20.746.fits,564.0,"LAMP,FLAT",2018-02-24T06:24:20.745,58173.266906776,6
1357,UVES.2018-02-24T06:26:02.686.fits,564.0,"LAMP,FLAT",2018-02-24T06:26:02.685,58173.268086636,6
4709,UVES.2018-02-24T06:27:43.715.fits,564.0,"LAMP,FLAT",2018-02-24T06:27:43.715,58173.269255961,6
5666,UVES.2018-02-24T06:29:24.965.fits,564.0,"LAMP,FLAT",2018-02-24T06:29:24.964,58173.270427833,6
4320,UVES.2018-02-24T06:31:07.225.fits,564.0,"LAMP,FLAT",2018-02-24T06:31:07.224,58173.271611397,6
2965,UVES.2018-02-24T06:32:48.724.fits,564.0,"LAMP,FLAT",2018-02-24T06:32:48.724,58173.272786163,6
4227,UVES.2018-02-24T06:34:29.744.fits,564.0,"LAMP,FLAT",2018-02-24T06:34:29.744,58173.273955373,6
389,UVES.2018-02-24T06:36:10.704.fits,564.0,"LAMP,FLAT",2018-02-24T06:36:10.703,58173.275123888,6
1692,UVES.2018-02-24T06:37:51.744.fits,564.0,"LAMP,FLAT",2018-02-24T06:37:51.743,58173.276293329,6
2317,UVES.2018-02-24T06:39:33.703.fits,564.0,"LAMP,FLAT",2018-02-24T06:39:33.703,58173.27747342,6
282,UVES.2018-02-24T06:41:14.983.fits,564.0,"LAMP,FLAT",2018-02-24T06:41:14.983,58173.27864564,6
1814,UVES.2018-02-24T06:42:56.723.fits,564.0,"LAMP,FLAT",2018-02-24T06:42:56.723,58173.279823184,6
993,UVES.2018-02-24T06:44:38.693.fits,564.0,"LAMP,FLAT",2018-02-24T06:44:38.692,58173.28100339,6
2304,UVES.2018-02-24T06:46:19.723.fits,564.0,"LAMP,FLAT",2018-02-24T06:46:19.722,58173.282172716,6
4423,UVES.2018-02-24T06:48:01.692.fits,564.0,"LAMP,FLAT",2018-02-24T06:48:01.692,58173.283352922,6
3405,UVES.2018-02-24T06:49:42.682.fits,564.0,"LAMP,FLAT",2018-02-24T06:49:42.682,58173.284521785,6
2127,UVES.2018-02-24T06:51:24.982.fits,564.0,"LAMP,FLAT",2018-02-24T06:51:24.982,58173.28570581,6
1798,UVES.2018-02-24T06:53:07.032.fits,564.0,"LAMP,FLAT",2018-02-24T06:53:07.031,58173.286886943,6
946,UVES.2018-02-24T06:54:48.752.fits,564.0,"LAMP,FLAT",2018-02-24T06:54:48.751,58173.288064255,6
1620,UVES.2018-02-24T06:56:29.691.fits,564.0,"LAMP,FLAT",2018-02-24T06:56:29.691,58173.289232539,6
4381,UVES.2018-02-24T06:58:10.691.fits,564.0,"LAMP,FLAT",2018-02-24T06:58:10.691,58173.290401518,6
5306,UVES.2018-02-24T06:59:52.691.fits,564.0,"LAMP,FLAT",2018-02-24T06:59:52.690,58173.291582071,6
5899,UVES.2018-02-24T07:01:33.721.fits,564.0,"LAMP,FLAT",2018-02-24T07:01:33.720,58173.292751397,6
2544,UVES.2018-02-24T07:03:15.731.fits,564.0,"LAMP,FLAT",2018-02-24T07:03:15.730,58173.293932066,6
6133,UVES.2018-02-24T07:04:56.740.fits,564.0,"LAMP,FLAT",2018-02-24T07:04:56.740,58173.295101161,6
3521,UVES.2018-02-24T07:06:37.750.fits,564.0,"LAMP,FLAT",2018-02-24T07:06:37.749,58173.296270255,6
5411,UVES.2018-02-24T07:08:19.690.fits,564.0,"LAMP,FLAT",2018-02-24T07:08:19.689,58173.297450114,6
1265,UVES.2018-02-24T07:10:01.710.fits,564.0,"LAMP,FLAT",2018-02-24T07:10:01.709,58173.2986309,6
5477,UVES.2018-02-24T07:11:43.720.fits,564.0,"LAMP,FLAT",2018-02-24T07:11:43.719,58173.299811569,6
1202,UVES.2018-02-24T07:13:25.730.fits,564.0,"LAMP,FLAT",2018-02-24T07:13:25.729,58173.300992238,6
1871,UVES.2018-02-24T07:15:07.709.fits,564.0,"LAMP,FLAT",2018-02-24T07:15:07.709,58173.302172562,6
5805,UVES.2018-02-24T07:16:49.719.fits,564.0,"LAMP,FLAT",2018-02-24T07:16:49.719,58173.30335323,6
1379,UVES.2018-02-24T07:18:31.709.fits,564.0,"LAMP,FLAT",2018-02-24T07:18:31.708,58173.304533667,6
1823,UVES.2018-02-24T07:20:12.819.fits,564.0,"LAMP,FLAT",2018-02-24T07:20:12.818,58173.305703918,6
2641,UVES.2018-02-24T07:21:53.728.fits,564.0,"LAMP,FLAT",2018-02-24T07:21:53.728,58173.306871855,6
1844,UVES.2018-02-24T07:23:35.718.fits,564.0,"LAMP,FLAT",2018-02-24T07:23:35.718,58173.308052293,6
2938,UVES.2018-02-24T07:25:18.538.fits,564.0,"LAMP,FLAT",2018-02-24T07:25:18.538,58173.309242339,6
641,UVES.2018-02-24T07:26:59.707.fits,564.0,"LAMP,FLAT",2018-02-24T07:26:59.707,58173.310413284,6
1930,UVES.2018-02-24T07:28:41.697.fits,564.0,"LAMP,FLAT",2018-02-24T07:28:41.697,58173.311593723,6
2602,UVES.2018-02-24T07:30:22.728.fits,564.0,"LAMP,FLAT",2018-02-24T07:30:22.727,58173.312763048,6
5898,UVES.2018-02-24T07:32:04.987.fits,564.0,"LAMP,FLAT",2018-02-24T07:32:04.987,58173.313946611,6
3372,UVES.2018-02-24T07:33:46.737.fits,564.0,"LAMP,FLAT",2018-02-24T07:33:46.737,58173.315124272,6
634,UVES.2018-02-24T07:35:28.727.fits,564.0,"LAMP,FLAT",2018-02-24T07:35:28.726,58173.316304708,6
2526,UVES.2018-02-24T07:37:09.716.fits,564.0,"LAMP,FLAT",2018-02-24T07:37:09.716,58173.31747357,6
182,UVES.2018-02-24T07:38:51.077.fits,564.0,"LAMP,FLAT",2018-02-24T07:38:51.076,58173.318646716,6
4958,UVES.2018-02-24T07:40:32.726.fits,564.0,"LAMP,FLAT",2018-02-24T07:40:32.726,58173.319823219,6
4606,UVES.2018-02-24T07:42:13.736.fits,564.0,"LAMP,FLAT",2018-02-24T07:42:13.735,58173.320992312,6
3253,UVES.2018-02-24T07:43:55.925.fits,564.0,"LAMP,FLAT",2018-02-24T07:43:55.925,58173.322175065,6
1619,UVES.2018-02-24T07:45:37.705.fits,564.0,"LAMP,FLAT",2018-02-24T07:45:37.705,58173.323353071,6
2440,UVES.2018-02-24T07:47:19.726.fits,564.0,"LAMP,FLAT",2018-02-24T07:47:19.725,58173.324533857,6
4865,UVES.2018-02-24T07:49:01.705.fits,564.0,"LAMP,FLAT",2018-02-24T07:49:01.704,58173.325714178,6
3955,UVES.2018-02-24T07:50:43.715.fits,564.0,"LAMP,FLAT",2018-02-24T07:50:43.714,58173.326894847,6
1259,UVES.2018-06-03T12:48:08.984.fits,564.0,"LAMP,FLAT",2018-06-03T12:48:08.984,58272.533437316,6
9,UVES.2018-06-03T12:49:49.723.fits,564.0,"LAMP,FLAT",2018-06-03T12:49:49.723,58272.534603283,6
854,UVES.2018-06-03T12:51:30.793.fits,564.0,"LAMP,FLAT",2018-06-03T12:51:30.793,58272.535773071,6
1975,UVES.2018-06-03T12:53:12.313.fits,564.0,"LAMP,FLAT",2018-06-03T12:53:12.312,58272.536948066,6
4833,UVES.2018-06-03T12:54:52.973.fits,564.0,"LAMP,FLAT",2018-06-03T12:54:52.972,58272.538113107,6
2831,UVES.2018-06-19T14:29:23.080.fits,564.0,"LAMP,FMTCHK",2018-06-19T14:29:23.080,58288.603739354,6
5486,UVES.2018-06-19T14:31:27.352.fits,564.0,"LAMP,ORDERDEF",2018-06-19T14:31:27.352,58288.605177688,6
4985,UVES.2018-06-19T14:33:06.762.fits,564.0,"LAMP,FLAT",2018-06-19T14:33:06.761,58288.606328264,6
1904,UVES.2018-06-19T14:34:47.452.fits,564.0,"LAMP,FLAT",2018-06-19T14:34:47.451,58288.607493656,6
684,UVES.2018-06-19T14:36:27.532.fits,564.0,"LAMP,FLAT",2018-06-19T14:36:27.531,58288.608651986,6
3161,UVES.2018-06-19T14:38:07.542.fits,564.0,"LAMP,FLAT",2018-06-19T14:38:07.541,58288.609809507,6
4036,UVES.2018-06-19T14:39:47.431.fits,564.0,"LAMP,FLAT",2018-06-19T14:39:47.431,58288.610965638,6
3799,UVES.2018-06-19T14:41:27.591.fits,564.0,"LAMP,FLAT",2018-06-19T14:41:27.590,58288.612124895,6
6046,UVES.2018-06-19T14:43:08.591.fits,564.0,"LAMP,FLAT",2018-06-19T14:43:08.590,58288.613293875,6
1044,UVES.2018-06-19T14:44:48.601.fits,564.0,"LAMP,FLAT",2018-06-19T14:44:48.600,58288.614451396,6
500,UVES.2018-06-19T14:46:28.600.fits,564.0,"LAMP,FLAT",2018-06-19T14:46:28.600,58288.615608801,6
4799,UVES.2018-06-19T14:48:09.490.fits,564.0,"LAMP,FLAT",2018-06-19T14:48:09.490,58288.616776507,6
2509,UVES.2018-06-19T14:49:49.790.fits,564.0,"LAMP,FLAT",2018-06-19T14:49:49.790,58288.617937385,6
1190,UVES.2018-06-19T14:51:30.440.fits,564.0,"LAMP,FLAT",2018-06-19T14:51:30.439,58288.619102314,6
2879,UVES.2018-06-19T14:53:11.500.fits,564.0,"LAMP,FLAT",2018-06-19T14:53:11.499,58288.620271988,6
1275,UVES.2018-06-19T14:54:52.839.fits,564.0,"LAMP,FLAT",2018-06-19T14:54:52.839,58288.621444904,6
5862,UVES.2018-06-19T14:56:33.520.fits,564.0,"LAMP,FLAT",2018-06-19T14:56:33.519,58288.622610179,6
11,UVES.2018-06-23T12:45:47.898.fits,564.0,"LAMP,FLAT",2018-06-23T12:45:47.898,58292.531804383,6
2220,UVES.2018-06-23T12:47:28.859.fits,564.0,"LAMP,FLAT",2018-06-23T12:47:28.858,58292.532972896,6
1659,UVES.2018-06-23T12:49:09.868.fits,564.0,"LAMP,FLAT",2018-06-23T12:49:09.867,58292.534141989,6
5518,UVES.2018-06-23T12:50:51.448.fits,564.0,"LAMP,FLAT",2018-06-23T12:50:51.447,58292.53531768,6
4114,UVES.2018-06-23T12:52:32.017.fits,564.0,"LAMP,FLAT",2018-06-23T12:52:32.017,58292.53648168,6
754,UVES.2018-06-30T10:43:32.174.fits,564.0,"LAMP,FLAT",2018-06-30T10:43:32.173,58299.446900158,6
5964,UVES.2018-06-30T10:45:12.813.fits,564.0,"LAMP,FLAT",2018-06-30T10:45:12.813,58299.448064967,6
4123,UVES.2018-06-30T10:46:54.002.fits,564.0,"LAMP,FLAT",2018-06-30T10:46:54.002,58299.449236142,6
370,UVES.2018-06-30T10:48:34.822.fits,564.0,"LAMP,FLAT",2018-06-30T10:48:34.822,58299.450403033,6
2565,UVES.2018-06-30T10:50:14.792.fits,564.0,"LAMP,FLAT",2018-06-30T10:50:14.791,58299.451560087,6
2572,UVES.2018-07-15T12:20:13.768.fits,564.0,"LAMP,FLAT",2018-07-15T12:20:13.767,58314.514048235,6
4971,UVES.2018-07-15T12:21:55.057.fits,564.0,"LAMP,FLAT",2018-07-15T12:21:55.057,58314.51522057,6
4317,UVES.2018-07-15T12:23:35.397.fits,564.0,"LAMP,FLAT",2018-07-15T12:23:35.396,58314.516381909,6
3399,UVES.2018-07-15T12:25:16.458.fits,564.0,"LAMP,FLAT",2018-07-15T12:25:16.458,58314.517551598,6
3192,UVES.2018-07-15T12:26:57.437.fits,564.0,"LAMP,FLAT",2018-07-15T12:26:57.436,58314.518720327,6
2323,UVES.2018-07-31T12:36:19.648.fits,564.0,"LAMP,FMTCHK",2018-07-31T12:36:19.648,58330.525227415,6
3896,UVES.2018-07-31T12:38:23.711.fits,564.0,"LAMP,ORDERDEF",2018-07-31T12:38:23.710,58330.526663315,6
6038,UVES.2018-07-31T12:47:15.912.fits,564.0,"LAMP,FLAT",2018-07-31T12:47:15.911,58330.532823046,6
4365,UVES.2018-07-31T12:48:56.071.fits,564.0,"LAMP,FLAT",2018-07-31T12:48:56.070,58330.533982301,6
3430,UVES.2018-07-31T12:50:36.080.fits,564.0,"LAMP,FLAT",2018-07-31T12:50:36.080,58330.535139818,6
3757,UVES.2018-07-31T12:52:17.090.fits,564.0,"LAMP,FLAT",2018-07-31T12:52:17.089,58330.536308912,6
666,UVES.2018-07-31T12:53:57.130.fits,564.0,"LAMP,FLAT",2018-07-31T12:53:57.129,58330.537466777,6
2092,UVES.2018-08-09T12:24:27.598.fits,564.0,"LAMP,FLAT",2018-08-09T12:24:27.598,58339.516986094,6
3914,UVES.2018-08-09T12:26:07.718.fits,564.0,"LAMP,FLAT",2018-08-09T12:26:07.718,58339.518144886,6
414,UVES.2018-08-09T12:27:48.718.fits,564.0,"LAMP,FLAT",2018-08-09T12:27:48.717,58339.519313865,6
6269,UVES.2018-08-09T12:29:29.678.fits,564.0,"LAMP,FLAT",2018-08-09T12:29:29.677,58339.52048238,6
244,UVES.2018-08-09T12:31:09.887.fits,564.0,"LAMP,FLAT",2018-08-09T12:31:09.887,58339.521642215,6
1896,UVES.2018-08-30T20:20:20.166.fits,564.0,"LAMP,FMTCHK",2018-08-30T20:20:20.165,58360.847455617,6
6066,UVES.2018-08-30T20:22:22.767.fits,564.0,"LAMP,ORDERDEF",2018-08-30T20:22:22.766,58360.848874617,6
4431,UVES.2018-08-30T20:24:01.687.fits,564.0,"LAMP,FLAT",2018-08-30T20:24:01.686,58360.850019518,6
751,UVES.2018-08-30T20:25:42.026.fits,564.0,"LAMP,FLAT",2018-08-30T20:25:42.025,58360.851180856,6
3324,UVES.2018-08-30T20:27:22.046.fits,564.0,"LAMP,FLAT",2018-08-30T20:27:22.045,58360.85233849,6
1984,UVES.2018-08-30T20:29:02.035.fits,564.0,"LAMP,FLAT",2018-08-30T20:29:02.035,58360.853495776,6
2671,UVES.2018-08-30T20:30:42.144.fits,564.0,"LAMP,FLAT",2018-08-30T20:30:42.144,58360.854654451,6
4868,UVES.2018-09-01T12:01:02.590.fits,564.0,"LAMP,FMTCHK",2018-09-01T12:01:02.589,58362.50072442,6
4585,UVES.2018-09-01T12:03:06.421.fits,564.0,"LAMP,ORDERDEF",2018-09-01T12:03:06.421,58362.502157655,6
5547,UVES.2018-09-01T12:04:45.591.fits,564.0,"LAMP,FLAT",2018-09-01T12:04:45.590,58362.503305448,6
4582,UVES.2018-09-01T12:06:26.120.fits,564.0,"LAMP,FLAT",2018-09-01T12:06:26.120,58362.504468982,6
5789,UVES.2018-09-01T12:08:06.229.fits,564.0,"LAMP,FLAT",2018-09-01T12:08:06.229,58362.505627654,6
1776,UVES.2018-09-01T12:09:47.189.fits,564.0,"LAMP,FLAT",2018-09-01T12:09:47.188,58362.506796166,6
1724,UVES.2018-09-01T12:11:28.109.fits,564.0,"LAMP,FLAT",2018-09-01T12:11:28.108,58362.507964215,6
2449,UVES.2018-09-02T12:43:07.608.fits,564.0,"LAMP,FMTCHK",2018-09-02T12:43:07.608,58363.529949172,6
1801,UVES.2018-09-02T12:45:11.691.fits,564.0,"LAMP,ORDERDEF",2018-09-02T12:45:11.690,58363.531385307,6
4856,UVES.2018-09-02T12:46:51.510.fits,564.0,"LAMP,FLAT",2018-09-02T12:46:51.510,58363.532540627,6
273,UVES.2018-09-02T12:48:32.100.fits,564.0,"LAMP,FLAT",2018-09-02T12:48:32.099,58363.533704861,6
3140,UVES.2018-09-02T12:50:12.180.fits,564.0,"LAMP,FLAT",2018-09-02T12:50:12.179,58363.534863191,6
5165,UVES.2018-09-02T12:51:53.099.fits,564.0,"LAMP,FLAT",2018-09-02T12:51:53.099,58363.536031244,6
5931,UVES.2018-09-02T12:53:33.119.fits,564.0,"LAMP,FLAT",2018-09-02T12:53:33.119,58363.53718888,6
2294,UVES.2018-09-03T16:56:03.227.fits,564.0,"LAMP,FLAT",2018-09-03T16:56:03.227,58364.705592907,6
3073,UVES.2018-09-03T16:57:45.797.fits,564.0,"LAMP,FLAT",2018-09-03T16:57:45.797,58364.706780061,6
3886,UVES.2018-09-03T16:59:27.267.fits,564.0,"LAMP,FLAT",2018-09-03T16:59:27.267,58364.707954483,6
2600,UVES.2018-09-03T17:01:08.428.fits,564.0,"LAMP,FLAT",2018-09-03T17:01:08.427,58364.709125316,6
2562,UVES.2018-09-03T17:02:50.757.fits,564.0,"LAMP,FLAT",2018-09-03T17:02:50.757,58364.710309692,6
2884,UVES.2018-09-03T17:04:32.237.fits,564.0,"LAMP,FLAT",2018-09-03T17:04:32.237,58364.711484229,6
149,UVES.2018-09-03T17:06:14.168.fits,564.0,"LAMP,FLAT",2018-09-03T17:06:14.167,58364.712663976,6
1110,UVES.2018-09-03T17:07:56.467.fits,564.0,"LAMP,FLAT",2018-09-03T17:07:56.467,58364.713848004,6
2705,UVES.2018-09-03T17:09:38.278.fits,564.0,"LAMP,FLAT",2018-09-03T17:09:38.277,58364.715026361,6
1579,UVES.2018-09-03T17:11:20.757.fits,564.0,"LAMP,FLAT",2018-09-03T17:11:20.757,58364.716212474,6
1321,UVES.2018-09-07T12:11:18.031.fits,564.0,"LAMP,FMTCHK",2018-09-07T12:11:18.030,58368.507847578,6
2251,UVES.2018-09-07T12:13:21.403.fits,564.0,"LAMP,ORDERDEF",2018-09-07T12:13:21.402,58368.509275496,6
2768,UVES.2018-09-07T12:15:00.193.fits,564.0,"LAMP,FLAT",2018-09-07T12:15:00.192,58368.510418897,6
3392,UVES.2018-09-07T12:16:40.632.fits,564.0,"LAMP,FLAT",2018-09-07T12:16:40.632,58368.511581393,6
160,UVES.2018-09-07T12:18:20.803.fits,564.0,"LAMP,FLAT",2018-09-07T12:18:20.802,58368.512740766,6
126,UVES.2018-09-07T12:20:01.602.fits,564.0,"LAMP,FLAT",2018-09-07T12:20:01.602,58368.513907432,6
4396,UVES.2018-09-07T12:21:42.602.fits,564.0,"LAMP,FLAT",2018-09-07T12:21:42.601,58368.515076411,6
31,UVES.2018-09-07T18:46:36.310.fits,564.0,"LAMP,FLAT",2018-09-07T18:46:36.310,58368.782364701,6
4939,UVES.2018-09-07T18:48:16.660.fits,564.0,"LAMP,FLAT",2018-09-07T18:48:16.660,58368.783526157,6
5057,UVES.2018-09-07T18:49:56.679.fits,564.0,"LAMP,FLAT",2018-09-07T18:49:56.679,58368.784683794,6
3107,UVES.2018-09-07T18:51:37.650.fits,564.0,"LAMP,FLAT",2018-09-07T18:51:37.649,58368.785852427,6
5299,UVES.2018-09-07T18:53:17.590.fits,564.0,"LAMP,FLAT",2018-09-07T18:53:17.589,58368.787009137,6
6025,UVES.2018-09-07T18:54:57.580.fits,564.0,"LAMP,FLAT",2018-09-07T18:54:57.579,58368.788166427,6
5084,UVES.2018-09-07T18:56:38.579.fits,564.0,"LAMP,FLAT",2018-09-07T18:56:38.579,58368.789335406,6
3719,UVES.2018-09-07T18:58:18.579.fits,564.0,"LAMP,FLAT",2018-09-07T18:58:18.578,58368.790492812,6
3138,UVES.2018-09-07T18:59:59.679.fits,564.0,"LAMP,FLAT",2018-09-07T18:59:59.678,58368.791662949,6
5844,UVES.2018-09-07T19:01:40.729.fits,564.0,"LAMP,FLAT",2018-09-07T19:01:40.728,58368.792832508,6
5760,UVES.2018-09-09T17:23:45.788.fits,564.0,"LAMP,FLAT",2018-09-09T17:23:45.788,58370.72483551,6
1130,UVES.2018-09-09T17:25:27.648.fits,564.0,"LAMP,FLAT",2018-09-09T17:25:27.648,58370.726014446,6
6086,UVES.2018-09-09T17:27:09.149.fits,564.0,"LAMP,FLAT",2018-09-09T17:27:09.148,58370.727189215,6
3938,UVES.2018-09-09T17:28:51.148.fits,564.0,"LAMP,FLAT",2018-09-09T17:28:51.148,58370.728369772,6
2908,UVES.2018-09-09T17:30:33.398.fits,564.0,"LAMP,FLAT",2018-09-09T17:30:33.398,58370.729553222,6
4893,UVES.2018-09-09T17:32:15.158.fits,564.0,"LAMP,FLAT",2018-09-09T17:32:15.158,58370.730731001,6
2072,UVES.2018-09-09T17:33:56.208.fits,564.0,"LAMP,FLAT",2018-09-09T17:33:56.208,58370.731900561,6
5709,UVES.2018-09-09T17:35:38.699.fits,564.0,"LAMP,FLAT",2018-09-09T17:35:38.698,58370.733086789,6
2347,UVES.2018-09-09T17:37:20.138.fits,564.0,"LAMP,FLAT",2018-09-09T17:37:20.138,58370.734260865,6
2891,UVES.2018-09-09T17:39:02.619.fits,564.0,"LAMP,FLAT",2018-09-09T17:39:02.618,58370.735446976,6
5554,UVES.2018-09-11T12:59:37.258.fits,564.0,"LAMP,FMTCHK",2018-09-11T12:59:37.257,58372.541403447,6
6186,UVES.2018-09-11T13:01:40.110.fits,564.0,"LAMP,ORDERDEF",2018-09-11T13:01:40.109,58372.542825345,6
6242,UVES.2018-09-11T13:03:18.829.fits,564.0,"LAMP,FLAT",2018-09-11T13:03:18.829,58372.543967932,6
5928,UVES.2018-09-11T13:04:59.469.fits,564.0,"LAMP,FLAT",2018-09-11T13:04:59.469,58372.545132744,6
198,UVES.2018-09-11T13:06:39.519.fits,564.0,"LAMP,FLAT",2018-09-11T13:06:39.518,58372.546290726,6
2443,UVES.2018-09-11T13:08:19.468.fits,564.0,"LAMP,FLAT",2018-09-11T13:08:19.468,58372.547447552,6
448,UVES.2018-09-11T13:09:59.498.fits,564.0,"LAMP,FLAT",2018-09-11T13:09:59.498,58372.548605303,6
5830,UVES.2018-09-11T13:11:40.458.fits,564.0,"LAMP,FLAT",2018-09-11T13:11:40.458,58372.54977382,6
3463,UVES.2018-09-11T13:13:20.468.fits,564.0,"LAMP,FLAT",2018-09-11T13:13:20.467,58372.550931341,6
261,UVES.2018-09-11T13:15:00.587.fits,564.0,"LAMP,FLAT",2018-09-11T13:15:00.587,58372.552090132,6
5725,UVES.2018-09-11T13:16:40.467.fits,564.0,"LAMP,FLAT",2018-09-11T13:16:40.467,58372.553246147,6
